,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list,famer_resolution_from,famer_resolution_to,famer_megapixel
12423,5f3ba61e3fd5b671b2200723,cammarkt.com,sl1,1,/,8714574602660,canoneosrebelsl1,,,9.0932,6.9088,371.94543999999996,CMOS,canon,/,/,/
12424,5f3ba61e3fd5b671b220074f,cammarkt.com,kx,,/,27075158412,pentaxkx,,,12.192,9.144,517.09 ,CMOS,pentax,/,/,/
12425,5f3ba61e3fd5b671b220075a,cammarkt.com,k5,5-2,/,27075176546,pentaxk5,,,,9.7,662.24432,CMOS,pentax,/,/,/
14197,5f3ba61e3fd5b671b220069c,cammarkt.com,dmcg1,1,/,037988988341,panasoniclumixdmcg1,4,,12.395199999999999,8.4,9.07184,Live MOS,panasonic,/,/,/
14198,5f3ba61e3fd5b671b220069d,cammarkt.com,d610,610,/,,nikond610,,,,,800.02289,,nikon,/,/,/
14199,5f3ba61e3fd5b671b22006bd,cammarkt.com,k3,3,/,,pentaxk3,,,13.208,9.906,714.4073999999999,,pentax,/,/,/
14200,5f3ba61e3fd5b671b22006d1,cammarkt.com,m,,/,,canoneosm,,,10.8712,6.654800000000001,0.0,,canon,/,/,/
14201,5f3ba61e3fd5b671b22006d8,cammarkt.com,k30,30,/,,pentaxk30,,,12.953999999999999,9.7,635.0287999999999,"[""CMOS",pentax,/,/,/
14202,5f3ba61e3fd5b671b22006e0,cammarkt.com,"rebel xt\,rebelxt",,/,013803049541,canonrebelxt,,,12.6492,9.4,680.3879999999999,CMOS,canon,/,/,/
14203,5f3ba61e3fd5b671b22006fe,cammarkt.com,v2,2,/,18208276028,nikon1v2,,,,,335.66 ,CCD,nikon,/,/,/
14204,5f3ba61e3fd5b671b2200700,cammarkt.com,d3100,3100,/,18208097982,nikond3100,,,12.446000000000002,9.652,453.592,CCD,nikon,/,/,/
14205,5f3ba61e3fd5b671b2200705,cammarkt.com,a65vm,65,/,"""27242846159""",sonya65vm,,,,,544.3104,"[""CMOS",sony,/,/,/
14206,5f3ba61e3fd5b671b220070c,cammarkt.com,k50,50,/,027075234352,pentaxk50,,,12.953999999999999,9.652,2018.4844,,pentax,/,/,/
14207,5f3ba61e3fd5b671b2200715,cammarkt.com,d5200,5200,/,018208015016,nikond5200,,,,,0.0,,nikon,/,/,/
14208,5f3ba61e3fd5b671b2200724,cammarkt.com,k30,30,/,,pentaxk30,,,,,635.0287999999999,CMOS,pentax,/,/,/
14209,5f3ba61e3fd5b671b2200732,cammarkt.com,20d,20,/,750845820713,canoneos20d,,,,10.668000000000001,698.5316799999999,CMOS,canon,/,/,/
14210,5f3ba61e3fd5b671b2200733,cammarkt.com,d40,40,/,0018208254200,nikond40,,3.1,12.7,9.398000000000001,734.81904,,nikon,/,/,/
14211,5f3ba61e3fd5b671b2200745,cammarkt.com,d7100,7100,/,,nikond7100,,,,10.668000000000001,766.57 ,CMOS,nikon,/,/,/
15923,5f3ba61e3fd5b671b220069b,cammarkt.com,digilux3,3.0,/,,leicadigilux3,4,,14.579600000000001,8.6868,530.1356499999999,,leica,/,/,/
15924,5f3ba61e3fd5b671b22006a7,cammarkt.com,d30,30.0,/,082966162046,canoneosd30,,,14.9352,10.642600000000002,780.17824,,canon,/,/,/
15925,5f3ba61e3fd5b671b22006d2,cammarkt.com,dmcgh1k,1.0,/,5025232526444,panasonicdmcgh1k,4,,12.4,8.4,385.5532,Live MOS,panasonic,/,/,/
15926,5f3ba61e3fd5b671b22006d4,cammarkt.com,k500,500.0,/,027075261266,pentaxk500,,,,,1918.6941600000002,,pentax,/,/,/
15927,5f3ba61e3fd5b671b22006e7,cammarkt.com,t2i,2.0,/,689466262469,canoneosrebelt2i,,,13,9.7,530.70264,CMOS,canon,/,/,/
15928,5f3ba61e3fd5b671b22006f1,cammarkt.com,t3,3.0,/,847413009776,eosrebelt3,,,,,167.82904,,eos,/,/,/
15929,5f3ba61e3fd5b671b2200702,cammarkt.com,t2i,2.0,/,689466262469,canoneosrebelt2i,,,12.953999999999999,9.652,530.7 ,CMOS,canon,/,/,/
15930,5f3ba61e3fd5b671b220070b,cammarkt.com,d40,40.0,/,410100251750,nikond40,,3.0,12.7,9.4,734.81904,CCD,nikon,/,/,/
15931,5f3ba61e3fd5b671b220072a,cammarkt.com,kx,,/,27075158412,pentaxkx,,,12.2,9.1,589.6696,CMOS,pentax,/,/,/
15932,5f3ba61e3fd5b671b220073d,cammarkt.com,"rebel xs\,rebelxs",,/,8714574546759,canonrebelxs,,,12.5984,9.7536,449.06 ,CMOS,canon,/,/,/
15933,5f3ba61e3fd5b671b220073e,cammarkt.com,k20d,20.0,/,027075130814,pentaxk20d,,,14.1478,10.1092,725.7472,,pentax,/,/,/
15934,5f3ba61e3fd5b671b2200753,cammarkt.com,e520,520.0,/,4545350016173,olympusevolte520,,,13.588999999999999,9.1,476.2716,Live MOS,olympus,/,/,/
17661,5f3ba61e3fd5b671b220069e,cammarkt.com,20d,20,/,13803044430.0,canoneos20d,,,14.5,10.668000000000001,453.592,CMOS,canon,/,/,/
17662,5f3ba61e3fd5b671b22006a3,cammarkt.com,k01,01,/,,pentaxk01,,,,,480.81 ,CMOS,pentax,/,/,/
17663,5f3ba61e3fd5b671b22006a5,cammarkt.com,t3i,3,/,8714574569567.0,canoneosrebelt3i,,7.5,13.208,9.9,517.09488,CMOS,canon,/,/,/
17664,5f3ba61e3fd5b671b22006b0,cammarkt.com,d5200,5200,/,018208927197,nikond5200,,,,,0.0,,nikon,/,/,/
17665,5f3ba61e3fd5b671b22006b3,cammarkt.com,"rebel xsi\,rebelxsi",,/,8714574519708,canonrebelxsi,,,12.953999999999999,9.652,476.2716,CMOS,canon,/,/,/
17666,5f3ba61e3fd5b671b22006c1,cammarkt.com,d3100,3100,/,,nikond3100,,80.0,,,508.02304000000004,CMOS,nikon,/,/,/
17667,5f3ba61e3fd5b671b22006c4,cammarkt.com,d800e,800,/,18208254989,nikond800e,,80.0,,,907.184,CMOS,nikon,/,/,/
17668,5f3ba61e3fd5b671b22006cc,cammarkt.com,eos1d,1,/,,canoneos1d,,,,,3424.6196,CMOS,canon,/,/,/
17669,5f3ba61e3fd5b671b22006dc,cammarkt.com,"pocket cinema\,pocketcinema",,/,9338716001938,blackmagicpocketcinema,,,,,771.1064,,magic,/,/,/
17670,5f3ba61e3fd5b671b22006e1,cammarkt.com,t3i,3,/,846840012212,canoneosrebelt3i,,,13.208,9.906,517.09 ,CMOS,canon,/,/,/
17671,5f3ba61e3fd5b671b22006ea,cammarkt.com,e420,420,/,050332163935,olympusevolte420,,,13,9.144,381.01727999999997,Live MOS,olympus,/,/,/
17672,5f3ba61e3fd5b671b22006ee,cammarkt.com,k5,5-2,/,,pentaxk5,,,,,0.0,CMOS,pentax,/,/,/
17673,5f3ba61e3fd5b671b22006f5,cammarkt.com,k5,5-2,/,27075176676,pentaxk5,,3.0,13.208,9.652,739.35 ,CMOS,pentax,/,/,/
17674,5f3ba61e3fd5b671b22006fb,cammarkt.com,d5200,5200,/,,nikond5200,,,,,360.78 ,CMOS,nikon,/,/,/
17675,5f3ba61e3fd5b671b22006fc,cammarkt.com,d3000,3000,/,689466142754,nikond3000,,20.0,,,485.34 ,CCD,nikon,/,/,/
17676,5f3ba61e3fd5b671b22006ff,cammarkt.com,v2,2,/,18208276028,nikon1v2,,,,,793.786,CCD,nikon,/,/,/
17677,5f3ba61e3fd5b671b2200706,cammarkt.com,e500,500,/,050332156555,olympusevolte500,,,12.7,6.6,2857.6295999999998,CCD,olympus,/,/,/
17678,5f3ba61e3fd5b671b2200708,cammarkt.com,"ist ds\,istds",,/,027075086722,pentaxistds,,,12.446000000000002,9.1,503.48712,CCD,pentax,/,/,/
17679,5f3ba61e3fd5b671b2200714,cammarkt.com,a230l,230,/,027242748699,sonyalphaa230l,,3.0,13,9.8552,449.05608,CCD,sony,/,/,/
17680,5f3ba61e3fd5b671b2200734,cammarkt.com,t4i,4,/,,canoneosrebelt4i,,,,,2267.96,CMOS,canon,/,/,/
