key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba61e3fd5b671b22001a1,www.garricks.com.au,tg830,830,/,/,olympustg830,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001b8,www.garricks.com.au,dschx300,300,/,/,sonydschx300,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b220017d,www.garricks.com.au,dmcfz200,200,/,/,panasoniclumixdmcfz200,/,/,/,/,,CMOS,panasonic
5f3ba61e3fd5b671b220017e,www.garricks.com.au,tg835,835,/,/,olympustg835,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220018f,www.garricks.com.au,sh50,50,/,/,olympussh50,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001a3,www.garricks.com.au,d800e,800,/,/,nikond800e,/,/,/,/,900,CMOS,nikon
5f3ba61e3fd5b671b22001ae,www.garricks.com.au,em1,1,/,/,olympusomdem1,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220016a,www.garricks.com.au,tg850,850,/,/,olympustg850,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220018a,www.garricks.com.au,p340,340,/,/,nikoncoolpixp340,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b220019e,www.garricks.com.au,coolpix,,/,/,nikoncoolpixa,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001b9,www.garricks.com.au,ft25,25,/,/,panasonicft25,/,/,/,/,,CCD,panasonic
5f3ba61e3fd5b671b22001c5,www.garricks.com.au,aw1,1,/,/,nikon1aw1,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200159,www.garricks.com.au,70d,70,/,/,canoneos70d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b2200177,www.garricks.com.au,1dx,1,/,/,canoneos1dx,/,/,/,/,1530,CMOS,canon
5f3ba61e3fd5b671b2200181,www.garricks.com.au,ixus255,255,/,/,canonixus255,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b2200184,www.garricks.com.au,a7,7,/,/,sonyalphaa7,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b2200188,www.garricks.com.au,p600,600,/,/,nikoncoolpixp600,/,/,/,/,565,CMOS,nikon
5f3ba61e3fd5b671b22001a2,www.garricks.com.au,sx510,510,/,/,canonpowershotsx510,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b22001b2,www.garricks.com.au,d810,810,/,/,nikond810,/,/,/,/,900,CMOS,nikon
5f3ba61e3fd5b671b22001c4,www.garricks.com.au,d4s,4,/,/,nikond4s,/,/,/,/,1180,CMOS,nikon
5f3ba61e3fd5b671b22001c7,www.garricks.com.au,dscrx100,100-2,/,/,sonycybershotdscrx100,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b22001d0,www.garricks.com.au,a99,99,/,/,sonya99,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b22001d6,www.garricks.com.au,d610,610,/,/,nikond610,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200170,www.garricks.com.au,s2800,2800,/,/,nikoncoolpixs2800,/,/,/,/,,CCD,nikon
5f3ba61e3fd5b671b22001b0,www.garricks.com.au,s6800,6800,/,/,nikoncoolpixs6800,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200169,www.garricks.com.au,p530,530,/,/,nikoncoolpixp530,/,/,/,/,494,CMOS,nikon
5f3ba61e3fd5b671b2200176,www.garricks.com.au,a58,58,/,/,sonya58,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b2200180,www.garricks.com.au,sx50,50,/,/,canonpowershotsx50,/,/,/,/,,12.1mp,canon
5f3ba61e3fd5b671b220018d,www.garricks.com.au,hfg25,25,/,/,canonhfg25,/,/,/,/,,CMOS,canon
