,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list,famer_resolution_from,famer_resolution_to,famer_megapixel
3895,5f3ba61f3fd5b671b2201114,www.canon-europe.com,ixus70,70,/,/,canondigitalixus70,4,3,0.0,0.0,,/,canon,/,/,/
3896,5f3ba61f3fd5b671b220111e,www.canon-europe.com,s45,45,/,/,canonpowershots45,3.6,3,11.2,5.8,260,/,canon,/,/,/
3897,5f3ba61f3fd5b671b2201126,www.canon-europe.com,a490,490,/,/,canonpowershota490,4,3.3,9.3,6.1,175,/,canon,/,/,/
3898,5f3ba61f3fd5b671b220112b,www.canon-europe.com,ixus500,500,/,/,canondigitalixus500,4.1,3,8.7,5.7,185,/,canon,/,/,/
3899,5f3ba61f3fd5b671b2201142,www.canon-europe.com,g12,12,/,/,canonpowershotg12,4,5,11.2,7.6,401,/,canon,/,/,/
3900,5f3ba61f3fd5b671b220115a,www.canon-europe.com,ixus50,50,/,/,canondigitalixus50,4.0,3,0.0,0.0,,/,canon,/,/,/
3901,5f3ba61f3fd5b671b2201169,www.canon-europe.com,ixus115,115,/,/,canonixus115,4,4,9.3,5.5,140,/,canon,/,/,/
3902,5f3ba61f3fd5b671b220116d,www.canon-europe.com,a810,810,/,/,canonpowershota810,4,5,9.4,6.1,171,/,canon,/,/,/
3903,5f3ba61f3fd5b671b220116e,www.canon-europe.com,ixus65,65,/,/,canondigitalixus65,4.0,3,0.0,0.0,,/,canon,/,/,/
3904,5f3ba61f3fd5b671b2201172,www.canon-europe.com,a420,420,/,/,canonpowershota420,3.6,3.2,0.0,0.0,,/,canon,/,/,/
3905,5f3ba61f3fd5b671b220117d,www.canon-europe.com,a4000,4000,/,/,canonpowershota4000,4,8,9.5,5.6,145,/,canon,/,/,/
3906,5f3ba61f3fd5b671b220117e,www.canon-europe.com,ixus,,/,/,canondigitalixus,4.0,3.0,9.9,5.4,130,/,canon,/,/,/
3907,5f3ba61f3fd5b671b2201186,www.canon-europe.com,ixus510,510,/,/,canonixus510,4,12,8.5,5.3,163,/,canon,/,/,/
3908,5f3ba61f3fd5b671b220118a,www.canon-europe.com,ixus30,30,/,/,canondigitalixus30,3.2,3,8.5,5.3,115,/,canon,/,/,/
3909,5f3ba61f3fd5b671b220118c,www.canon-europe.com,ixus80,80,/,/,canondigitalixus80,4,3,0.0,0.0,,/,canon,/,/,/
3910,5f3ba61f3fd5b671b220119c,www.canon-europe.com,ixus950,950,/,/,canondigitalixus950,4,4,0.0,0.0,,/,canon,/,/,/
3911,5f3ba61f3fd5b671b22011a0,www.canon-europe.com,sx240,240,/,/,canonpowershotsx240,4.0,20,10.6,6.1,224,/,canon,/,/,/
5638,5f3ba61f3fd5b671b2201115,www.canon-europe.com,sx120,120,/,/,canonpowershotsx120,4,10,0.0,0.0,,/,canon,/,/,/
5639,5f3ba61f3fd5b671b220111d,www.canon-europe.com,a430,430,/,/,canonpowershota430,3.6,4.0,0.0,0.0,,/,canon,/,/,/
5640,5f3ba61f3fd5b671b2201134,www.canon-europe.com,ixus130,130,/,/,canonixus130,4,4,9.2,5.6,133,/,canon,/,/,/
5641,5f3ba61f3fd5b671b2201135,www.canon-europe.com,a1000,1000,/,/,canonpowershota1000,4,4,9.5,6.2,155,/,canon,/,/,/
5642,5f3ba61f3fd5b671b2201140,www.canon-europe.com,ixus860,860,/,/,canondigitalixus860,4,3.8,0.0,0.0,,/,canon,/,/,/
5643,5f3ba61f3fd5b671b2201144,www.canon-europe.com,a85,85,/,/,canonpowershota85,3.6,3,0.0,0.0,,/,canon,/,/,/
5644,5f3ba61f3fd5b671b2201151,www.canon-europe.com,a80,80,/,/,canonpowershota80,3.6,3,10.3,6.4,250,/,canon,/,/,/
5645,5f3ba61f3fd5b671b2201155,www.canon-europe.com,ixus970,970,/,/,canondigitalixus970,4,5,9.5,5.7,155,/,canon,/,/,/
5646,5f3ba61f3fd5b671b2201159,www.canon-europe.com,ixus,,/,/,canondigitalixus,3.2,2,8.7,5.7,180,/,canon,/,/,/
5647,5f3ba61f3fd5b671b220115c,www.canon-europe.com,ixus800,800,/,/,canondigitalixus800,4.0,4,0.0,0.0,,/,canon,/,/,/
5648,5f3ba61f3fd5b671b2201168,www.canon-europe.com,a610,610,/,/,canonpowershota610,,4,0.0,0.0,,/,canon,/,/,/
5649,5f3ba61f3fd5b671b2201177,www.canon-europe.com,ixus980,980,/,/,canondigitalixus980,4,3.7,0.0,0.0,,/,canon,/,/,/
5650,5f3ba61f3fd5b671b2201187,www.canon-europe.com,a720,720,/,/,canonpowershota720,4,6,0.0,0.0,,/,canon,/,/,/
5651,5f3ba61f3fd5b671b2201188,www.canon-europe.com,a620,620,/,/,canonpowershota620,,4,0.0,0.0,,/,canon,/,/,/
5652,5f3ba61f3fd5b671b2201190,www.canon-europe.com,ixus310,310,/,/,canonixus310,4,4.4,10.0,5.5,185,/,canon,/,/,/
5653,5f3ba61f3fd5b671b2201191,www.canon-europe.com,a410,410,/,/,canonpowershota410,3.2,3.2,10.3,5.1,150,/,canon,/,/,/
5654,5f3ba61f3fd5b671b22011af,www.canon-europe.com,a3200,3200,/,/,canonpowershota3200,4,5,9.5,5.6,149,/,canon,/,/,/
7371,5f3ba61f3fd5b671b2201117,www.canon-europe.com,s5,5,/,/,canonpowershots5,4,12,0.0,0.0,450,/,canon,/,/,/
7372,5f3ba61f3fd5b671b220111a,www.canon-europe.com,sx150,150,/,/,canonpowershotsx150,4,12,11.3,7.3,306,/,canon,/,/,/
7373,5f3ba61f3fd5b671b2201124,www.canon-europe.com,ixus1000,1000,/,/,canonixus1000,4,10,0.0,0.0,,/,canon,/,/,/
7374,5f3ba61f3fd5b671b2201136,www.canon-europe.com,a710,710,/,/,canonpowershota710,4,6,0.0,0.0,,/,canon,/,/,/
7375,5f3ba61f3fd5b671b220113b,www.canon-europe.com,s95,95,/,/,canonpowershots95,4,3.8,9.9,5.8,193,/,canon,/,/,/
7376,5f3ba61f3fd5b671b220114f,www.canon-europe.com,a700,700,/,/,canonpowershota700,,6,0.0,0.0,,/,canon,/,/,/
7377,5f3ba61f3fd5b671b220115b,www.canon-europe.com,ixus55,55,/,/,canondigitalixus55,4.0,3,0.0,0.0,,/,canon,/,/,/
7378,5f3ba61f3fd5b671b220115f,www.canon-europe.com,ixus750,750,/,/,canondigitalixus750,4.0,3,8.9,5.7,170,/,canon,/,/,/
7379,5f3ba61f3fd5b671b2201170,www.canon-europe.com,ixus,-2,/,/,canonixus,3.2,2,8.5,5.6,165,/,canon,/,/,/
7380,5f3ba61f3fd5b671b220117b,www.canon-europe.com,sx260,260,/,/,canonpowershotsx260,4.0,20,10.6,6.1,231,/,canon,/,/,/
7381,5f3ba61f3fd5b671b2201184,www.canon-europe.com,ixus230,230,/,/,canonixus230,4,8,9.5,5.6,140,/,canon,/,/,/
7382,5f3ba61f3fd5b671b2201193,www.canon-europe.com,g11,11,/,/,canonpowershotg11,4,5,11.2,7.6,401,/,canon,/,/,/
7383,5f3ba61f3fd5b671b2201198,www.canon-europe.com,sx280,280,/,/,canonpowershotsx280,4.0,20,10.6,6.2,233,/,canon,/,/,/
7384,5f3ba61f3fd5b671b22011aa,www.canon-europe.com,sx230,230,/,/,canonpowershotsx230,4.0,14,10.5,6.1,223,/,canon,/,/,/
7385,5f3ba61f3fd5b671b22011ad,www.canon-europe.com,g15,15,/,/,canonpowershotg15,4,5,10.6,7.5,352,/,canon,/,/,/
9092,5f3ba61f3fd5b671b220110f,www.canon-europe.com,ixus210,210,/,/,canonixus210,4,5,9.9,5.5,160,/,canon,/,/,/
9093,5f3ba61f3fd5b671b2201113,www.canon-europe.com,a560,560,/,/,canonpowershota560,4,4,0.0,0.0,,/,canon,/,/,/
9094,5f3ba61f3fd5b671b2201129,www.canon-europe.com,g16,16,/,/,canonpowershotg16,4,5,10.8,7.5,356,/,canon,/,/,/
9095,5f3ba61f3fd5b671b220112e,www.canon-europe.com,ixus,-2,/,/,canonixus,3.2,2,8.5,5.6,165,/,canon,/,/,/
9096,5f3ba61f3fd5b671b2201132,www.canon-europe.com,sx20,20,/,/,canonpowershotsx20,4,20,12.4,8.8,647,/,canon,/,/,/
9097,5f3ba61f3fd5b671b2201153,www.canon-europe.com,sx30,30,/,/,canonpowershotsx30,4,35,12.2,9.2,601,/,canon,/,/,/
9098,5f3ba61f3fd5b671b2201160,www.canon-europe.com,ixus125,125,/,/,canonixus125,4,5,9.3,5.7,135,/,canon,/,/,/
9099,5f3ba61f3fd5b671b2201164,www.canon-europe.com,a570,570,/,/,canonpowershota570,4,4,0.0,0.0,,/,canon,/,/,/
9100,5f3ba61f3fd5b671b220116a,www.canon-europe.com,ixus430,430,/,/,canondigitalixus430,3.6,3,8.7,5.7,185,/,canon,/,/,/
9101,5f3ba61f3fd5b671b2201179,www.canon-europe.com,a470,470,/,/,canonpowershota470,4,3.4,0.0,0.0,,/,canon,/,/,/
9102,5f3ba61f3fd5b671b2201180,www.canon-europe.com,a3500,3500,/,/,canonpowershota3500,4,5,9.7,5.6,135,/,canon,/,/,/
9103,5f3ba61f3fd5b671b2201189,www.canon-europe.com,i7,7,/,/,canondigitalixusi7,4,2.4,9.6,4.5,105,/,canon,/,/,/
9104,5f3ba61f3fd5b671b2201199,www.canon-europe.com,a530,530,/,/,canonpowershota530,4,4,0.0,0.0,,/,canon,/,/,/
10870,5f3ba61f3fd5b671b220110c,www.canon-europe.com,g10,10,/,/,canonpowershotg10,4,5,0.0,0.0,,/,canon,/,/,/
10871,5f3ba61f3fd5b671b220110e,www.canon-europe.com,ixus90,90,/,/,canondigitalixus90,4,3,0.0,0.0,,/,canon,/,/,/
10872,5f3ba61f3fd5b671b220111b,www.canon-europe.com,s60,60,/,/,canonpowershots60,4.1,3.6,0.0,0.0,,/,canon,/,/,/
10873,5f3ba61f3fd5b671b220112d,www.canon-europe.com,a520,520,/,/,canonpowershota520,3.6,4,0.0,0.0,,/,canon,/,/,/
10874,5f3ba61f3fd5b671b2201138,www.canon-europe.com,s70,70,/,/,canonpowershots70,4.1,3.6,0.0,0.0,,/,canon,/,/,/
10875,5f3ba61f3fd5b671b2201146,www.canon-europe.com,ixus500,500,/,/,canonixus500,4,12,8.7,5.3,155,/,canon,/,/,/
10876,5f3ba61f3fd5b671b2201154,www.canon-europe.com,ixus100,100,/,/,canondigitalixus100,4,3,8.7,5.4,133,/,canon,/,/,/
10877,5f3ba61f3fd5b671b2201157,www.canon-europe.com,a1400,1400,/,/,canonpowershota1400,4,5,9.4,6.1,174,/,canon,/,/,/
10878,5f3ba61f3fd5b671b2201161,www.canon-europe.com,ixus900,900,/,/,canondigitalixus900,4,3,0.0,0.0,,/,canon,/,/,/
10879,5f3ba61f3fd5b671b220116b,www.canon-europe.com,a480,480,/,/,canonpowershota480,4,3.3,9.2,6.2,187,/,canon,/,/,/
10880,5f3ba61f3fd5b671b2201182,www.canon-europe.com,d20,20,/,/,canonpowershotd20,4.0,5,11.2,7.0,228,/,canon,/,/,/
10881,5f3ba61f3fd5b671b2201192,www.canon-europe.com,a2200,2200,/,/,canonpowershota2200,4,4,9.3,5.7,135,/,canon,/,/,/
12642,5f3ba61f3fd5b671b2201119,www.canon-europe.com,a550,550,/,/,canonpowershota550,4,4,0.0,0.0,,/,canon,/,/,/
12643,5f3ba61f3fd5b671b2201120,www.canon-europe.com,a1300,1300,/,/,canonpowershota1300,4,5,9.4,6.1,174,/,canon,/,/,/
12644,5f3ba61f3fd5b671b2201123,www.canon-europe.com,g3,3,/,/,canonpowershotg3,3.6,4,0.0,0.0,,/,canon,/,/,/
12645,5f3ba61f3fd5b671b2201133,www.canon-europe.com,sx200,200,/,/,canonpowershotsx200,4,12,10.3,6.0,247,/,canon,/,/,/
12646,5f3ba61f3fd5b671b2201139,www.canon-europe.com,ixus220,220,/,/,canonixus220,4,5,9.2,5.5,141,/,canon,/,/,/
12647,5f3ba61f3fd5b671b220113e,www.canon-europe.com,ixus60,60,/,/,canondigitalixus60,4.0,3,0.0,0.0,,/,canon,/,/,/
12648,5f3ba61f3fd5b671b2201141,www.canon-europe.com,sx100,100,/,/,canonpowershotsx100,4,10,0.0,0.0,,/,canon,/,/,/
12649,5f3ba61f3fd5b671b220114b,www.canon-europe.com,ixus,,/,/,canondigitalixus,5.7,,0.0,0.0,,/,canon,/,/,/
12650,5f3ba61f3fd5b671b220114d,www.canon-europe.com,a630,630,/,/,canonpowershota630,4,4,0.0,0.0,,/,canon,/,/,/
12651,5f3ba61f3fd5b671b2201150,www.canon-europe.com,ixus40,40,/,/,canondigitalixus40,3.6,3,0.0,0.0,,/,canon,/,/,/
12652,5f3ba61f3fd5b671b2201183,www.canon-europe.com,a800,800,/,/,canonpowershota800,4,3.3,9.4,6.1,186,/,canon,/,/,/
12653,5f3ba61f3fd5b671b2201185,www.canon-europe.com,a460,460,/,/,canonpowershota460,4,4,0.0,0.0,,/,canon,/,/,/
12654,5f3ba61f3fd5b671b220118e,www.canon-europe.com,s120,120,/,/,canonpowershots120,4,5,10.0,5.9,217,/,canon,/,/,/
12655,5f3ba61f3fd5b671b2201195,www.canon-europe.com,sx210,210,/,/,canonpowershotsx210,4,14,10.5,5.9,215,/,canon,/,/,/
12656,5f3ba61f3fd5b671b2201197,www.canon-europe.com,ixus255,255,/,/,canonixus255,4,10,9.7,5.6,144,/,canon,/,/,/
12657,5f3ba61f3fd5b671b220119d,www.canon-europe.com,s2,2,/,/,canonpowershots2,4,12,0.0,0.0,,/,canon,/,/,/
12658,5f3ba61f3fd5b671b22011a6,www.canon-europe.com,s110,110,/,/,canonpowershots110,4,5,9.8,5.9,198,/,canon,/,/,/
12659,5f3ba61f3fd5b671b22011ab,www.canon-europe.com,s3,3,/,/,canonpowershots3,4.0,12,0.0,0.0,410,/,canon,/,/,/
14401,5f3ba61f3fd5b671b220111c,www.canon-europe.com,a1100,1100,/,/,canonpowershota1100,4,4,0.0,0.0,,/,canon,/,/,/
14402,5f3ba61f3fd5b671b2201125,www.canon-europe.com,a2300,2300,/,/,canonpowershota2300,4,5,9.4,5.4,125,/,canon,/,/,/
14403,5f3ba61f3fd5b671b2201128,www.canon-europe.com,ixus300,300,/,/,canonixus300,4,3.8,10.0,5.4,175,/,canon,/,/,/
14404,5f3ba61f3fd5b671b2201145,www.canon-europe.com,e1,1,/,/,canonpowershote1,4,4,0.0,0.0,,/,canon,/,/,/
14405,5f3ba61f3fd5b671b2201148,www.canon-europe.com,ixus960,960,/,/,canondigitalixus960,4,3.7,9.5,5.9,165,/,canon,/,/,/
14406,5f3ba61f3fd5b671b220114a,www.canon-europe.com,a60,60,/,/,canonpowershota60,2.5,3,10.1,6.4,215,/,canon,/,/,/
14407,5f3ba61f3fd5b671b220114e,www.canon-europe.com,s80,80,/,/,canonpowershots80,4.0,3.6,10.4,5.7,225,/,canon,/,/,/
14408,5f3ba61f3fd5b671b2201166,www.canon-europe.com,a650,650,/,/,canonpowershota650,4,6,0.0,0.0,,/,canon,/,/,/
14409,5f3ba61f3fd5b671b2201171,www.canon-europe.com,g6,6,/,/,canonpowershotg6,4.1,4,0.0,0.0,,/,canon,/,/,/
14410,5f3ba61f3fd5b671b2201173,www.canon-europe.com,a300,300,/,/,canonpowershota300,5.1,,11.0,5.8,175,/,canon,/,/,/
14411,5f3ba61f3fd5b671b2201181,www.canon-europe.com,a3100,3100,/,/,canonpowershota3100,4,4,9.7,5.8,155,/,canon,/,/,/
14412,5f3ba61f3fd5b671b2201194,www.canon-europe.com,sx10,10,/,/,canonpowershotsx10,4,20,0.0,0.0,,/,canon,/,/,/
14413,5f3ba61f3fd5b671b220119a,www.canon-europe.com,a2500,2500,/,/,canonpowershota2500,4,5,9.7,5.6,125,/,canon,/,/,/
14414,5f3ba61f3fd5b671b22011a3,www.canon-europe.com,sx110,110,/,/,canonpowershotsx110,4,10,11.0,7.0,245,/,canon,/,/,/
14415,5f3ba61f3fd5b671b22011a5,www.canon-europe.com,sx500,500,/,/,canonpowershotsx500,4,30,10.4,6.9,341,/,canon,/,/,/
16118,5f3ba61f3fd5b671b2201130,www.canon-europe.com,sx220,220.0,/,/,canonpowershotsx220,4.0,14,10.5,5.9,215,/,canon,/,/,/
16119,5f3ba61f3fd5b671b2201147,www.canon-europe.com,a3400,3400.0,/,/,canonpowershota3400,4,5,9.4,5.6,141,/,canon,/,/,/
16120,5f3ba61f3fd5b671b2201152,www.canon-europe.com,s100,100.0,/,/,canonpowershots100,4,5,9.8,5.9,198,/,canon,/,/,/
16121,5f3ba61f3fd5b671b220115d,www.canon-europe.com,ixus,,/,/,canondigitalixus,4.0,2.4,9.6,4.5,105,/,canon,/,/,/
16122,5f3ba61f3fd5b671b2201165,www.canon-europe.com,sx160,160.0,/,/,canonpowershotsx160,4,16,11.1,7.2,291,/,canon,/,/,/
16123,5f3ba61f3fd5b671b220118f,www.canon-europe.com,a75,75.0,/,/,canonpowershota75,3.2,3,0.0,0.0,,/,canon,/,/,/
16124,5f3ba61f3fd5b671b220119e,www.canon-europe.com,ixus95,95.0,/,/,canondigitalixus95,4,3,8.8,5.4,140,/,canon,/,/,/
16125,5f3ba61f3fd5b671b22011ac,www.canon-europe.com,ixus120,120.0,/,/,canondigitalixus120,4,4,8.9,5.4,140,/,canon,/,/,/
16126,5f3ba61f3fd5b671b22011ae,www.canon-europe.com,d10,10.0,/,/,canonpowershotd10,4,3,10.3,6.6,212,/,canon,/,/,/
17880,5f3ba61f3fd5b671b2201110,www.canon-europe.com,s90,90,/,/,canonpowershots90,4,3.8,10.0,5.8,198,/,canon,/,/,/
17881,5f3ba61f3fd5b671b2201116,www.canon-europe.com,a3000,3000,/,/,canonpowershota3000,4,4,9.7,5.8,155,/,canon,/,/,/
17882,5f3ba61f3fd5b671b220112a,www.canon-europe.com,a2600,2600,/,/,canonpowershota2600,4,5,9.7,5.6,135,/,canon,/,/,/
17883,5f3ba61f3fd5b671b220112c,www.canon-europe.com,pro1,1,/,/,canonpowershotpro1,3.2,7.0,0.0,0.0,,/,canon,/,/,/
17884,5f3ba61f3fd5b671b220113c,www.canon-europe.com,i5,5,/,/,canondigitalixusi5,6.5,,0.0,0.0,,/,canon,/,/,/
17885,5f3ba61f3fd5b671b220114c,www.canon-europe.com,a2000,2000,/,/,canonpowershota2000,4,6,0.0,0.0,,/,canon,/,/,/
17886,5f3ba61f3fd5b671b2201156,www.canon-europe.com,a70,70,/,/,canonpowershota70,3.2,3,10.1,6.4,215,/,canon,/,/,/
17887,5f3ba61f3fd5b671b220115e,www.canon-europe.com,a540,540,/,/,canonpowershota540,4,4,0.0,0.0,,/,canon,/,/,/
17888,5f3ba61f3fd5b671b220116c,www.canon-europe.com,g1,1,/,/,canonpowershotg1,4,4,11.6,8.0,534,/,canon,/,/,/
17889,5f3ba61f3fd5b671b2201175,www.canon-europe.com,s1,1,/,/,canonpowershots1,3.2,10,0.0,0.0,,/,canon,/,/,/
17890,5f3ba61f3fd5b671b2201176,www.canon-europe.com,ixus990,990,/,/,canonixus990,4,5,0.0,0.0,,/,canon,/,/,/
17891,5f3ba61f3fd5b671b220117a,www.canon-europe.com,g9,9,/,/,canonpowershotg9,4,6,0.0,0.0,,/,canon,/,/,/
17892,5f3ba61f3fd5b671b220117f,www.canon-europe.com,sx270,270,/,/,canonpowershotsx270,4.0,20,10.6,6.1,227,/,canon,/,/,/
19631,5f3ba61f3fd5b671b2201122,www.canon-europe.com,ixus870,870,/,/,canondigitalixus870,4,4,0.0,0.0,,/,canon,/,/,/
19632,5f3ba61f3fd5b671b2201127,www.canon-europe.com,ixus400,400,/,/,canondigitalixus400,3.6,3,8.7,5.7,185,/,canon,/,/,/
19633,5f3ba61f3fd5b671b2201131,www.canon-europe.com,a310,310,/,/,canonpowershota310,5.1,,0.0,0.0,,/,canon,/,/,/
19634,5f3ba61f3fd5b671b220116f,www.canon-europe.com,ixus140,140,/,/,canonixus140,4,8,9.5,5.6,133,/,canon,/,/,/
19635,5f3ba61f3fd5b671b2201174,www.canon-europe.com,a1200,1200,/,/,canonpowershota1200,4,4,9.7,6.2,185,/,canon,/,/,/
19636,5f3ba61f3fd5b671b2201178,www.canon-europe.com,a580,580,/,/,canonpowershota580,4,4,0.0,0.0,,/,canon,/,/,/
19637,5f3ba61f3fd5b671b220117c,www.canon-europe.com,g7,7,/,/,canonpowershotg7,4,6,0.0,0.0,,/,canon,/,/,/
19638,5f3ba61f3fd5b671b220118b,www.canon-europe.com,a2100,2100,/,/,canonpowershota2100,4,6,0.0,0.0,,/,canon,/,/,/
19639,5f3ba61f3fd5b671b220118d,www.canon-europe.com,ixus110,110,/,/,canonixus110,4,4,0.0,0.0,,/,canon,/,/,/
19640,5f3ba61f3fd5b671b220119b,www.canon-europe.com,a3300,3300,/,/,canonpowershota3300,4,5,9.5,5.6,149,/,canon,/,/,/
19641,5f3ba61f3fd5b671b22011a7,www.canon-europe.com,d30,30,/,/,canonpowershotd30,4.0,5,10.9,6.8,218,/,canon,/,/,/
19642,5f3ba61f3fd5b671b22011a8,www.canon-europe.com,a590,590,/,/,canonpowershota590,4,4,0.0,0.0,,/,canon,/,/,/
