,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list,famer_resolution_from,famer_resolution_to,famer_megapixel
12372,5f3ba61e3fd5b671b2200526,www.camerafarm.com.au,s2800,2800,/,/,nikoncoolpixs2800,/,/,0.0,0.0,,,nikon,/,/,/
12373,5f3ba61e3fd5b671b220052a,www.camerafarm.com.au,g7x,7,/,/,canong7x,/,/,0.0,0.0,,,canon,/,/,/
12374,5f3ba61e3fd5b671b220052c,www.camerafarm.com.au,w830,830,/,/,sonycybershotw830,/,/,0.0,0.0,,,sony,/,/,/
12375,5f3ba61e3fd5b671b2200530,www.camerafarm.com.au,sx400isbk,400,/,/,canonsx400isbk,/,/,0.0,0.0,,,canon,/,/,/
12376,5f3ba61e3fd5b671b2200539,www.camerafarm.com.au,j2,2,/,/,nikon1j2,/,/,0.0,0.0,,CMOS,nikon,/,/,/
12377,5f3ba61e3fd5b671b220053b,www.camerafarm.com.au,p340,340,/,/,nikoncoolpixp340,/,/,0.0,0.0,,,nikon,/,/,/
12378,5f3ba61e3fd5b671b2200541,www.camerafarm.com.au,aw1,1,/,/,nikon1aw1,/,/,0.0,0.0,,CMOS,nikon,/,/,/
12379,5f3ba61e3fd5b671b2200547,www.camerafarm.com.au,dscw710p,710,/,/,sonydscw710p,/,/,0.0,0.0,,,sony,/,/,/
12380,5f3ba61e3fd5b671b220054a,www.camerafarm.com.au,xz2,2,/,/,olympusxz2,/,/,0.0,0.0,,,olympus,/,/,/
12381,5f3ba61e3fd5b671b220054c,www.camerafarm.com.au,60d,60,/,/,canoneos60d,/,/,0.0,0.0,,,canon,/,/,/
12382,5f3ba61e3fd5b671b2200552,www.camerafarm.com.au,d3100,3100,/,/,nikond3100,/,/,0.0,0.0,,,nikon,/,/,/
14164,5f3ba61e3fd5b671b220050a,www.camerafarm.com.au,sx60hs,60,/,/,canonsx60hs,/,/,0.0,0.0,,,canon,/,/,/
14165,5f3ba61e3fd5b671b220050e,www.camerafarm.com.au,d3100,3100,/,/,nikond3100,/,/,0.0,0.0,,,nikon,/,/,/
14166,5f3ba61e3fd5b671b2200510,www.camerafarm.com.au,l830,830,/,/,nikoncoolpixl830,/,/,0.0,0.0,,,nikon,/,/,/
14167,5f3ba61e3fd5b671b2200512,www.camerafarm.com.au,60d,60,/,/,canoneos60d,/,/,0.0,0.0,,,canon,/,/,/
14168,5f3ba61e3fd5b671b2200528,www.camerafarm.com.au,rx100,100-3,/,/,sonycybershotrx100,/,/,0.0,0.0,,,sony,/,/,/
14169,5f3ba61e3fd5b671b220052e,www.camerafarm.com.au,d3100,3100,/,/,nikond3100,/,/,0.0,0.0,,,nikon,/,/,/
14170,5f3ba61e3fd5b671b220053a,www.camerafarm.com.au,sx40hs,40,/,/,canonsx40hs,/,/,0.0,0.0,,,canon,/,/,/
14171,5f3ba61e3fd5b671b220054e,www.camerafarm.com.au,nx300,300,/,/,samsungnx300,/,/,0.0,0.0,,CMOS,samsung,/,/,/
15889,5f3ba61e3fd5b671b22004ea,www.camerafarm.com.au,dscw810,810.0,/,/,sonydscw810,/,/,0.0,0.0,,,sony,/,/,/
15890,5f3ba61e3fd5b671b22004f2,www.camerafarm.com.au,j3,3.0,/,/,nikon1j3,/,/,0.0,0.0,,CMOS,nikon,/,/,/
15891,5f3ba61e3fd5b671b22004f7,www.camerafarm.com.au,j2,2.0,/,/,nikon1j2,/,/,0.0,0.0,,CMOS,nikon,/,/,/
15892,5f3ba61e3fd5b671b22004fd,www.camerafarm.com.au,600d,600.0,/,/,canoneos600d,/,/,0.0,0.0,,,canon,/,/,/
15893,5f3ba61e3fd5b671b2200529,www.camerafarm.com.au,sx700hsr,700.0,/,/,canonsx700hsr,/,/,0.0,0.0,,,canon,/,/,/
15894,5f3ba61e3fd5b671b2200549,www.camerafarm.com.au,s9700,9700.0,/,/,nikoncoolpixs9700,/,/,0.0,0.0,,,nikon,/,/,/
15895,5f3ba61e3fd5b671b220054f,www.camerafarm.com.au,aw1,1.0,/,/,nikon1aw1,/,/,0.0,0.0,,CMOS,nikon,/,/,/
17624,5f3ba61e3fd5b671b22004df,www.camerafarm.com.au,sx700,700,/,/,canonpowershotsx700,/,/,0.0,0.0,,,canon,/,/,/
17625,5f3ba61e3fd5b671b22004e2,www.camerafarm.com.au,s6800,6800,/,/,nikoncoolpixs6800,/,/,0.0,0.0,,,nikon,/,/,/
17626,5f3ba61e3fd5b671b22004e7,www.camerafarm.com.au,st600,600,/,/,samsungst600,/,/,0.0,0.0,147.2,,samsung,/,/,/
17627,5f3ba61e3fd5b671b22004ec,www.camerafarm.com.au,l830,830,/,/,nikoncoolpixl830,/,/,0.0,0.0,,,nikon,/,/,/
17628,5f3ba61e3fd5b671b22004ee,www.camerafarm.com.au,xz10,10,/,/,olympusxz10,/,/,0.0,0.0,,,olympus,/,/,/
17629,5f3ba61e3fd5b671b22004ef,www.camerafarm.com.au,s32,32,/,/,nikoncoolpixs32,/,/,0.0,0.0,,,nikon,/,/,/
17630,5f3ba61e3fd5b671b2200506,www.camerafarm.com.au,s3600,3600,/,/,nikoncoolpixs3600,/,/,0.0,0.0,,,nikon,/,/,/
17631,5f3ba61e3fd5b671b2200515,www.camerafarm.com.au,aw120,120,/,/,nikoncoolpixaw120,/,/,0.0,0.0,,,nikon,/,/,/
17632,5f3ba61e3fd5b671b220051b,www.camerafarm.com.au,s2800,2800,/,/,nikoncoolpixs2800,/,/,0.0,0.0,,,nikon,/,/,/
17633,5f3ba61e3fd5b671b220051e,www.camerafarm.com.au,d5100,5100,/,/,nikond5100,/,/,0.0,0.0,560,CMOS,nikon,/,/,/
17634,5f3ba61e3fd5b671b220053d,www.camerafarm.com.au,s6800,6800,/,/,nikoncoolpixs6800,/,/,0.0,0.0,,,nikon,/,/,/
17635,5f3ba61e3fd5b671b220053f,www.camerafarm.com.au,em5,5,/,/,olympusomdem5,/,/,12.1,8.9,425,LiveMOS,olympus,/,/,/
17636,5f3ba61e3fd5b671b2200544,www.camerafarm.com.au,p530,530,/,/,nikoncoolpixp530,/,/,0.0,0.0,,,nikon,/,/,/
19388,5f3ba61e3fd5b671b22004dc,www.camerafarm.com.au,s200bk,200,/,/,canons200bk,/,/,0.0,0.0,,,canon,/,/,/
19389,5f3ba61e3fd5b671b22004de,www.camerafarm.com.au,dscw810,810,/,/,sonydscw810,/,/,0.0,0.0,,,sony,/,/,/
19390,5f3ba61e3fd5b671b22004e8,www.camerafarm.com.au,d7000,7000,/,/,nikond7000,/,/,0.0,0.0,,,nikon,/,/,/
19391,5f3ba61e3fd5b671b22004f5,www.camerafarm.com.au,d7000,7000,/,/,nikond7000,/,/,0.0,0.0,,,nikon,/,/,/
19392,5f3ba61e3fd5b671b22004fc,www.camerafarm.com.au,j3,3,/,/,nikon1j3,/,/,0.0,0.0,,CMOS,nikon,/,/,/
19393,5f3ba61e3fd5b671b2200508,www.camerafarm.com.au,l29,29,/,/,nikoncoolpixl29,/,/,0.0,0.0,,,nikon,/,/,/
19394,5f3ba61e3fd5b671b2200516,www.camerafarm.com.au,s3600,3600,/,/,nikoncoolpixs3600,/,/,0.0,0.0,,,nikon,/,/,/
19395,5f3ba61e3fd5b671b220051a,www.camerafarm.com.au,j2,2,/,/,nikon1j2,/,/,0.0,0.0,,CMOS,nikon,/,/,/
19396,5f3ba61e3fd5b671b2200520,www.camerafarm.com.au,j3,3,/,/,nikon1j3,/,/,0.0,0.0,,CMOS,nikon,/,/,/
19397,5f3ba61e3fd5b671b2200521,www.camerafarm.com.au,1100d,1100,/,/,canoneos1100d,/,/,0.0,0.0,,,canon,/,/,/
19398,5f3ba61e3fd5b671b220052b,www.camerafarm.com.au,aw120,120,/,/,nikoncoolpixaw120,/,/,0.0,0.0,,,nikon,/,/,/
19399,5f3ba61e3fd5b671b220053c,www.camerafarm.com.au,g1,1,/,/,canonpowershotg1,/,/,0.0,0.0,,,canon,/,/,/
