,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
267,5f3ba61f3fd5b671b2200cc7,www.pricedekho.com,s31,/,/,/,nikoncoolpixs31,,,,,,,nikon
268,5f3ba61f3fd5b671b2200cd5,www.pricedekho.com,wb50f,/,/,/,samsungsmartwb50f,2,12,,,157,CCD ,samsung
269,5f3ba61f3fd5b671b2200cda,www.pricedekho.com,a1200,/,/,/,canonpowershota1200,4,16,,,185,CCD ,canon
270,5f3ba61f3fd5b671b2200d00,www.pricedekho.com,dscw690,/,/,/,sonycybershotdscw690,40,10,,,124,Super HAD CCD ,sony
271,5f3ba61f3fd5b671b2200d0b,www.pricedekho.com,slta37k,/,/,/,sonyalphaslta37k,,,,,,Exmor CMOS ,sony
272,5f3ba61f3fd5b671b2200d14,www.pricedekho.com,700d,/,/,/,canoneos700d,,,,,525,CMOS ,canon
273,5f3ba61f3fd5b671b2200d17,www.pricedekho.com,70d,/,/,/,canoneos70d,,,,,675,CMOS ,canon
1986,5f3ba61f3fd5b671b2200bc2,www.pricedekho.com,1100d,/,/,/,canoneos1100d,,,,,,,canon
1987,5f3ba61f3fd5b671b2200bc6,www.pricedekho.com,dmcfh5,/,/,/,panasoniclumixdmcfh5,4,4,9.74,5.8,104,CCD ,panasonic
1988,5f3ba61f3fd5b671b2200bcc,www.pricedekho.com,s800c,/,/,/,nikoncoolpixs800c,4,10,,,184,CMOS ,nikon
1989,5f3ba61f3fd5b671b2200bdb,www.pricedekho.com,ixus500,/,/,/,canonixus500,,12,,,135,CMOS ,canon
1990,5f3ba61f3fd5b671b2200bec,www.pricedekho.com,ixus255,/,/,/,canonixus255,4,10,,,144,CMOS ,canon
1991,5f3ba61f3fd5b671b2200bf9,www.pricedekho.com,sx170,/,/,/,canonpowershotsx170,,16,,,228,CCD ,canon
1992,5f3ba61f3fd5b671b2200c0d,www.pricedekho.com,v1,/,/,/,nikon1v1,,,,,,CMOS ,nikon
1993,5f3ba61f3fd5b671b2200c13,www.pricedekho.com,mirrorless,/,/,/,nikonmirrorlesscamera,,,,,,,nikon
1994,5f3ba61f3fd5b671b2200c14,www.pricedekho.com,d800,/,/,/,nikond800,,,,,900,CMOS ,nikon
1995,5f3ba61f3fd5b671b2200c27,www.pricedekho.com,dmcsz1,/,/,/,panasoniclumixdmcsz1,4,10,,,131,CCD ,panasonic
1996,5f3ba61f3fd5b671b2200c29,www.pricedekho.com,l820,/,/,/,nikoncoolpixl820,4,30,,,470,CMOS ,nikon
1997,5f3ba61f3fd5b671b2200c3a,www.pricedekho.com,dmcs1,/,/,/,panasoniclumixdmcs1,4,4,,,117,CCD ,panasonic
1998,5f3ba61f3fd5b671b2200c43,www.pricedekho.com,dschx400v,/,/,/,sonycybershotdschx400v,,50,,,660,CMOS ,sony
1999,5f3ba61f3fd5b671b2200c44,www.pricedekho.com,d5200,/,/,/,nikond5200,,,,,555,CMOS ,nikon
2000,5f3ba61f3fd5b671b2200c47,www.pricedekho.com,s3300,/,/,/,nikoncoolpixs3300,,,,,,,nikon
2001,5f3ba61f3fd5b671b2200c4c,www.pricedekho.com,f900exr,/,/,/,fujifilmfinepixf900exr,2,20,,,,,fujifilm
2002,5f3ba61f3fd5b671b2200c55,www.pricedekho.com,dschx20v,/,/,/,sonycybershotdschx20v,80,20,,,,Exmor R CMOS ,sony
2003,5f3ba61f3fd5b671b2200c5f,www.pricedekho.com,ixus135,/,/,/,canonixus135,4,8,13.309999999999999,9.95,118,CCD ,canon
2004,5f3ba61f3fd5b671b2200c68,www.pricedekho.com,s02,/,/,/,nikoncoolpixs02,4,3,7.709999999999999,5.13,100,CMOS ,nikon
2005,5f3ba61f3fd5b671b2200c70,www.pricedekho.com,s3300,/,/,/,nikoncoolpixs3300,4,6,,,128,CCD ,nikon
2006,5f3ba61f3fd5b671b2200c76,www.pricedekho.com,wb35f,/,/,/,samsungwb35f,,,10.09,6.12,144,CCD ,samsung
2007,5f3ba61f3fd5b671b2200c7f,www.pricedekho.com,wb700,/,/,/,samsungwb700,4,18,,,,CCD ,samsung
2008,5f3ba61f3fd5b671b2200c90,www.pricedekho.com,dmcls6,/,/,/,panasoniclumixdmcls6,4,5,,,125,CCD ,panasonic
2009,5f3ba61f3fd5b671b2200cb3,www.pricedekho.com,f500exr,/,/,/,fujifilmfinepixf500exr,5,15,,,,CMOS ,fujifilm
2010,5f3ba61f3fd5b671b2200cb8,www.pricedekho.com,dmcfx80,/,/,/,panasoniclumixdmcfx80,4,5,,,114,CCD ,panasonic
2011,5f3ba61f3fd5b671b2200cc1,www.pricedekho.com,ax500,/,/,/,fujifilmfinepixax500,6.7,5,11.7,3.47,119,CCD ,fujifilm
2012,5f3ba61f3fd5b671b2200cc2,www.pricedekho.com,j1,/,/,/,nikon1j1,,,,,234,CMOS ,nikon
2013,5f3ba61f3fd5b671b2200cdc,www.pricedekho.com,p300,/,/,/,nikoncoolpixp300,2,4,,,189,BSI CMOS ,nikon
2014,5f3ba61f3fd5b671b2200ce6,www.pricedekho.com,1000d,/,/,/,canoneos1000d,,,,,450,CMOS ,canon
2015,5f3ba61f3fd5b671b2200d07,www.pricedekho.com,5d,/,/,/,canoneos5d,,,,,860,CMOS ,canon
2016,5f3ba61f3fd5b671b2200d0e,www.pricedekho.com,700d,/,/,/,canoneos700d,,,,,,CMOS ,canon
2017,5f3ba61f3fd5b671b2200d10,www.pricedekho.com,mini25,/,/,/,fujifilminstaxmini25,,,,,,,fujifilm
2018,5f3ba61f3fd5b671b2200d16,www.pricedekho.com,5d,/,/,/,canoneos5d,,,,,,CMOS ,canon
3786,5f3ba61f3fd5b671b2200bb8,www.pricedekho.com,s2800,/,/,/,nikoncoolpixs2800,4,5,,,,CCD ,nikon
3787,5f3ba61f3fd5b671b2200bba,www.pricedekho.com,sx50,/,/,/,canonpowershotsx50,4,50,,,,CMOS ,canon
3788,5f3ba61f3fd5b671b2200bc8,www.pricedekho.com,ax300,/,/,/,fujifilmfinepixax300,6.7,5,11.7,3.47,168,CCD ,fujifilm
3789,5f3ba61f3fd5b671b2200bce,www.pricedekho.com,650d,/,/,/,canoneos650d,,,,,575,CMOS ,canon
3790,5f3ba61f3fd5b671b2200bd4,www.pricedekho.com,dscwx200,/,/,/,sonycybershotdscwx200,40,10,13.55,10.65,121,Exmor R CMOS ,sony
3791,5f3ba61f3fd5b671b2200bdc,www.pricedekho.com,dscs5000,/,/,/,sonycybershotdscs5000,4,5,,,125,CCD ,sony
3792,5f3ba61f3fd5b671b2200be7,www.pricedekho.com,dscw730,/,/,/,sonycybershotdscw730,32,8,9.309999999999999,5.25,122,CCD ,sony
3793,5f3ba61f3fd5b671b2200bf4,www.pricedekho.com,sx130,/,/,/,canonpowershotsx130,4,12,,,308,CCD ,canon
3794,5f3ba61f3fd5b671b2200bfb,www.pricedekho.com,l30,/,/,/,nikoncoolpixl30,4,5,9.540000000000001,6.029999999999999,164,CCD ,nikon
3795,5f3ba61f3fd5b671b2200c03,www.pricedekho.com,g1x,/,/,/,canonpowershotg1x,4,4,,,,CMOS ,canon
3796,5f3ba61f3fd5b671b2200c06,www.pricedekho.com,500d,/,/,/,canoneos500d,,,,,,CMOS ,canon
3797,5f3ba61f3fd5b671b2200c08,www.pricedekho.com,s3600,/,/,/,nikoncoolpixs3600,4,16,,,125,CCD ,nikon
3798,5f3ba61f3fd5b671b2200c0a,www.pricedekho.com,f80exr,/,/,/,fujifilmfinepixf80exr,4,10,,,210,CCD ,fujifilm
3799,5f3ba61f3fd5b671b2200c0c,www.pricedekho.com,l610,/,/,/,nikoncoolpixl610,2,14,,,240,CMOS ,nikon
3800,5f3ba61f3fd5b671b2200c20,www.pricedekho.com,f550exr,/,/,/,fujifilmfinepixf550exr,5,15,,,195,EXR CMOS ,fujifilm
3801,5f3ba61f3fd5b671b2200c39,www.pricedekho.com,p520,/,/,/,nikoncoolpixp520,2,42,,,,CMOS ,nikon
3802,5f3ba61f3fd5b671b2200c3d,www.pricedekho.com,60d,/,/,/,canoneos60d,1,,,,755,CMOS ,canon
3803,5f3ba61f3fd5b671b2200c42,www.pricedekho.com,ls465,/,/,/,pentaxoptiols465,7.2,5,10.1,4.65,122,CCD ,pentax
3804,5f3ba61f3fd5b671b2200c46,www.pricedekho.com,s8100,/,/,/,nikoncoolpixs8100,4,10,,,184,BSI CMOS ,nikon
3805,5f3ba61f3fd5b671b2200c61,www.pricedekho.com,st6500,/,/,/,samsungst6500,5,25,,,,CCD ,samsung
3806,5f3ba61f3fd5b671b2200c62,www.pricedekho.com,dsch100,/,/,/,sonydsch100,,,,,,Super HAD CCD ,sony
3807,5f3ba61f3fd5b671b2200c67,www.pricedekho.com,s5200,/,/,/,nikoncoolpixs5200,4,6,,,146,CMOS ,nikon
3808,5f3ba61f3fd5b671b2200c79,www.pricedekho.com,zs12,/,/,/,casioexilimexzs12,4,5,,,,,casio
3809,5f3ba61f3fd5b671b2200c81,www.pricedekho.com,d200,/,/,/,nikond200,,,,,830,CCD ,nikon
3810,5f3ba61f3fd5b671b2200c85,www.pricedekho.com,p340,/,/,/,nikoncoolpixp340,4,5,,,194,BSI CMOS ,nikon
3811,5f3ba61f3fd5b671b2200c91,www.pricedekho.com,sh100,/,/,/,samsungsh100,5,5,,,,CCD ,samsung
3812,5f3ba61f3fd5b671b2200c92,www.pricedekho.com,a3200,/,/,/,canonpowershota3200,4,5,,,,CCD ,canon
3813,5f3ba61f3fd5b671b2200c9b,www.pricedekho.com,550d,/,/,/,canoneos550d,10,15,,,475,CMOS ,canon
3814,5f3ba61f3fd5b671b2200cb6,www.pricedekho.com,qx10,/,/,/,sonycybershotqx10,,10,,,105,CMOS ,sony
3815,5f3ba61f3fd5b671b2200cce,www.pricedekho.com,dscwx150,/,/,/,sonycybershotdscwx150,40,10,,,,Exmor R CMOS ,sony
3816,5f3ba61f3fd5b671b2200cf1,www.pricedekho.com,jx500,/,/,/,fujifilmfinepixjx500,6.7,5,,,,CCD ,fujifilm
3817,5f3ba61f3fd5b671b2200cf4,www.pricedekho.com,nx1000,/,/,/,samsungnx1000,,,,,222,CMOS ,samsung
3818,5f3ba61f3fd5b671b2200cfb,www.pricedekho.com,ixus,/,/,/,canonixusdigital,,2,,,,Orientation ,canon
3819,5f3ba61f3fd5b671b2200d02,www.pricedekho.com,dscw730,/,/,/,sonycybershotdscw730,32,8,,,122,CCD ,sony
5546,5f3ba61f3fd5b671b2200bb4,www.pricedekho.com,s6800,/,/,/,fujifilmfinepixs6800,2,26,,,523,,fujifilm
5547,5f3ba61f3fd5b671b2200bbd,www.pricedekho.com,dmcfh1,/,/,/,panasoniclumixdmcfh1,4,5,,,,CCD ,panasonic
5548,5f3ba61f3fd5b671b2200bc9,www.pricedekho.com,s3500,/,/,/,nikoncoolpixs3500,4,7,,,129,CCD ,nikon
5549,5f3ba61f3fd5b671b2200bd2,www.pricedekho.com,s02,/,/,/,nikoncoolpixs02,4,3,7.709999999999999,5.13,100,CMOS ,nikon
5550,5f3ba61f3fd5b671b2200be1,www.pricedekho.com,s2600,/,/,/,nikoncoolpixs2600,4,5,11.99,8.32,121,CCD ,nikon
5551,5f3ba61f3fd5b671b2200c07,www.pricedekho.com,pl100,/,/,/,samsungpl100,3,3,,,111,CCD ,samsung
5552,5f3ba61f3fd5b671b2200c09,www.pricedekho.com,wb650,/,/,/,samsungwb650,,,,,,CCD ,samsung
5553,5f3ba61f3fd5b671b2200c1e,www.pricedekho.com,x20,/,/,/,fujifilmfinepixx20,2,4,,,,,fujifilm
5554,5f3ba61f3fd5b671b2200c26,www.pricedekho.com,st30,/,/,/,samsungst30,3.0,,,,,CCD ,samsung
5555,5f3ba61f3fd5b671b2200c36,www.pricedekho.com,e5,/,/,/,olympuse5,,,,,,,olympus
5556,5f3ba61f3fd5b671b2200c38,www.pricedekho.com,d5100,/,/,/,nikond5100,,,12.8,9.690000000000001,509,CMOS ,nikon
5557,5f3ba61f3fd5b671b2200c3f,www.pricedekho.com,es80,/,/,/,samsunges80,3,5,,,124,CCD ,samsung
5558,5f3ba61f3fd5b671b2200c4d,www.pricedekho.com,s4200,/,/,/,fujifilmfinepixs4200,,,,,,,fujifilm
5559,5f3ba61f3fd5b671b2200c50,www.pricedekho.com,a7r,/,/,/,sonya7r,,4,,,407,CMOS ,sony
5560,5f3ba61f3fd5b671b2200c52,www.pricedekho.com,qx100,/,/,/,sonycybershotqx100,,,,,,,sony
5561,5f3ba61f3fd5b671b2200c57,www.pricedekho.com,dmctz30,/,/,/,panasoniclumixdmctz30,4,20,,,184,MOS ,panasonic
5562,5f3ba61f3fd5b671b2200c58,www.pricedekho.com,dmcs2,/,/,/,panasoniclumixdmcs2,4,4,,,,CCD ,panasonic
5563,5f3ba61f3fd5b671b2200c71,www.pricedekho.com,a2300,/,/,/,canonpowershota2300,4,5,,,109,CCD ,canon
5564,5f3ba61f3fd5b671b2200c8b,www.pricedekho.com,wb100,/,/,/,samsungwb100,2,26,,,,CCD ,samsung
5565,5f3ba61f3fd5b671b2200c98,www.pricedekho.com,d7100,/,/,/,nikond7100,,,,,136,,nikon
5566,5f3ba61f3fd5b671b2200ca8,www.pricedekho.com,7d,/,/,/,canoneos7d,,,,,820,CMOS ,canon
5567,5f3ba61f3fd5b671b2200cab,www.pricedekho.com,c1035,/,/,/,benqc1035,5,3,,,,CCD ,benq
5568,5f3ba61f3fd5b671b2200caf,www.pricedekho.com,d300s,/,/,/,nikond300s,,,,,840,CMOS ,nikon
5569,5f3ba61f3fd5b671b2200cb4,www.pricedekho.com,dmcfp5,/,/,/,panasoniclumixdmcfp5,4,4,,,141,CCD ,panasonic
5570,5f3ba61f3fd5b671b2200cbb,www.pricedekho.com,s6200,/,/,/,nikoncoolpixs6200,4,10,,,,CCD ,nikon
5571,5f3ba61f3fd5b671b2200cbe,www.pricedekho.com,wb30f,/,/,/,samsungsmartwb30f,,,,,131,CCD ,samsung
5572,5f3ba61f3fd5b671b2200cc6,www.pricedekho.com,d5200,/,/,/,nikond5200,,,12.9,9.8,555,CMOS ,nikon
5573,5f3ba61f3fd5b671b2200cd1,www.pricedekho.com,a4000,/,/,/,canonpowershota4000,4,8,,,130,CCD ,canon
5574,5f3ba61f3fd5b671b2200cd3,www.pricedekho.com,aw120,/,/,/,nikoncoolpixaw120,4,5,,,213,CMOS ,nikon
5575,5f3ba61f3fd5b671b2200cde,www.pricedekho.com,a290,/,/,/,sonyalphaa290,,,,,452,CCD ,sony
5576,5f3ba61f3fd5b671b2200cdf,www.pricedekho.com,wb350f,/,/,/,samsungwb350f,21,4,,,,,samsung
5577,5f3ba61f3fd5b671b2200ceb,www.pricedekho.com,sz14,/,/,/,olympussz14,4,24,,,,CCD ,olympus
5578,5f3ba61f3fd5b671b2200cec,www.pricedekho.com,wb350f,/,/,/,samsungwb350f,21,4,,,,,samsung
5579,5f3ba61f3fd5b671b2200d11,www.pricedekho.com,dscwx50,/,/,/,sonycybershotdscwx50,20,5,,,101,Exmor R CMOS ,sony
5580,5f3ba61f3fd5b671b2200d1d,www.pricedekho.com,d4s,/,/,/,nikond4s,,,,,,CMOS ,nikon
5581,5f3ba61f3fd5b671b2200d20,www.pricedekho.com,s8500,/,/,/,fujifilmfinepixs8500,,,,,,CMOS ,fujifilm
7267,5f3ba61f3fd5b671b2200bca,www.pricedekho.com,dmcsz7,/,/,/,panasoniclumixdmcsz7,4,10,,,133,MOS ,panasonic
7268,5f3ba61f3fd5b671b2200bcb,www.pricedekho.com,slta58k,/,/,/,sonyalphaslta58k,,,,,,CMOS ,sony
7269,5f3ba61f3fd5b671b2200bcd,www.pricedekho.com,sz10,/,/,/,olympussz10,4,4,,,,CCD ,olympus
7270,5f3ba61f3fd5b671b2200be9,www.pricedekho.com,sx500,/,/,/,canonpowershotsx500,4,30,,,318,CCD ,canon
7271,5f3ba61f3fd5b671b2200bf8,www.pricedekho.com,dmcs3,/,/,/,panasoniclumixdmcs3,4,4,,,117,CCD ,panasonic
7272,5f3ba61f3fd5b671b2200bfa,www.pricedekho.com,dscw710,/,/,/,sonycybershotdscw710,,5,,,114,CCD ,sony
7273,5f3ba61f3fd5b671b2200c02,www.pricedekho.com,sd15,/,/,/,sigmasd15,,,,,680,CMOS ,sigma
7274,5f3ba61f3fd5b671b2200c0e,www.pricedekho.com,xf1,/,/,/,fujifilmfinepixxf1,.28,4,,,225,EXR CMOS ,fujifilm
7275,5f3ba61f3fd5b671b2200c17,www.pricedekho.com,60d,/,/,/,canoneos60d,,,,,,CMOS ,canon
7276,5f3ba61f3fd5b671b2200c25,www.pricedekho.com,d5300,/,/,/,nikond5300,,,,,,,nikon
7277,5f3ba61f3fd5b671b2200c2a,www.pricedekho.com,dmcsz1,/,/,/,panasoniclumixdmcsz1,,10,,,,,panasonic
7278,5f3ba61f3fd5b671b2200c32,www.pricedekho.com,sh25mr,/,/,/,olympussh25mr,4,12,,,208,CMOS ,olympus
7279,5f3ba61f3fd5b671b2200c48,www.pricedekho.com,slta77,/,/,/,sonyalphaslta77,,,,,,,sony
7280,5f3ba61f3fd5b671b2200c49,www.pricedekho.com,dmcgx1w,/,/,/,panasoniclumixdmcgx1w,4,,,,,Live MOS ,panasonic
7281,5f3ba61f3fd5b671b2200c4f,www.pricedekho.com,ixus510,/,/,/,canonixus510,4,12,,,142,CMOS ,canon
7282,5f3ba61f3fd5b671b2200c56,www.pricedekho.com,v750,/,/,/,panasonichcv750,,,,,,,panasonic
7283,5f3ba61f3fd5b671b2200c59,www.pricedekho.com,ft3,/,/,/,panasoniclumixdmcft3,4,4.6,,,,CCD ,panasonic
7284,5f3ba61f3fd5b671b2200c5e,www.pricedekho.com,s31,/,/,/,nikoncoolpixs31,4,3,,,,CCD ,nikon
7285,5f3ba61f3fd5b671b2200c69,www.pricedekho.com,sz16,/,/,/,olympusstylussz16,4,24,,,227,CMOS ,olympus
7286,5f3ba61f3fd5b671b2200c80,www.pricedekho.com,es90,/,/,/,samsunges90,3,5,,,120,CCD ,samsung
7287,5f3ba61f3fd5b671b2200c89,www.pricedekho.com,a77v,/,/,/,sonyslta77v,,,,,653,Exmor APS HD CMOS ,sony
7288,5f3ba61f3fd5b671b2200c8f,www.pricedekho.com,l330,/,/,/,nikoncoolpixl330,4,26,,,430,CCD ,nikon
7289,5f3ba61f3fd5b671b2200c96,www.pricedekho.com,vr350,/,/,/,olympusvr350,4,10,,,,CCD ,olympus
7290,5f3ba61f3fd5b671b2200cc4,www.pricedekho.com,tg310,/,/,/,olympustg310,4,3,,,155,CCD ,olympus
7291,5f3ba61f3fd5b671b2200ccf,www.pricedekho.com,s2980,/,/,/,fujifilmfinepixs2980,6.7,18,,,,CCD ,fujifilm
7292,5f3ba61f3fd5b671b2200cd2,www.pricedekho.com,dsch90,/,/,/,sonycybershotdsch90,64,16,,,,Super HAD CCD ,sony
7293,5f3ba61f3fd5b671b2200cd7,www.pricedekho.com,wb35f,/,/,/,samsungwb35f,,,10.09,6.12,144,CCD ,samsung
7294,5f3ba61f3fd5b671b2200ce0,www.pricedekho.com,s2500,/,/,/,nikoncoolpixs2500,4,4,,,117,CCD ,nikon
7295,5f3ba61f3fd5b671b2200ce1,www.pricedekho.com,g12,/,/,/,canonpowershotg12,4,5,,,401,CCD ,canon
7296,5f3ba61f3fd5b671b2200cf0,www.pricedekho.com,l26,/,/,/,nikoncoolpixl26,4,5,,,164,CCD ,nikon
7297,5f3ba61f3fd5b671b2200cf2,www.pricedekho.com,ixus240,/,/,/,canonixus240,4,5,,,130,BSI CMOS ,canon
7298,5f3ba61f3fd5b671b2200d21,www.pricedekho.com,a99v,/,/,/,sonyslta99v,,,,,733,CMOS ,sony
8977,5f3ba61f3fd5b671b2200bc3,www.pricedekho.com,sx120,/,/,/,canonpowershotsx120,40,10,,,,,canon
8978,5f3ba61f3fd5b671b2200bd3,www.pricedekho.com,ixus145,/,/,/,canonixus145,4,8,,,127,CCD ,canon
8979,5f3ba61f3fd5b671b2200bd8,www.pricedekho.com,s6300,/,/,/,nikoncoolpixs6300,,,,,,,nikon
8980,5f3ba61f3fd5b671b2200bde,www.pricedekho.com,hx9v,/,/,/,sonycybershotdschx9v,64,16,,,,CMOS ,sony
8981,5f3ba61f3fd5b671b2200be5,www.pricedekho.com,s6400,/,/,/,nikoncoolpixs6400,4,12,,,150,CMOS ,nikon
8982,5f3ba61f3fd5b671b2200beb,www.pricedekho.com,s95,/,/,/,canonpowershots95,4,3,,,195,CCD ,canon
8983,5f3ba61f3fd5b671b2200bed,www.pricedekho.com,6d,/,/,/,canoneos6d,,,,,755,,canon
8984,5f3ba61f3fd5b671b2200c01,www.pricedekho.com,s6000,/,/,/,nikoncoolpixs6000,2,7,,,,CCD ,nikon
8985,5f3ba61f3fd5b671b2200c2c,www.pricedekho.com,60d,/,/,/,canoneos60d,1.510,,,,675,CMOS ,canon
8986,5f3ba61f3fd5b671b2200c5a,www.pricedekho.com,1200d,/,/,/,canoneos1200d,,,14.26,10.4,435,,canon
8987,5f3ba61f3fd5b671b2200c5b,www.pricedekho.com,s3300,/,/,/,fujifilmfinepixs3300,6,26,,,540,CCD ,fujifilm
8988,5f3ba61f3fd5b671b2200c72,www.pricedekho.com,st90,/,/,/,samsungst90,25,5,,,105,CCD ,samsung
8989,5f3ba61f3fd5b671b2200c73,www.pricedekho.com,s5300,/,/,/,nikoncoolpixs5300,,8,,,138,CMOS ,nikon
8990,5f3ba61f3fd5b671b2200c87,www.pricedekho.com,1d,/,/,/,canoneos1d,,,,,,CMOS ,canon
8991,5f3ba61f3fd5b671b2200c8a,www.pricedekho.com,x10,/,/,/,fujifilmfinepixx10,,4,,,350,EXR CMOS ,fujifilm
8992,5f3ba61f3fd5b671b2200c9d,www.pricedekho.com,s8200,/,/,/,nikoncoolpixs8200,2,14,,,213,CMOS ,nikon
8993,5f3ba61f3fd5b671b2200ca0,www.pricedekho.com,dmcgf2,/,/,/,panasoniclumixdmcgf2,4,4,,,,,panasonic
8994,5f3ba61f3fd5b671b2200ca1,www.pricedekho.com,d3200,/,/,/,nikond3200,,,12.5,9.6,505,CMOS ,nikon
8995,5f3ba61f3fd5b671b2200caa,www.pricedekho.com,s9300,/,/,/,nikoncoolpixs9300,4,18,,,215,CMOS ,nikon
8996,5f3ba61f3fd5b671b2200cb5,www.pricedekho.com,sx510,/,/,/,canonpowershotsx510,,,12.959999999999999,9.97,349,,canon
8997,5f3ba61f3fd5b671b2200cb7,www.pricedekho.com,es95,/,/,/,samsunges95,,,11.91,7.65,90,,samsung
8998,5f3ba61f3fd5b671b2200cba,www.pricedekho.com,dmctz20,/,/,/,panasoniclumixdmctz20,4,16,,,219,MOS ,panasonic
8999,5f3ba61f3fd5b671b2200cc8,www.pricedekho.com,tx55,/,/,/,sonycybershotdsctx55,20,5,,,,Exmor R CMOS ,sony
9000,5f3ba61f3fd5b671b2200cc9,www.pricedekho.com,w800,/,/,/,sonycybershotw800,13,5,,,,CCD ,sony
9001,5f3ba61f3fd5b671b2200cd6,www.pricedekho.com,aw100,/,/,/,nikoncoolpixaw100,4,5,,,,CMOS ,nikon
9002,5f3ba61f3fd5b671b2200cea,www.pricedekho.com,s4300,/,/,/,nikoncoolpixs4300,,,,,,,nikon
9003,5f3ba61f3fd5b671b2200d08,www.pricedekho.com,dscwx220,/,/,/,sonycybershotdscwx220,102,10,,,,CMOS ,sony
9004,5f3ba61f3fd5b671b2200d1c,www.pricedekho.com,fz47,/,/,/,panasoniclumixdmcfz47,4,24,,,498,CCD ,panasonic
10760,5f3ba61f3fd5b671b2200bb5,www.pricedekho.com,mju7040,/,/,/,olympusmju7040,5,7,,,144,CCD ,olympus
10761,5f3ba61f3fd5b671b2200bc0,www.pricedekho.com,p7100,/,/,/,nikonp7100,4,7.1,,,,CCD ,nikon
10762,5f3ba61f3fd5b671b2200bc7,www.pricedekho.com,jz300,/,/,/,fujifilmfinepixjz300,,10,,,168,CCD ,fujifilm
10763,5f3ba61f3fd5b671b2200bd6,www.pricedekho.com,l24,/,/,/,nikoncoolpixl24,4,3.6,,,,,nikon
10764,5f3ba61f3fd5b671b2200be2,www.pricedekho.com,s9300,/,/,/,nikoncoolpixs9300,,,,,,,nikon
10765,5f3ba61f3fd5b671b2200be6,www.pricedekho.com,h70,/,/,/,sonycybershotdsch70,20,10,,,,Super HAD CCD ,sony
10766,5f3ba61f3fd5b671b2200bff,www.pricedekho.com,jx420,/,/,/,fujifilmfinepixjx420,7,5,,,107,CCD ,fujifilm
10767,5f3ba61f3fd5b671b2200c1a,www.pricedekho.com,vg150,/,/,/,olympusvg150,16,4,,,105,CCD ,olympus
10768,5f3ba61f3fd5b671b2200c1d,www.pricedekho.com,sh50,/,/,/,olympusstylussh50,4,24,,,269,CMOS ,olympus
