key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba6213fd5b671b2204fd0,www.eglobalcentral.co.uk,d610,610,/,/,nikond610,,,14.1,11.3,,,nikon
5f3ba6213fd5b671b2204ffb,www.eglobalcentral.co.uk,d7100,7100,/,/,nikond7100,,,13.5,10.6,,,nikon
5f3ba6213fd5b671b220502b,www.eglobalcentral.co.uk,dscrx100,100-2,/,/,sonycybershotdscrx100,,3.6,10.2,5.8,,,sony
5f3ba6213fd5b671b2205043,www.eglobalcentral.co.uk,60d,60,/,/,canoneos60d,,,14.4,10.5,,,canon
5f3ba6213fd5b671b220505c,www.eglobalcentral.co.uk,7d,7,/,/,canoneos7d,,,14.8,11.0,,,canon
5f3ba6213fd5b671b220509b,www.eglobalcentral.co.uk,d5100,5100,/,/,nikond5100,,,12.8,9.7,,,nikon
5f3ba6213fd5b671b22050a1,www.eglobalcentral.co.uk,hdras100vr,100,/,/,sonyhdras100vr,,,0.0,0.0,,,sony
5f3ba6213fd5b671b22050e5,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b220514e,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b220515a,www.eglobalcentral.co.uk,mini25,25,/,/,fujifilminstaxmini25,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b220517a,www.eglobalcentral.co.uk,a7,7,/,/,sonyalphaa7,4.0,,12.7,9.4,,,sony
5f3ba6213fd5b671b22051ac,www.eglobalcentral.co.uk,s120,120,/,/,canonpowershots120,,5.0,10.0,5.9,,,canon
5f3ba6213fd5b671b22051c6,www.eglobalcentral.co.uk,xm1,1,/,/,fuijifilmxm1,,,11.7,6.7,,,fuijifilm
5f3ba6213fd5b671b2204fb9,www.eglobalcentral.co.uk,1200d,1200,/,/,canoneos1200d,,,13.0,10.0,,CMOS,canon
5f3ba6213fd5b671b2204fcf,www.eglobalcentral.co.uk,5d,5-3,/,/,canoneos5d,,,15.2,11.6,,,canon
5f3ba6213fd5b671b2204fef,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205033,www.eglobalcentral.co.uk,p600,600,/,/,nikoncoolpixp600,,,0.0,0.0,,,nikon
5f3ba6213fd5b671b2205057,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205077,www.eglobalcentral.co.uk,gm1,1,/,/,panasoniclumixdmcgm1,,,9.9,5.5,,,panasonic
5f3ba6213fd5b671b22050ac,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050f0,www.eglobalcentral.co.uk,d7000,7000,/,/,nikond7000,,,13.2,10.5,,,nikon
5f3ba6213fd5b671b2205106,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220511f,www.eglobalcentral.co.uk,sh1,1,/,/,olympusstylussh1,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b220514b,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2205178,www.eglobalcentral.co.uk,aw120,120,/,/,nikoncoolpixaw120,4.0,5.0,11.0,6.6,,,nikon
5f3ba6213fd5b671b2205184,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b2204fdf,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205044,www.eglobalcentral.co.uk,70d,70,/,/,canoneos70d,,,13.9,10.4,,,canon
5f3ba6213fd5b671b220504c,www.eglobalcentral.co.uk,eos1d,1,/,/,canoneos1d,,,15.8,16.3,,,canon
5f3ba6213fd5b671b2205053,www.eglobalcentral.co.uk,xe2,2,/,/,fujifilmxe2,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b2205056,www.eglobalcentral.co.uk,wb350f,350,/,/,samsungwb350f,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b220506b,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.3,9.9,,,canon
5f3ba6213fd5b671b2205085,www.eglobalcentral.co.uk,qx1,1,/,/,sonyqx1,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205095,www.eglobalcentral.co.uk,8g,8,/,/,nikondfkitwithf18g,,,14.4,11.0,,,nikon
5f3ba6213fd5b671b220511e,www.eglobalcentral.co.uk,a6000,6000,/,/,sonyalphaa6000,2.0,,12.0,6.7,,,sony
5f3ba6213fd5b671b220514c,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205189,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22051a0,www.eglobalcentral.co.uk,xm1,1,/,/,fuijifilmxm1,,,11.7,6.7,,,fuijifilm
5f3ba6213fd5b671b22051af,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b2204fbe,www.eglobalcentral.co.uk,sh1,1,/,/,olympusstylussh1,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b2204fcc,www.eglobalcentral.co.uk,xe2,2,/,/,fujifilmxe2,,,12.9,7.5,,,fujifilm
5f3ba6213fd5b671b2204ffd,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205004,www.eglobalcentral.co.uk,7d,7,/,/,canoneos7d,,,14.8,11.0,,,canon
5f3ba6213fd5b671b2205029,www.eglobalcentral.co.uk,6d,6,/,/,canoneos6d,,,14.5,11.1,,,canon
5f3ba6213fd5b671b2205049,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220509a,www.eglobalcentral.co.uk,aw120,120,/,/,nikoncoolpixaw120,4.0,5.0,11.0,6.6,,,nikon
5f3ba6213fd5b671b22050af,www.eglobalcentral.co.uk,100d,100,/,/,canoneos100d,,,11.6,9.0,,,canon
5f3ba6213fd5b671b22050ca,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050f9,www.eglobalcentral.co.uk,a6000,6000,/,/,sonyalphaa6000,2.0,,12.0,6.7,,,sony
5f3ba6213fd5b671b2205153,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b22051c4,www.eglobalcentral.co.uk,a58,58,/,/,sonyalphaa58,,,12.9,9.5,,,sony
5f3ba6213fd5b671b2204fc8,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b2205006,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2205019,www.eglobalcentral.co.uk,100d,100,/,/,canoneos100d,,,11.6,9.0,,,canon
5f3ba6213fd5b671b22050a0,www.eglobalcentral.co.uk,a6000,6000,/,/,sonyalphaa6000,2.0,,12.0,6.7,,,sony
5f3ba6213fd5b671b22050b8,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220510c,www.eglobalcentral.co.uk,sx50,50,/,/,canonpowershotsx50,4.0,,0.0,0.0,,,canon
5f3ba6213fd5b671b220511c,www.eglobalcentral.co.uk,wb350f,350,/,/,samsungwb350f,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b2205121,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205123,www.eglobalcentral.co.uk,6d,6,/,/,canoneos6d,,,14.5,11.1,,,canon
5f3ba6213fd5b671b220515b,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.3,9.9,,,canon
5f3ba6213fd5b671b2205166,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.3,9.9,,,canon
5f3ba6213fd5b671b2205181,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220519f,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2204fed,www.eglobalcentral.co.uk,8g,8,/,/,nikondfkitwithf18g,,,14.4,11.0,,,nikon
5f3ba6213fd5b671b2204fee,www.eglobalcentral.co.uk,a3,3,/,/,isawa3,,,0.0,0.0,,,isaw
5f3ba6213fd5b671b2205027,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205037,www.eglobalcentral.co.uk,instax210,210,/,/,fujifilminstax210,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b220504f,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205065,www.eglobalcentral.co.uk,xe2,2,/,/,fujifilmxe2,,,12.9,7.5,,,fujifilm
5f3ba6213fd5b671b2205098,www.eglobalcentral.co.uk,x100s,100,/,/,fujifilmfinepixx100s,,1.0,12.7,7.4,,,fujifilm
5f3ba6213fd5b671b22050c9,www.eglobalcentral.co.uk,s110,110,/,/,canonpowershots110,,5.0,9.9,5.9,,,canon
5f3ba6213fd5b671b22050dd,www.eglobalcentral.co.uk,d7000,7000,/,/,nikond7000,,,13.2,10.5,,,nikon
5f3ba6213fd5b671b22050e2,www.eglobalcentral.co.uk,d4,4,/,/,nikond4,,,16.0,15.6,,,nikon
5f3ba6213fd5b671b22050f1,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220510f,www.eglobalcentral.co.uk,xq1,1,/,/,fujifilmxq1,,4.0,10.0,5.9,,,fujifilm
5f3ba6213fd5b671b220511b,www.eglobalcentral.co.uk,a5000,5000,/,/,sonyalphaa5000,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205148,www.eglobalcentral.co.uk,wx350,350,/,/,sonydscwx350,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205175,www.eglobalcentral.co.uk,xe2,2,/,/,fujifilmxe2,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b220518c,www.eglobalcentral.co.uk,1200d,1200,/,/,canoneos1200d,,,13.0,10.0,,CMOS,canon
5f3ba6213fd5b671b2204fa6,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2204fae,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2204ffe,www.eglobalcentral.co.uk,dscrx100,100-3,/,/,sonycybershotdscrx100,,,0.0,0.0,,,sony
5f3ba6213fd5b671b220500e,www.eglobalcentral.co.uk,a5000,5000,/,/,sonyalphaa5000,,,0.0,0.0,,,sony
5f3ba6213fd5b671b220502a,www.eglobalcentral.co.uk,60d,60,/,/,canoneos60d,,,14.4,10.5,,,canon
5f3ba6213fd5b671b220504d,www.eglobalcentral.co.uk,a7s,7,/,/,sonyalphaa7s,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205072,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b22050bc,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050f8,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205100,www.eglobalcentral.co.uk,sx510,510,/,/,canonpowershotsx510,,30.0,10.4,7.0,,,canon
5f3ba6213fd5b671b220513c,www.eglobalcentral.co.uk,70d,70,/,/,canoneos70d,,,13.9,10.4,,,canon
5f3ba6213fd5b671b22051ad,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2204f98,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2204ff2,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2204ff7,www.eglobalcentral.co.uk,a77,77-2,/,/,sonyalphaa77,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205024,www.eglobalcentral.co.uk,ft5,5,/,/,panasoniclumixdmcft5,4.6,4.6,11.0,6.7,,,panasonic
5f3ba6213fd5b671b2205041,www.eglobalcentral.co.uk,1200d,1200,/,/,canoneos1200d,,,13.0,10.0,,CMOS,canon
5f3ba6213fd5b671b2205058,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2205078,www.eglobalcentral.co.uk,em1,1,/,/,olympusomdem1,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b2205099,www.eglobalcentral.co.uk,gm1,1,/,/,panasoniclumixdmcgm1,,,9.9,5.5,,,panasonic
5f3ba6213fd5b671b22050ba,www.eglobalcentral.co.uk,d610,610,/,/,nikond610,,,14.1,11.3,,,nikon
5f3ba6213fd5b671b22050d9,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050ef,www.eglobalcentral.co.uk,d3100,3100,/,/,nikond3100,,,12.4,9.6,,,nikon
5f3ba6213fd5b671b22050fa,www.eglobalcentral.co.uk,em10,10,/,/,olympusomdem10,,,11.9,8.2,,,olympus
5f3ba6213fd5b671b22050fe,www.eglobalcentral.co.uk,5d,5-3,/,/,canoneos5d,,,15.2,11.6,,,canon
5f3ba6213fd5b671b2205113,www.eglobalcentral.co.uk,dmcgh4,4,/,/,panasoniclumixdmcgh4,,,0.0,0.0,,,panasonic
5f3ba6213fd5b671b2205118,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220511d,www.eglobalcentral.co.uk,xq1,1,/,/,fujifilmxq1,,4.0,10.0,5.9,,,fujifilm
5f3ba6213fd5b671b220512c,www.eglobalcentral.co.uk,g16,16,/,/,canonpowershotg16,,5.0,10.8,7.5,,,canon
5f3ba6213fd5b671b2205150,www.eglobalcentral.co.uk,df,,/,/,nikondfbody,,,14.4,11.0,,,nikon
5f3ba6213fd5b671b2204fd9,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2205031,www.eglobalcentral.co.uk,aw120,120,/,/,nikoncoolpixaw120,4.0,5.0,11.0,6.6,,,nikon
5f3ba6213fd5b671b220506c,www.eglobalcentral.co.uk,sx60,60,/,/,canonpowershotsx60,,,0.0,0.0,,,canon
5f3ba6213fd5b671b220507c,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b22050a2,www.eglobalcentral.co.uk,tg850,850,/,/,olympusstylustoughtg850,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b22050a7,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.3,9.9,,,canon
5f3ba6213fd5b671b22050b7,www.eglobalcentral.co.uk,s120,120,/,/,canonpowershots120,,5.0,10.0,5.9,,,canon
5f3ba6213fd5b671b22050ea,www.eglobalcentral.co.uk,em10,10,/,/,olympusomdem10,,,11.9,8.2,,,olympus
5f3ba6213fd5b671b220513e,www.eglobalcentral.co.uk,a7,7,/,/,sonyalphaa7,4.0,,12.7,9.4,,,sony
5f3ba6213fd5b671b2205146,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2205169,www.eglobalcentral.co.uk,dscrx100,100,/,/,sonycybershotdscrx100,,3.6,10.2,5.8,,,sony
5f3ba6213fd5b671b2205172,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b220518d,www.eglobalcentral.co.uk,g1x,1-2,/,/,canonpowershotg1x,,,0.0,0.0,,,canon
5f3ba6213fd5b671b22051c5,www.eglobalcentral.co.uk,aw120,120,/,/,nikoncoolpixaw120,4.0,5.0,11.0,6.6,,,nikon
5f3ba6213fd5b671b2204f9a,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2204fa5,www.eglobalcentral.co.uk,xt1,1,/,/,fujifilmxt1,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b2204fab,www.eglobalcentral.co.uk,df,,/,/,nikondfbody,,,14.4,11.0,,,nikon
5f3ba6213fd5b671b2204fc4,www.eglobalcentral.co.uk,hs35,35,/,/,fujifilmfinepixhs35,,30.0,13.1,9.7,,,fujifilm
5f3ba6213fd5b671b2204fd7,www.eglobalcentral.co.uk,wx350,350,/,/,sonydscwx350,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2204fdb,www.eglobalcentral.co.uk,7d,7,/,/,canoneos7d,,,14.8,11.0,,,canon
5f3ba6213fd5b671b2204fea,www.eglobalcentral.co.uk,700d,700,/,/,canoneos700d,,,13.3,10.0,,,canon
5f3ba6213fd5b671b2205001,www.eglobalcentral.co.uk,dscrx10,10,/,/,sonycybershotdscrx10,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205008,www.eglobalcentral.co.uk,60d,60,/,/,canoneos60d,,,14.4,10.5,,,canon
5f3ba6213fd5b671b220504e,www.eglobalcentral.co.uk,tg3,3,/,/,olympusstylustoughtg3,4.0,4.0,11.2,6.6,,,olympus
5f3ba6213fd5b671b2205081,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b220509f,www.eglobalcentral.co.uk,wx350,350,/,/,sonydscwx350,,,0.0,0.0,,,sony
5f3ba6213fd5b671b22050dc,www.eglobalcentral.co.uk,d7100,7100,/,/,nikond7100,,,13.5,10.6,,,nikon
5f3ba6213fd5b671b22050e0,www.eglobalcentral.co.uk,tg850,850,/,/,olympusstylustoughtg850,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b22050e8,www.eglobalcentral.co.uk,dschx400v,400,/,/,sonycybershotdschx400v,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205105,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205110,www.eglobalcentral.co.uk,dmclf1,1,/,/,panasoniclumixdmclf1,4.0,7.1,10.3,6.2,,,panasonic
5f3ba6213fd5b671b2205114,www.eglobalcentral.co.uk,7d,7,/,/,canoneos7d,,,14.8,11.0,,,canon
5f3ba6213fd5b671b2205125,www.eglobalcentral.co.uk,700d,700,/,/,canoneos700d,,,13.3,10.0,,,canon
5f3ba6213fd5b671b2205149,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b220516b,www.eglobalcentral.co.uk,60d,60,/,/,canoneos60d,,,14.4,10.5,,,canon
5f3ba6213fd5b671b220519b,www.eglobalcentral.co.uk,tg850,850,/,/,olympusstylustoughtg850,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b22051a6,www.eglobalcentral.co.uk,d610,610,/,/,nikond610,,,14.1,11.3,,,nikon
5f3ba6213fd5b671b22051b8,www.eglobalcentral.co.uk,d800e,800,/,/,nikond800e,,,14.6,12.3,,,nikon
5f3ba6213fd5b671b22051c0,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2204f94,www.eglobalcentral.co.uk,6d,6,/,/,canoneos6d,,,14.5,11.1,,,canon
5f3ba6213fd5b671b2204fa0,www.eglobalcentral.co.uk,d810,810,/,/,nikond810,,,0.0,0.0,,,nikon
5f3ba6213fd5b671b2204fa3,www.eglobalcentral.co.uk,hcmdh2,2,/,/,panasonichcmdh2,601500.0,21.0,0.0,0.0,,,panasonic
5f3ba6213fd5b671b2204fa8,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2204fc9,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2204fd4,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b2205002,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b220501d,www.eglobalcentral.co.uk,d4s,4,/,/,nikond4s,,,0.0,0.0,,,nikon
5f3ba6213fd5b671b220502f,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.3,9.9,,,canon
5f3ba6213fd5b671b2205034,www.eglobalcentral.co.uk,wb350f,350,/,/,samsungwb350f,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b220504b,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205060,www.eglobalcentral.co.uk,700d,700,/,/,canoneos700d,,,13.3,10.0,,,canon
5f3ba6213fd5b671b2205068,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b22050a6,www.eglobalcentral.co.uk,a58,58,/,/,sonyalphaa58,,,12.9,9.5,,,sony
5f3ba6213fd5b671b22050ad,www.eglobalcentral.co.uk,stylus1,1,/,/,olympusstylus1,,10.7,11.6,8.7,,,olympus
5f3ba6213fd5b671b22050d5,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050ee,www.eglobalcentral.co.uk,a99,99,/,/,sonyalphaa99,,,14.7,11.1,,,sony
5f3ba6213fd5b671b22050f7,www.eglobalcentral.co.uk,em10,10,/,/,olympusomdem10,,,11.9,8.2,,,olympus
5f3ba6213fd5b671b2205111,www.eglobalcentral.co.uk,a5000,5000,/,/,sonyalphaa5000,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205132,www.eglobalcentral.co.uk,x100s,100,/,/,fujifilmfinepixx100s,,1.0,12.7,7.4,,,fujifilm
5f3ba6213fd5b671b2205141,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b22051a5,www.eglobalcentral.co.uk,a7r,7,/,/,sonyalphaa7r,4.0,,12.7,9.4,,,sony
5f3ba6213fd5b671b22051b3,www.eglobalcentral.co.uk,70d,70,/,/,canoneos70d,,,13.9,10.4,,,canon
