,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list,famer_resolution_from,famer_resolution_to,famer_megapixel
50,5f3ba61f3fd5b671b22017e8,www.ebay.com,a520,520,9715a043,"013803047837\,013803047844",canonpowershota520,/,4.0,,,180.01932499999998,CCD,canon,,,
51,5f3ba61f3fd5b671b22017ee,www.ebay.com,d5100,5100,25476,,nikond5100,/,,12.7,7.37,,,nikon,,,
52,5f3ba61f3fd5b671b22017fb,www.ebay.com,e1600tp,1600,vpc-e1600tpbl,086483079801,sanyoe1600tp,/,5.0,,,,,sanyo,,,
53,5f3ba61f3fd5b671b220180c,www.ebay.com,350d,350,0209b007,8714574952468,3441canoneoskissdigitalneos350d,/,,,,,,canon,,,
54,5f3ba61f3fd5b671b220180f,www.ebay.com,s3,3,1101b001,,canonpowershots3,/,12.0,,,411.06775,CCD,canon,,,
55,5f3ba61f3fd5b671b2201818,www.ebay.com,d610,610,,,nikond610,/,,14.1,11.3,,,nikon,,,
56,5f3ba61f3fd5b671b220181d,www.ebay.com,d800,800,25480,018208254804,nikond800,/,,,,,,nikon,,,
57,5f3ba61f3fd5b671b2201820,www.ebay.com,s31,31,s31,018208264070,nikoncoolpixs31,/,3.0,,,,,nikon,,,
58,5f3ba61f3fd5b671b2201828,www.ebay.com,7d,7,3814b004,013803117493,usacanoneos7d,/,2.7,,,,,canon,,,
59,5f3ba61f3fd5b671b2201831,www.ebay.com,m380,380,m380 rd,,kodakeasysharem380,/,5.0,,,,,kodak,,,
60,5f3ba61f3fd5b671b2201841,www.ebay.com,dc1400,1400,sl724,077068417248,sealifedc1400,/,5.0,,,,,sealife,,,
61,5f3ba61f3fd5b671b2201842,www.ebay.com,s9400w,9400,,,fujifilmfinepixs9400w,/,50.0,,,,,fujifilm,,,
62,5f3ba61f3fd5b671b220185c,www.ebay.com,d300,300,,,nikond300,/,12.0,,,,,nikon,,,
63,5f3ba61f3fd5b671b2201881,www.ebay.com,"g5\,g5kk",5,dmc-g5kk,885170098879,panasonicdmcg5kk,/,,,,,,panasonic,,,
64,5f3ba61f3fd5b671b2201883,www.ebay.com,"t1i 500d\,t1i500d\,t1i",1,3820b072,8714574550701,canoneosrebelt1i,/,,,,,,canon,,,
65,5f3ba61f3fd5b671b2201894,www.ebay.com,w220,220,dscw220/l,,sonycybershotdscw220,/,4.0,,,,,sony,,,
66,5f3ba61f3fd5b671b220189d,www.ebay.com,d5200,5200,vba351ae,018208927265,nikond5200,/,,12.9,9.8,,,nikon,,,
67,5f3ba61f3fd5b671b22018a4,www.ebay.com,l110,110,26195dgc9673,018208097494,nikoncoolpixl110,/,15.0,,,,,nikon,,,
68,5f3ba61f3fd5b671b22018b3,www.ebay.com,t3,3,,608938441638,canoneosrebelt3,/,,,,,,canon,,,
69,5f3ba61f3fd5b671b22018b6,www.ebay.com,s950,950,dscs950,27242749207,sonycybershotdscs950,/,4.0,,,,,sony,,,
70,5f3ba61f3fd5b671b22018bf,www.ebay.com,5d,5-3,5260b009,013803142457,canoneos5d,/,,15.24,11.68,,,canon,,,
71,5f3ba61f3fd5b671b22018c8,www.ebay.com,m1033,1033,,,kodakm1033,/,,,,,,kodak,,,
72,5f3ba61f3fd5b671b22018c9,www.ebay.com,"290\,dc290",290,127-3598,0041778240496,kodakdc290,/,3.0,,,,,kodak,,,
73,5f3ba61f3fd5b671b22018e9,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,689466386103,canoneosrebelt3,/,,,,201,,canon,,,
74,5f3ba61f3fd5b671b22018ea,www.ebay.com,g2,2,7099a001,,canonpowershotg2,/,3.0,,,,,canon,,,
75,5f3ba61f3fd5b671b22018fb,www.ebay.com,s1415,1415,vpc-s1415p,086483079771,sanyos1415,/,5.0,,,,,sanyo,,,
76,5f3ba61f3fd5b671b220190e,www.ebay.com,sx50,50,6352b001,,canonpowershotsx50,/,50.0,,,,,canon,,,
77,5f3ba61f3fd5b671b2201926,www.ebay.com,7d,7,,,10187canoneos7d,/,,,,,,canon,,,
78,5f3ba61f3fd5b671b2201929,www.ebay.com,cybershot7,7,,,sonycybershot7,/,,,,,,sony,,,
79,5f3ba61f3fd5b671b220192c,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,689466386103,canoneosrebelt3,/,,,,201,,canon,,,
80,5f3ba61f3fd5b671b220192f,www.ebay.com,sl300,300,fpsl300,837654978443,fujifilmfinepixsl300,/,30.0,,,,,fujifilm,,,
81,5f3ba61f3fd5b671b2201948,www.ebay.com,fe46,46,227106,,olympusfe46,/,5.0,,,,,olympus,,,
82,5f3ba61f3fd5b671b220195b,www.ebay.com,a100,100,dslra100,,sonyalphadslra100,/,,,,,,sony,,,
83,5f3ba61f3fd5b671b220195c,www.ebay.com,60d,60,4460b003,013803129052,canoneos60d,/,,14.4,10.16,,,canon,,,
84,5f3ba61f3fd5b671b220197c,www.ebay.com,d5200,5200,13216,018208995288,nikond5200,/,,12.9,9.8,,,nikon,,,
85,5f3ba61f3fd5b671b220197e,www.ebay.com,"sd1000 ixus70\,sd1000ixus70\,sd1000",1000,1863b005aa,,canonpowershotdigitalelphsd1000,/,3.0,,,,,canon,,,
86,5f3ba61f3fd5b671b2201992,www.ebay.com,"s9000 s9500\,s9000s9500\,s9000",9000,15579850,,fujifilmfinepixs9000,/,10.7,,,,,fujifilm,,,
87,5f3ba61f3fd5b671b2201997,www.ebay.com,"t5i 700d\,t5i700d\,t5i",5,8595b003,,canoneosrebelt5i,/,,13.208000000000002,9.906,,,canon,,,
88,5f3ba61f3fd5b671b22019a1,www.ebay.com,s203,203,b002nu3oz8,018208919710,nikoncoolpixs203,/,3.0,,,,,nikon,,,
89,5f3ba61f3fd5b671b22019b2,www.ebay.com,d3100,3100,k-54421-06,,nikond3100,/,3.0,12.4,9.7,,,nikon,,,
90,5f3ba61f3fd5b671b22019c1,www.ebay.com,"v700\,ship737839004021",700,v700p,737839004021,vistaquestdigitalcameradownloadpicturestowatchfreeship737839004021,/,,,,,,vistaquest,,,
91,5f3ba61f3fd5b671b22019c5,www.ebay.com,d3100,3100,25472,,nikond3100,/,3.1,12.4,9.7,,,nikon,,,
92,5f3ba61f3fd5b671b22019d9,www.ebay.com,g1,1,dmc-g1k,5025232492985,panasoniclumixdmcg1,/,,,,,,panasonic,,,
93,5f3ba61f3fd5b671b22019e0,www.ebay.com,l27,27,26399,018208263998,nikoncoolpixl27,/,,9.54,5.98,161,CCD,nikon,,,
94,5f3ba61f3fd5b671b22019e6,www.ebay.com,"e p1\,ep1\,p1",1,262814,,olympuspenep1,/,,,,,,olympus,,,
95,5f3ba61f3fd5b671b22019f3,www.ebay.com,w290,290,dscw290s,027242749122,sonycybershotcameradscw290,/,5.0,,,,,sony,,,
96,5f3ba61f3fd5b671b22019f6,www.ebay.com,a300,300,dslr-a300k,4905524458794,sonyalphadslra300,/,,,,,,sony,,,
97,5f3ba61f3fd5b671b2201a06,www.ebay.com,"elph100 ixus115\,elph100ixus115\,powershot12",100,4925b001aa,013803132021,canonpowershot12,/,4.0,,,,,canon,,,
98,5f3ba61f3fd5b671b2201a07,www.ebay.com,fd7,7,mvc-fd7,4901780460687,sonymavicamvcfd7,/,10.0,,,,,sony,,,
99,5f3ba61f3fd5b671b2201a0a,www.ebay.com,sx500,500,,,cannonpowershotsx500,/,30.0,,,,,canon,,,
100,5f3ba61f3fd5b671b2201a1e,www.ebay.com,"nx mini\,nxmini\,nx",,,,samsungnxmini,/,,11.04,1.25,,,samsung,,,
101,5f3ba61f3fd5b671b2201a24,www.ebay.com,sx500,500,,,canonpowershotsx500,/,30.0,,,,,canon,,,
102,5f3ba61f3fd5b671b2201a2a,www.ebay.com,d90,90,25446kl,,nikond90,/,5.8,132.0,103.0,,,nikon,,,
103,5f3ba61f3fd5b671b2201a58,www.ebay.com,d800,800,25480,018208254804,nikond800,/,,,,,,nikon,,,
104,5f3ba61f3fd5b671b2201a62,www.ebay.com,s3300,3300,26309,018208131235,nikoncoolpixs3300,/,6.0,,,,,nikon,,,
105,5f3ba61f3fd5b671b2201a68,www.ebay.com,elph500,500,,,canonelph500,/,4.4,,,,,canon,,,
106,5f3ba61f3fd5b671b2201a78,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,013803136340,canont3,/,,,,,,canon,,,
107,5f3ba61f3fd5b671b2201a86,www.ebay.com,d5300,5300,1519,018208015191,nikond5300,/,,12.5,9.8,,,nikon,,,
108,5f3ba61f3fd5b671b2201a8c,www.ebay.com,"3n\,nex3",3,nex-3nl/b,639767680318,sonyalphanex3,/,,,,,,sony,,,
109,5f3ba61f3fd5b671b2201a8e,www.ebay.com,"3579\,i634",3579,,,polaroiddigitalcamerai634,/,3.0,,,,,polaroid,,,
110,5f3ba61f3fd5b671b2201a90,www.ebay.com,"wb350fbpuus\,wb350f",350,,887276960418,samsungwb350f,/,21.0,,,,,samsung,,,
111,5f3ba61f3fd5b671b2201a91,www.ebay.com,10d,10,8363a002aa,,canoneos10d,/,,,,,,canon,,,
112,5f3ba61f3fd5b671b2201a96,www.ebay.com,mid0010912,0010912,,021331895394,hellokittymid0010912,/,,,,,,hello kitty,,,
113,5f3ba61f3fd5b671b2201a9d,www.ebay.com,1000d,1000,2766b106,,canoneosrebelxs1000d,/,,,,,,canon,,,
114,5f3ba61f3fd5b671b2201ab4,www.ebay.com,l820,820,26402,,nikoncoolpixl820,/,30.0,,,,,nikon,,,16.0
115,5f3ba61f3fd5b671b2201ab6,www.ebay.com,full,,,,toshibafullhd,/,,,,,,toshiba,,,
116,5f3ba61f3fd5b671b2201acd,www.ebay.com,d3200,3200,25492,639767695138,nikond3200,/,,,,,,nikon,,,
117,5f3ba61f3fd5b671b2201add,www.ebay.com,az361,361,,,kodakaz361,/,,,,,,kodak,,,
118,5f3ba61f3fd5b671b2201aed,www.ebay.com,d5200,5200,1503,018208927234,nikond5200,/,,12.9,9.8,,,nikon,,,
119,5f3ba61f3fd5b671b2201af5,www.ebay.com,tx20,20,,,sonycybershotdsctx20,/,,,,,,sony,,,
120,5f3ba61f3fd5b671b2201af6,www.ebay.com,1d,1-3,,,canoneos1d,/,,15.748,16.256,,,canon,,,
121,5f3ba61f3fd5b671b2201afc,www.ebay.com,a50,50,f92-1026,,canonpowershota50,/,2.5,,,,,canon,,,
122,5f3ba61f3fd5b671b2201b01,www.ebay.com,"sd780\,sd780is",780,,,canonpowershotsd780is,/,3.0,,,,,canon,,,
123,5f3ba61f3fd5b671b2201b07,www.ebay.com,underwater,,,,svpunderwatermax,/,,,,,,svp,,,
124,5f3ba61f3fd5b671b2201b28,www.ebay.com,z33wp,33,f-fxz33wp-us-cd,,fujifilmfinepixz33wp,/,3.0,,,,,fujifilm,,,
125,5f3ba61f3fd5b671b2201b2f,www.ebay.com,"5700\,coolpix5700",5700,vaa118ea,,nikoncoolpix5700,/,8.0,,,,,nikon,,,
126,5f3ba61f3fd5b671b2201b37,www.ebay.com,"2\,gc200",2,,,samsunggc200,/,21.0,,,,,samsung,,,
127,5f3ba61f3fd5b671b2201b3b,www.ebay.com,p1,1,,,nikoncoolpixp1,/,3.5,,,,,nikon,,,
128,5f3ba61f3fd5b671b2201b5f,www.ebay.com,j2,2,27574,018208275748,nikon1j2,/,3.0,,,,,nikon,,,
129,5f3ba61f3fd5b671b2201b63,www.ebay.com,p4,4,25540b,,nikoncoolpixp4,/,3.5,,,,,nikon,,,
130,5f3ba61f3fd5b671b2201b6d,www.ebay.com,s2,2,,,fujifilmdigatalprofessionalcameras2,/,70.0,,,,,fujifilm,,,
131,5f3ba61f3fd5b671b2201b95,www.ebay.com,s550,550,26108-bn1,,nikoncoolpixs550,/,5.0,,,,,nikon,,,
132,5f3ba61f3fd5b671b2201b96,www.ebay.com,d3000,3000,25462,,nikond3000,/,3.0,,,,,nikon,,,
133,5f3ba61f3fd5b671b2201bb4,www.ebay.com,"x e1\,xe1\,e1",1,16272356,074101017052,fujifilmxe1,/,,,,,,fujifilm,,,
134,5f3ba61f3fd5b671b2201bb5,www.ebay.com,s6400,6400,,,nikoncoolpixs6400,/,,,,,,nikon,,,
135,5f3ba61f3fd5b671b2201bbb,www.ebay.com,sl1000,1000,16304630,074101020205,fujifilmfinepixsl1000,/,50.0,,,,,fujifilm,,,
136,5f3ba61f3fd5b671b2201bbe,www.ebay.com,ds126071,126071,,,canonrebelxtmodelds126071,/,,,,,,canon,,,
137,5f3ba61f3fd5b671b2201bc0,www.ebay.com,6d,6,8035b009,,warrantycanoneos6d,/,,,,,,canon,,,
138,5f3ba61f3fd5b671b2201be4,www.ebay.com,w830,830,dsc-w830/b,,sonycybershotdscw830,/,8.0,9.3,5.2,,,sony,,,
139,5f3ba61f3fd5b671b2201bf7,www.ebay.com,s110,110,,,canonpowershots110,/,,,,,,canon,,,
140,5f3ba61f3fd5b671b2201c0d,www.ebay.com,s220,220,,,nikoncoolpixs220,/,3.0,,,,,nikon,,,
141,5f3ba61f3fd5b671b2201c15,www.ebay.com,w530,530,,,sonydscw530,/,,,,,,sony,,,
142,5f3ba61f3fd5b671b2201c1d,www.ebay.com,"mpegmovievx\,cybershot",,,,sonycybershot,/,,,,,,sony,,,
143,5f3ba61f3fd5b671b2201c29,www.ebay.com,d5200,5200,1503,,nikond5200,/,,12.9,9.8,,,nikon,,,
144,5f3ba61f3fd5b671b2201c2f,www.ebay.com,wx300,300,dsc-wx300/b,4905524939729,sonycybershotdscwx300,/,20.0,,,,,sony,,,
145,5f3ba61f3fd5b671b2201c32,www.ebay.com,d5100,5100,vba310k004,,nikond5100,/,,12.7,7.37,,,nikon,,,
146,5f3ba61f3fd5b671b2201c38,www.ebay.com,d3s,3,25008,,nikond3s,/,,,,,,nikon,,,
147,5f3ba61f3fd5b671b2201c4d,www.ebay.com,p90,90,26171,,nikoncoolpixp90,/,24.0,,,,,nikon,,,
148,5f3ba61f3fd5b671b2201c58,www.ebay.com,ts1,1,dmc-ts1,,lumixpanasonicavchdlitedmcts1,/,,,,,,panasonic,,,
149,5f3ba61f3fd5b671b2201c59,www.ebay.com,t5,5,ds126491,,canoneosrebelt5,/,50.0,12.96,9.97,,,canon,,,
150,5f3ba61f3fd5b671b2201c5e,www.ebay.com,g3,3,8120a013,,canonpowershotg3,/,4.0,,,419.5726,CCD,canon,,,
151,5f3ba61f3fd5b671b2201c5f,www.ebay.com,"l610\,l610b",610,,,nikonl610b,/,14.0,,,,,nik,,,
152,5f3ba61f3fd5b671b2201c66,www.ebay.com,"g1 x\,g1x\,g1",1,5249b001,,excellentconditioncanonpowershotg1,/,4.0,,,,,canon,,,
153,5f3ba61f3fd5b671b2201c6e,www.ebay.com,sz15,15,,,olympusstylussz15,/,24.0,,,,,olympus,,,
154,5f3ba61f3fd5b671b2201c79,www.ebay.com,nex7,7,nex-7k/b,,sonyaalphanex7,/,,,,,,sony,,,
155,5f3ba61f3fd5b671b2201c97,www.ebay.com,"t4i 650d\,t4i650d\,t4i",4,6558b003,013803150605,canoneost4i,/,,,,,,canon,,,
156,5f3ba61f3fd5b671b2201c99,www.ebay.com,pc1588,1588,,,canondigitalcamerapc1588,/,2.0,,,,,canon,,,
157,5f3ba61f3fd5b671b2201ca0,www.ebay.com,t2i,2,,,canoneosrebelt2i,/,,,,,,canon,,,
158,5f3ba61f3fd5b671b2201ca8,www.ebay.com,"5600\,coolpix5600",5600,coolpix 5600,018208255252,nikoncoolpix5600,/,3.0,,,,,nikon,,,
159,5f3ba61f3fd5b671b2201cd4,www.ebay.com,d810,810,,,nikond810,/,,14.47,12.19,,,nikon,,,
160,5f3ba61f3fd5b671b2201cdf,www.ebay.com,dc310,310,,,sealifecamerasetdc310,/,3.0,,,,,sealife,,,
161,5f3ba61f3fd5b671b2201cf0,www.ebay.com,gh3,3,dmc-gh3kbody,885170103887,panasoniclumixgh3,/,,,,,,panasonic,,,
162,5f3ba61f3fd5b671b2201d00,www.ebay.com,"4\,lux4",4,dlux4 black,,leicadlux4,/,2.5,,,,,leica,,,
163,5f3ba61f3fd5b671b2201d09,www.ebay.com,lx5,5,dmc-lx5k,0885170016194,panasoniclumixdmclx5,/,3.8,,,,,panasonic,,,
164,5f3ba61f3fd5b671b2201d18,www.ebay.com,s8200,8200,12848,4547410233605,fujifilmfinepixsseriess8200,/,40.0,,,,,fujifilm,,,
165,5f3ba61f3fd5b671b2201d22,www.ebay.com,w290,290,dscw290s,027242749122,sonycybershotdscw290,/,5.0,,,,,sony,,,
166,5f3ba61f3fd5b671b2201d26,www.ebay.com,h90,90,dsc-h90/b,027242272996,sonycybershotcameradsch90,/,16.0,,,,,sony,,,
167,5f3ba61f3fd5b671b2201d30,www.ebay.com,g6,6,9685a001aa,,canonpowershotg6,/,4.0,,,,,canon,,,
168,5f3ba61f3fd5b671b2201d38,www.ebay.com,d90,90,vba230kc01,18208854462,nikond90,/,10.0,132.0,103.0,,,nikon,,,
169,5f3ba61f3fd5b671b2201d39,www.ebay.com,d7000,7000,25468,084684027270,nikond7000,/,,,,,,nikon,,,
170,5f3ba61f3fd5b671b2201d3c,www.ebay.com,d700,700,25444,018208254446,nikond700,/,,,,,,nikon,,,
171,5f3ba61f3fd5b671b2201d58,www.ebay.com,z710,710,z710,,kodakeasysharez710,/,10.0,,,,,kodak,,,
172,5f3ba61f3fd5b671b2201d76,www.ebay.com,d800,800,25480,018208254804,nikond800,/,,,,,,nikon,,,
173,5f3ba61f3fd5b671b2201d92,www.ebay.com,"rx100\,rx100m3",100,dsc-rx100m3/b,,sonydscrx100m3,/,2.9,,,,,sony,,,
174,5f3ba61f3fd5b671b2201d93,www.ebay.com,l3,3,,,nikoncoolpixl3,/,3.0,,,,,nikon,,,
175,5f3ba61f3fd5b671b2201d95,www.ebay.com,d3100,3100,33851,018208919543,nikond3100,/,,12.4,9.7,,,nikon,,,
176,5f3ba61f3fd5b671b2201dae,www.ebay.com,"sxi70\,xis5",70,,,canonzoomlense16xis5,/,16.0,,,,,canon,,,
177,5f3ba61f3fd5b671b2201daf,www.ebay.com,"3100\,coolpix3100",3100,s2647772,,nikoncoolpix3100,/,3.0,,,150.25234999999998,CCD,nikon,,,
178,5f3ba61f3fd5b671b2201db2,www.ebay.com,x550,550,red white,,gepowerprox550,/,,,,,,ge general imaging,,,
179,5f3ba61f3fd5b671b2201dd8,www.ebay.com,a580,580,dslr-a580,027242816527,sonyalphadslra580,/,,,,,,sony,,,
180,5f3ba61f3fd5b671b2201ddc,www.ebay.com,nx300,300,,887276855820,samsungnx300,/,,,,,,samsung,,,
181,5f3ba61f3fd5b671b2201de0,www.ebay.com,50d,50,,,canoneos50d,/,,,,,,canon,,,
182,5f3ba61f3fd5b671b2201de7,www.ebay.com,l27,27,,,nikoncoolpixl27,/,,9.54,5.98,,,nikon,,,
183,5f3ba61f3fd5b671b2201de8,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,013803136340,canon12eosrebelt3,/,,,,,,canon,,,
184,5f3ba61f3fd5b671b2201ded,www.ebay.com,"sd1200 ixus95\,sd1200ixus95\,sd1200",1200,3449b001,,canonpowershotdigitalelphsd1200,/,3.0,,,,,canon,,,
185,5f3ba61f3fd5b671b2201e04,www.ebay.com,d2x,2,nz24025k,018208902415,nikond2x,/,,,,,,nikon,,,
186,5f3ba61f3fd5b671b2201e1d,www.ebay.com,s0027075079830,0027075079830,,,pentaxdigitalcameras0027075079830,/,,,,,,pentax,,,
187,5f3ba61f3fd5b671b2201e3b,www.ebay.com,w710,710,,,sonycybershotdscw710,/,,,,,,sony,,,
188,5f3ba61f3fd5b671b2201e43,www.ebay.com,d800,800,25480,018208254804,nikond800,/,,,,,,nikon,,,
189,5f3ba61f3fd5b671b2201e4a,www.ebay.com,"t3i 600d\,t3i600d\,t3i",3,5169b003,721405368723,canoneosrebelt3i,/,3.0,,,,,canon,,,
190,5f3ba61f3fd5b671b2201e4c,www.ebay.com,l19,19,l19 silver,,nikoncoolpixl19,/,3.6,,,,,nikon,,,
191,5f3ba61f3fd5b671b2201e57,www.ebay.com,s50,50,,,canonpowershots50,/,,,,,,canon,,,
192,5f3ba61f3fd5b671b2201e59,www.ebay.com,w530,530,dsc-w530l_us,027242808591,sonycybershotcameraw530,/,4.0,,,,,sony,,,
