,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
1748,5f3ba6223fd5b671b2205573,www.mypriceindia.com,7d,7,/,/,canoneos7d,,,,,,CMOS,canon
1749,5f3ba6223fd5b671b220558b,www.mypriceindia.com,ixus132,132,/,/,canonixus132,4,8,9.290000000000001,5.24,133,,canon
1750,5f3ba6223fd5b671b2205598,www.mypriceindia.com,s6500,6500,/,/,nikoncoolpixs6500,4,12,,,,BSI CMOS,nikon
1751,5f3ba6223fd5b671b220559b,www.mypriceindia.com,tg850,850,/,/,olympusstylustg850,4,5,,,,BSI CMOS,olympus
1753,5f3ba6223fd5b671b22055b5,www.mypriceindia.com,p520,520,/,/,nikoncoolpixp520,2,42,,,,CMOS,nikon
1754,5f3ba6223fd5b671b22055b8,www.mypriceindia.com,l610,610,/,/,nikoncoolpixl610,2,14,10.8,6.840000000000001,240.0,CMOS,nikon
3522,5f3ba6213fd5b671b22054a3,www.mypriceindia.com,600d,600,/,/,canoneos600d,10,,,,,CMOS,canon
3523,5f3ba6213fd5b671b22054a6,www.mypriceindia.com,d7000,7000,/,/,nikond7000,,,,,,CMOS,nikon
3524,5f3ba6213fd5b671b22054d3,www.mypriceindia.com,aw110,110,/,/,nikoncoolpixaw110,4,5,11.01,6.529999999999999,193,CMOS,nikon
3525,5f3ba6213fd5b671b22054da,www.mypriceindia.com,wx200,200,/,/,sonycybershotdscwx200,40,10,9.23,5.24,121,Exmor R CMOS,sony
3526,5f3ba6213fd5b671b22054e1,www.mypriceindia.com,v1,1,/,/,nikon1v1,,,,,,CMOS,nikon
3527,5f3ba6213fd5b671b22054f8,www.mypriceindia.com,xm1,1,/,/,fujifilmxm1,,,11.690000000000001,6.65,330,X-Trans CMOS,fujifilm
3528,5f3ba6213fd5b671b22054fc,www.mypriceindia.com,pj540e,540,/,/,sonyhdrpj540e,350,30,,,,Back-Illuminated Exmor R CMOS Sensor,sony
3529,5f3ba6213fd5b671b2205505,www.mypriceindia.com,fh4,4,/,/,panasoniclumixdmcfh4,4,4,9.76,5.62,113,CCD,panasonic
3530,5f3ba6213fd5b671b2205506,www.mypriceindia.com,ax100,100,/,/,sonyfdrax100,160,12,,,,Back-Illuminated Exmor R CMOS Sensor,sony
3531,5f3ba6213fd5b671b220550c,www.mypriceindia.com,d7100,7100,/,/,nikond7100,,,,,,,nikon
3532,5f3ba6213fd5b671b2205524,www.mypriceindia.com,w800,800,/,/,sonycybershotdscw800,10,5,,,,,sony
3533,5f3ba6213fd5b671b2205531,www.mypriceindia.com,5d,5-3,/,/,canoneos5d,,4.3,,,,CMOS,canon
3534,5f3ba6213fd5b671b2205536,www.mypriceindia.com,d3100,3100,/,/,nikond3100,,,,,,CMOS,nikon
3535,5f3ba6213fd5b671b220553e,www.mypriceindia.com,fh1,1,/,/,panasoniclumixdmcfh1,4,5,9.84,5.5200000000000005,145,,panasonic
3536,5f3ba6213fd5b671b2205541,www.mypriceindia.com,s9300,9300,/,/,nikoncoolpixs9300,4,18,10.870000000000001,6.2299999999999995,215,CMOS,nikon
3540,5f3ba6223fd5b671b220557c,www.mypriceindia.com,wide210,210,/,/,fujifilminstaxwide210,,,,,,,fujifilm
3541,5f3ba6223fd5b671b220558c,www.mypriceindia.com,a2500,2500,/,/,canonpowershota2500,4,5,9.77,5.6,125,,canon
3542,5f3ba6223fd5b671b220558e,www.mypriceindia.com,v130,130,/,/,panasonichcv130,100,38,,,,,panasonic
3543,5f3ba6223fd5b671b220558f,www.mypriceindia.com,hx10v,10,/,/,sonycybershotdschx10v,40,16,10.47,5.970000000000001,204.0,Exmor R CMOS,sony
3544,5f3ba6223fd5b671b2205596,www.mypriceindia.com,z70,70,/,/,fujifilmfinepixz70,6.3,5,,,,,fujifilm
3545,5f3ba6223fd5b671b22055a2,www.mypriceindia.com,e2,2,/,/,fujifilmxe2,,,,,,CMOS,fujifilm
3546,5f3ba6223fd5b671b22055aa,www.mypriceindia.com,s02,02,/,/,nikoncoolpixs02,4,3,,,,CMOS,nikon
3547,5f3ba6223fd5b671b22055ab,www.mypriceindia.com,s6400,6400,/,/,nikoncoolpixs6400,4,12,9.540000000000001,5.86,150.0,CMOS,nikon
3549,5f3ba6223fd5b671b22055ca,www.mypriceindia.com,hx300,300,/,/,sonycybershotdschx300,,50,12.959999999999999,9.32,650,Exmor R CMOS,sony
3552,5f3ba6223fd5b671b22055e5,www.mypriceindia.com,gc100,100,/,/,samsunggalaxygc100,,,,,,,samsung
3553,5f3ba6223fd5b671b22055ef,www.mypriceindia.com,g5w,5,/,/,panasoniclumixdmcg5w,2,,,,,,panasonic
5292,5f3ba6213fd5b671b22054a5,www.mypriceindia.com,ae220,220,/,/,benqae220,5,5,,,,,benq
5293,5f3ba6213fd5b671b22054a7,www.mypriceindia.com,aw120,120,/,/,nikoncoolpixaw120,4,5,,,,,nikon
5294,5f3ba6213fd5b671b22054ad,www.mypriceindia.com,mini25,25,/,/,fujifilminstaxmini25,,,,,,,fujifilm
5295,5f3ba6213fd5b671b22054bc,www.mypriceindia.com,mv800,800,/,/,samsungmv800,1,5,9.2,5.62,130.0,,samsung
5296,5f3ba6213fd5b671b22054e0,www.mypriceindia.com,6d,6,/,/,canoneos6d,,,,,,,canon
5297,5f3ba6213fd5b671b22054e3,www.mypriceindia.com,7s,7,/,/,fujifilminstaxmini7s,1,1,,,,,fujifilm
5298,5f3ba6213fd5b671b22054ea,www.mypriceindia.com,sh25mr,25,/,/,olympussh25mr,4,12.5,,,,CMOS,olympus
5299,5f3ba6213fd5b671b220550b,www.mypriceindia.com,d750,750,/,/,nikond750,,,,,,CMOS,nikon
5300,5f3ba6213fd5b671b220551d,www.mypriceindia.com,s9100,9100,/,/,nikoncoolpixs9100,4,18,10.48,6.2,214,CMOS,nikon
5301,5f3ba6213fd5b671b2205520,www.mypriceindia.com,s6150,6150,/,/,nikoncoolpixs6150,4,7,,,,,nikon
5302,5f3ba6213fd5b671b2205526,www.mypriceindia.com,d3200,3200,/,/,nikond3200,,3,,,,CMOS,nikon
5303,5f3ba6213fd5b671b220552e,www.mypriceindia.com,100d,100,/,/,canoneos100d,,3,,,,CMOS,canon
5304,5f3ba6213fd5b671b220552f,www.mypriceindia.com,a65vk,65,/,/,sonyalphaslta65vk,,3,,,,Exmor APS HD CMOS,sony
5305,5f3ba6213fd5b671b2205535,www.mypriceindia.com,coolpix,,/,/,nikoncoolpixa,,,11.1,6.43,299,,nikon
5306,5f3ba6213fd5b671b2205538,www.mypriceindia.com,1200d,1200,/,/,canoneos1200d,,1.5,,,,CMOS,canon
5309,5f3ba6213fd5b671b220555a,www.mypriceindia.com,sx260,260,/,/,canonpowershotsx260,4,20,10.629999999999999,6.1,231,,canon
5310,5f3ba6213fd5b671b2205562,www.mypriceindia.com,a3500,3500,/,/,canonpowershota3500,4,5,9.77,5.6,135,,canon
5311,5f3ba6223fd5b671b2205567,www.mypriceindia.com,s9200,9200,/,/,nikoncoolpixs9200,4,18,10.870000000000001,5.9799999999999995,209,CMOS,nikon
5312,5f3ba6223fd5b671b2205569,www.mypriceindia.com,s200,200,/,/,canonpowershots200,4,5,,,,CCD,canon
5313,5f3ba6223fd5b671b2205578,www.mypriceindia.com,em5,5,/,/,olympusomdem5,,,,,,4/3 Live MOS Sensor,olympus
5314,5f3ba6223fd5b671b220557b,www.mypriceindia.com,hd1000p,1000,/,/,sonyhvrhd1000p,,,,,,CMOS ClearVid Sensor,sony
5316,5f3ba6223fd5b671b2205588,www.mypriceindia.com,x100,100,/,/,fujifilmfinepixx100,,1,,,,CMOS,fujifilm
5317,5f3ba6223fd5b671b2205594,www.mypriceindia.com,ixus135,135,/,/,canonixus135,4,8,9.290000000000001,5.24,134,,canon
5318,5f3ba6223fd5b671b2205595,www.mypriceindia.com,xs1,1,/,/,panasoniclumixdmcxs1,4,5,9.379999999999999,5.35,103,,panasonic
5319,5f3ba6223fd5b671b22055a3,www.mypriceindia.com,tz25,25,/,/,panasoniclumixdmctz25,4,16,10.49,5.76,208,,panasonic
5320,5f3ba6223fd5b671b22055c1,www.mypriceindia.com,vr310,310,/,/,olympusvr310,4,10,,,,,olympus
5321,5f3ba6223fd5b671b22055c5,www.mypriceindia.com,v520,520,/,/,panasonichcv520,150,50,,,,,panasonic
5322,5f3ba6223fd5b671b22055da,www.mypriceindia.com,wb150f,150,/,/,samsungwb150f,1.0,18,10.65,5.99,188.2,,samsung
5324,5f3ba6223fd5b671b22055e8,www.mypriceindia.com,s9600,9600,/,/,nikoncoolpixs9600,4,22,,,,,nikon
5325,5f3ba6223fd5b671b22055f7,www.mypriceindia.com,a58k,58,/,/,sonyalphaslta58k,,3,12.86,9.55,573,Exmor APS HD CMOS,sony
5326,5f3ba6223fd5b671b22055fb,www.mypriceindia.com,x10,10,/,/,fujifilmfinepixx10,2,4,,,,EXR CMOS,fujifilm
6997,5f3ba6213fd5b671b22054a4,www.mypriceindia.com,fh5,5,/,/,panasoniclumixdmcfh5,4,4,,,,CCD,panasonic
6998,5f3ba6213fd5b671b22054b0,www.mypriceindia.com,s8100,8100,/,/,nikoncoolpixs8100,4,10,,,,,nikon
6999,5f3ba6213fd5b671b22054b6,www.mypriceindia.com,dschx60v,60,/,/,sonycybershotdschx60v,120,30,,,,Exmor R CMOS Sensor,sony
7000,5f3ba6213fd5b671b22054b7,www.mypriceindia.com,sz1,1,/,/,panasoniclumixdmcsz1,4,10,9.9,5.9399999999999995,131,CCD,panasonic
7001,5f3ba6213fd5b671b22054c9,www.mypriceindia.com,p340,340,/,/,nikoncoolpixp340,4,5,,,,BSI CMOS,nikon
7002,5f3ba6213fd5b671b22054d0,www.mypriceindia.com,s3400,3400,/,/,nikoncoolpixs3400,4,7,,,,,nikon
7004,5f3ba6213fd5b671b22054f3,www.mypriceindia.com,fx78,78,/,/,panasoniclumixdmcfx78,4,5,,,,,panasonic
7005,5f3ba6213fd5b671b2205507,www.mypriceindia.com,s1100pj,1100,/,/,nikoncoolpixs1100pj,4,5,,,,,nikon
7006,5f3ba6213fd5b671b220550f,www.mypriceindia.com,s32,32,/,/,nikoncoolpixs32,4,3,,,,,nikon
7007,5f3ba6213fd5b671b2205515,www.mypriceindia.com,hs35,35,/,/,fujifilmfinepixhs35,2,30,,,,,fujifilm
7008,5f3ba6213fd5b671b2205522,www.mypriceindia.com,s6800,6800,/,/,fujifilmfinepixs6800,2,30,,,,,fujifilm
7010,5f3ba6213fd5b671b2205557,www.mypriceindia.com,dv150f,150,/,/,samsungdv150f,4,5,,,,,samsung
7011,5f3ba6213fd5b671b220555f,www.mypriceindia.com,hz15,15,/,/,pentaxricohhz15,6,15,,,,,pentax
7012,5f3ba6223fd5b671b2205568,www.mypriceindia.com,l30,30,/,/,fujifilmfinepixl30,5.7,3,,,,,fujifilm
7013,5f3ba6223fd5b671b220556b,www.mypriceindia.com,700d,700,/,/,canoneos700d,,10,,,,CMOS,canon
7014,5f3ba6223fd5b671b220559a,www.mypriceindia.com,wx220,220,/,/,sonycybershotdscwx220,4,10,,,,Exmor R CMOS,sony
7015,5f3ba6223fd5b671b220559d,www.mypriceindia.com,l27,27,/,/,nikoncoolpixl27,4,5,9.64,5.92,161,,nikon
7017,5f3ba6223fd5b671b22055cd,www.mypriceindia.com,a2400,2400,/,/,canonpowershota2400,4,5,9.440000000000001,5.42,126,,canon
7018,5f3ba6223fd5b671b22055d8,www.mypriceindia.com,d4s,4,/,/,nikond4s,,,,,,CMOS,nikon
7019,5f3ba6223fd5b671b22055e1,www.mypriceindia.com,s6800,6800,/,/,nikoncoolpixs6800,4,12,,,,,nikon
7020,5f3ba6223fd5b671b22055ed,www.mypriceindia.com,qx100,100,/,/,sonycybershotdscqx100,,3.6,,,179,,sony
7021,5f3ba6223fd5b671b22055f0,www.mypriceindia.com,wx350,350,/,/,sonycybershotwx350,204,20,,,,Exmor R CMOS,sony
8756,5f3ba6213fd5b671b22054a8,www.mypriceindia.com,s2980,2980,/,/,fujifilmfinepixs2980,6.7,18,,,,,fujifilm
8758,5f3ba6213fd5b671b22054b2,www.mypriceindia.com,fz151,151,/,/,kodakpixprofz151,6,15,,,,,kodak
8759,5f3ba6213fd5b671b22054d1,www.mypriceindia.com,fz200,200,/,/,panasoniclumixdmcfz200,4,24,,,,High Sensitivity MOS,panasonic
8760,5f3ba6213fd5b671b22054e5,www.mypriceindia.com,w710,710,/,/,sonycybershotdscw710,20,5,9.7,5.51,114,,sony
8763,5f3ba6213fd5b671b2205528,www.mypriceindia.com,sp620uz,620,/,/,olympussp620uz,4,21,,,,,olympus
8764,5f3ba6213fd5b671b2205539,www.mypriceindia.com,s5200,5200,/,/,nikoncoolpixs5200,4,6,9.77,5.84,146,CMOS,nikon
8766,5f3ba6213fd5b671b220555c,www.mypriceindia.com,x20,20,/,/,fujifilmfinepixx20,2,,,,,X-Trans CMOS II,fujifilm
8767,5f3ba6223fd5b671b2205579,www.mypriceindia.com,cx240e,240,/,/,sonyhdrcx240e,320,27,,,,Back Illuminated Exmor R CMOS Sensor,sony
8768,5f3ba6223fd5b671b220557d,www.mypriceindia.com,sl300,300,/,/,fujifilmfinepixsl300,6.7,30,,,,,fujifilm
8769,5f3ba6223fd5b671b2205589,www.mypriceindia.com,d90,90,/,/,nikond90,,8,,,,,nikon
8771,5f3ba6223fd5b671b22055bb,www.mypriceindia.com,wx300,300,/,/,sonycybershotdscwx300,,20,9.6,5.49,166,Exmor R CMOS,sony
8773,5f3ba6223fd5b671b22055c9,www.mypriceindia.com,rx100,100-2,/,/,sonycybershotdscrx100,14,3.6,10.16,5.8100000000000005,281,Exmor R COMS,sony
8774,5f3ba6223fd5b671b22055ce,www.mypriceindia.com,7k,7,/,/,sonydigitalemountilce7k,2,,,,,Exmor CMOS,sony
8775,5f3ba6223fd5b671b22055d5,www.mypriceindia.com,d300s,300,/,/,nikond300s,,7.5,,,,,nikon
8776,5f3ba6223fd5b671b22055e4,www.mypriceindia.com,s3300,3300,/,/,fujifilmfinepixs3300,6.7,26,,,,,fujifilm
10481,5f3ba6213fd5b671b22054a2,www.mypriceindia.com,sh50,50,/,/,olympussh50,4,24,,,,CMOS,olympus
10482,5f3ba6213fd5b671b22054ba,www.mypriceindia.com,3500j,3500,/,/,sonyilce3500j,,,,,,,sony
10483,5f3ba6213fd5b671b22054c2,www.mypriceindia.com,vg30,30,/,/,sonynexvg30,2,11.1,,,,Exmor APS HD CMOS,sony
10484,5f3ba6213fd5b671b22054cd,www.mypriceindia.com,ixus255,255,/,/,canonixus255,4,10,9.72,5.64,144,CMOS,canon
10485,5f3ba6213fd5b671b22054db,www.mypriceindia.com,df,,/,/,nikondfafs,,,,,,CMOS,nikon
10486,5f3ba6213fd5b671b22054e9,www.mypriceindia.com,ixus145,145,/,/,canonpowershotixus145,4,8,,,,,canon
10487,5f3ba6213fd5b671b22054ed,www.mypriceindia.com,hx50v,50,/,/,sonycybershotdschx50v,,30,10.809999999999999,6.43,272,Exmor R CMOS,sony
10489,5f3ba6213fd5b671b22054f5,www.mypriceindia.com,xf1,1,/,/,fujifilmfinepixxf1,2,4,10.790000000000001,6.15,225,EXR CMOS,fujifilm
10491,5f3ba6213fd5b671b22054ff,www.mypriceindia.com,5000y,5000,/,/,sonyalphailce5000y,4,,,,,Exmor APS HD CMOS,sony
10493,5f3ba6213fd5b671b220552a,www.mypriceindia.com,v250,250,/,/,panasonichcv250,150,50,,,,,panasonic
10494,5f3ba6213fd5b671b2205537,www.mypriceindia.com,l830,830,/,/,nikoncoolpixl830,4,34,,,,,nikon
10495,5f3ba6213fd5b671b220553a,www.mypriceindia.com,pj820e,820,/,/,sonyhdrpj820e,160,12,,,,Exmor R CMOS,sony
10497,5f3ba6213fd5b671b220553c,www.mypriceindia.com,s8500,8500,/,/,fujifilmfinepixs8500,,46,12.26,8.690000000000001,670,CMOS,fujifilm
10499,5f3ba6213fd5b671b220554c,www.mypriceindia.com,l28,28,/,/,nikoncoolpixl28,4,5,9.45,5.9799999999999995,164,,nikon
10500,5f3ba6213fd5b671b2205551,www.mypriceindia.com,fz70,70,/,/,panasoniclumixdmcfz70,2,60,,,,CMOS,panasonic
10501,5f3ba6213fd5b671b2205560,www.mypriceindia.com,s110,110,/,/,canonpowershots110,4,5,9.879999999999999,5.9,198,,canon
10502,5f3ba6223fd5b671b220557a,www.mypriceindia.com,s5,5,/,/,panasoniclumixdmcs5,4,4,9.790000000000001,5.66,112,CCD,panasonic
10503,5f3ba6223fd5b671b2205590,www.mypriceindia.com,ixus510,510,/,/,canonixus510,4,12,8.58,5.35,163,CMOS,canon
10505,5f3ba6223fd5b671b2205599,www.mypriceindia.com,s3600,3600,/,/,nikoncoolpixs3600,4,8,,,,CCD,nikon
10506,5f3ba6223fd5b671b22055a1,www.mypriceindia.com,gf5w,5,/,/,panasoniclumixdmcgf5w,2,,,,,CMOS,panasonic
10507,5f3ba6223fd5b671b22055b3,www.mypriceindia.com,sd1000e,1000,/,/,sonydcrsd1000e,160,12,,,,Exmor R CMOS Image Sensor,sony
10508,5f3ba6223fd5b671b22055c6,www.mypriceindia.com,mx1,1,/,/,pentaxmx1,4,4,,,,,pentax
10509,5f3ba6223fd5b671b22055d1,www.mypriceindia.com,sz7,7,/,/,panasoniclumixdmcsz7,4,10,9.9,5.9399999999999995,133,MOS,panasonic
10511,5f3ba6223fd5b671b22055db,www.mypriceindia.com,s9700,9700,/,/,nikoncoolpixs9700,4,30,,,,,nikon
10512,5f3ba6223fd5b671b22055e0,www.mypriceindia.com,qx10,10,/,/,sonycybershotdscqx10,,10,,,,,sony
10513,5f3ba6223fd5b671b22055ea,www.mypriceindia.com,sx170,170,/,/,canonpowershotsx170,4,16,,,,CCD,canon
10514,5f3ba6223fd5b671b22055ec,www.mypriceindia.com,l620,620,/,/,nikoncoolpixl620,2,14,,,,,nikon
10515,5f3ba6223fd5b671b22055f2,www.mypriceindia.com,a3000,3000,/,/,sonyalphaa3000,4,3,12.8,9.09,411,Exmor APS HD CMOS,sony
12243,5f3ba6213fd5b671b22054a1,www.mypriceindia.com,77m2,77,/,/,sonyilca77m2,4,,,,,Exmor CMOS,sony
12244,5f3ba6213fd5b671b22054ac,www.mypriceindia.com,wx80,80,/,/,sonycybershotdscwx80,32,8,9.23,5.25,124,Exmor R CMOS,sony
12246,5f3ba6213fd5b671b22054bf,www.mypriceindia.com,d800,800,/,/,nikond800,,,,,,CMOS,nikon
12247,5f3ba6213fd5b671b22054c1,www.mypriceindia.com,w730,730,/,/,sonycybershotdscw730,32,8,9.309999999999999,5.2299999999999995,122,,sony
12248,5f3ba6213fd5b671b22054c5,www.mypriceindia.com,70d,70,/,/,canoneos70d,3,5,,,,CMOS,canon
12249,5f3ba6213fd5b671b22054ce,www.mypriceindia.com,w830,830,/,/,sonycybershotdscw830,32,8,,,,,sony
12251,5f3ba6213fd5b671b22054f1,www.mypriceindia.com,hs28exr,28,/,/,fujifilmfinepixhs28exr,2,30,,,,,fujifilm
12253,5f3ba6213fd5b671b2205501,www.mypriceindia.com,7s,7,/,/,sonyalphailce7s,,,,,,Exmor CMOS,sony
12255,5f3ba6213fd5b671b2205514,www.mypriceindia.com,f5,5,/,/,panasoniclumixdmcf5,4,5,9.74,5.8,121,,panasonic
12256,5f3ba6213fd5b671b220552d,www.mypriceindia.com,hx400v,400,/,/,sonycybershotdschx400v,50,50,,,,Exmor R CMOS,sony
12257,5f3ba6213fd5b671b220554a,www.mypriceindia.com,s2700,2700,/,/,nikoncoolpixs2700,4,6,9.48,5.779999999999999,125,,nikon
12258,5f3ba6213fd5b671b220554d,www.mypriceindia.com,d810,810,/,/,nikond810,,,,,,CMOS,nikon
12259,5f3ba6223fd5b671b2205581,www.mypriceindia.com,hs50,50,/,/,fujifilmfinepixhs50,2,42,13.49,10.129999999999999,808,EXR CMOS II,fujifilm
12260,5f3ba6223fd5b671b220558a,www.mypriceindia.com,rx10,10,/,/,sonycybershotdscrx10,6.6,8.3,,,,BSI CMOS,sony
12261,5f3ba6223fd5b671b220559f,www.mypriceindia.com,v750,750,/,/,panasonichcv750,60,20,,,,BSI CMOS,panasonic
12262,5f3ba6223fd5b671b22055b0,www.mypriceindia.com,a3400,3400,/,/,canonpowershota3400,4,5,9.440000000000001,5.63,141,,canon
12263,5f3ba6223fd5b671b22055bd,www.mypriceindia.com,l820,820,/,/,nikoncoolpixl820,4,30,,,,CMOS,nikon
12264,5f3ba6223fd5b671b22055bf,www.mypriceindia.com,p7800,7800,/,/,nikoncoolpixp7800,4,7.1,11.85,7.75,399,CMOS,nikon
12265,5f3ba6223fd5b671b22055c8,www.mypriceindia.com,s9400,9400,/,/,nikoncoolpixs9400,4,18,11.01,6.029999999999999,200,CMOS,nikon
12266,5f3ba6223fd5b671b22055d0,www.mypriceindia.com,a4000,4000,/,/,canonpowershota4000,4,8,9.53,5.63,145,,canon
12268,5f3ba6223fd5b671b22055fa,www.mypriceindia.com,x920,920,/,/,panasonichcx920,40,12,,,,,panasonic
14063,5f3ba6213fd5b671b22054b4,www.mypriceindia.com,s100,100,/,/,nikoncoolpixs100,4,5,,,,,nikon
14064,5f3ba6213fd5b671b22054ca,www.mypriceindia.com,h400,400,/,/,sonycybershotdsch400,,63.3,,,,,sony
14065,5f3ba6213fd5b671b22054df,www.mypriceindia.com,xe1,1,/,/,fujifilmxe1,,,,,,X-Trans CMOS,fujifilm
14067,5f3ba6213fd5b671b22054e6,www.mypriceindia.com,sz16,16,/,/,olympussz16,4,24,10.790000000000001,6.970000000000001,227,CMOS,olympus
14068,5f3ba6213fd5b671b22054ec,www.mypriceindia.com,tz30,30,/,/,panasoniclumixdmctz30,4,20,,,,CMOS,panasonic
14069,5f3ba6213fd5b671b22054f9,www.mypriceindia.com,rx1,1,/,/,sonycybershotdscrx1,2,,11.33,6.540000000000001,482,,sony
14070,5f3ba6213fd5b671b22054fa,www.mypriceindia.com,s2800,2800,/,/,nikoncoolpixs2800,4,5,,,,CCD,nikon
14072,5f3ba6213fd5b671b2205513,www.mypriceindia.com,k50,50,/,/,pentaxk50,,,,,,CMOS,pentax
14074,5f3ba6213fd5b671b220553d,www.mypriceindia.com,st72,72,/,/,samsungst72,1,5,9.440000000000001,5.8,114.0,,samsung
14075,5f3ba6213fd5b671b2205542,www.mypriceindia.com,vg190,190,/,/,olympusvg190,4,5,,,,,olympus
14076,5f3ba6213fd5b671b220554b,www.mypriceindia.com,g1x,1-2,/,/,canonpowershotg1x,4,5,,,,CMOS,canon
14077,5f3ba6223fd5b671b220556d,www.mypriceindia.com,p530,530,/,/,nikoncoolpixp530,4,42,,,,CMOS,nikon
14078,5f3ba6223fd5b671b2205570,www.mypriceindia.com,ixus265,265,/,/,canonixus265,4,12,,,,CMOS,canon
14079,5f3ba6223fd5b671b2205576,www.mypriceindia.com,wb350f,350,/,/,samsungwb350f,,21,,,,,samsung
14080,5f3ba6223fd5b671b22055a0,www.mypriceindia.com,dc3,3,/,/,panasonichxdc3,120,5,,,,MOS,panasonic
14081,5f3ba6223fd5b671b22055ae,www.mypriceindia.com,p330,330,/,/,nikoncoolpixp330,2,5,10.3,5.83,200,CMOS,nikon
14082,5f3ba6223fd5b671b22055b9,www.mypriceindia.com,s5300,5300,/,/,nikoncoolpixs5300,4,8,,,,,nikon
14084,5f3ba6223fd5b671b22055d7,www.mypriceindia.com,mini8,8,/,/,fujifilminstaxmini8,,0.37,,,,,fujifilm
14086,5f3ba6223fd5b671b22055eb,www.mypriceindia.com,jz700,700,/,/,fujifilmfinepixjz700,2,8,9.940000000000001,5.7,134,CMOS,fujifilm
14087,5f3ba6223fd5b671b22055f6,www.mypriceindia.com,g5k,5,/,/,panasoniclumixdmcg5k,2,,,,,Live MOS,panasonic
15776,5f3ba6213fd5b671b22054c4,www.mypriceindia.com,a6000,6000,/,/,sonyalphaa6000,2,,,,,CMOS,sony
15777,5f3ba6213fd5b671b22054c7,www.mypriceindia.com,wg10,10,/,/,pentaxwg10,6.7,5,,,,,pentax
15778,5f3ba6213fd5b671b22054d2,www.mypriceindia.com,7r,7,/,/,sonyilce7r,2,,,,,Exmor CMOS,sony
15779,5f3ba6213fd5b671b22054d6,www.mypriceindia.com,j1,1,/,/,nikon1j1,,,,,,CMOS,nikon
15781,5f3ba6213fd5b671b220550d,www.mypriceindia.com,s6600,6600,/,/,nikoncoolpixs6600,4,12,9.690000000000001,5.71,165,CMOS,nikon
15782,5f3ba6213fd5b671b2205510,www.mypriceindia.com,ls5,5,/,/,panasoniclumixdmcls5,4,5,,,,,panasonic
15784,5f3ba6213fd5b671b2205517,www.mypriceindia.com,s4400,4400,/,/,nikoncoolpixs4400,4,6,,,,CCD,nikon
15785,5f3ba6213fd5b671b2205519,www.mypriceindia.com,as30v,30,/,/,sonyhdras30v,,,,,,Back-illuminated Exmor R CMOS,sony
