,key,row_key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_width,famer_height,famer_height,famer_weight,famer_weight,famer_sensor,famer_brand_list
1896,5f3ba61e3fd5b671b2200737,29,cammarkt.com,"ist ds\,istds",,/,027075086722,pentaxistds,,,4.9,12.446000000000002,,9.144,,684.92392,CCD,pentax
1897,5f3ba61e3fd5b671b2200743,30,cammarkt.com,d3200,3200,/,18208925179,nikond3200,,,,,,,,453.592,CMOS,nikon
1898,5f3ba61e3fd5b671b2200748,31,cammarkt.com,d5100,5100,/,018208885121,nikond5100,,3.0,5.0,12.7,,9.652,,1360.7759999999998,,nikon
1899,5f3ba61e3fd5b671b2200756,32,cammarkt.com,d5100,5100,/,18208919758,nikond5100,,3.0,5.0,12.7,,9.652,,1383.4555999999998,CMOS,nikon
3677,5f3ba61e3fd5b671b22006a6,33,cammarkt.com,k110d,110,/,0027075121430,pentaxk110d,,,5.1,12.953999999999999,,9.2,,557.91816,CCD,pentax
3678,5f3ba61e3fd5b671b22006a8,34,cammarkt.com,d3000,3000,/,0018208916603,nikond3000,,3.0,12.7,12.7,,9.652,,458.12791999999996,CCD,nikon
3679,5f3ba61e3fd5b671b22006af,35,cammarkt.com,e10,10,/,050332131354,olympuse10,,,5.0,12.7,,10.414,,1133.98,,olympus
3680,5f3ba61e3fd5b671b22006b5,36,cammarkt.com,j2,2,/,,nikon1j2,,,10.6,,,6.1,,281.22704,CMOS,nikon
3681,5f3ba61e3fd5b671b22006b8,37,cammarkt.com,d7100,7100,/,,nikond7100,,,5.3,13.462,,10.668000000000001,,2902.9888,CMOS,nikon
3682,5f3ba61e3fd5b671b22006c7,38,cammarkt.com,d600,600,/,18208924936,nikond600,,,,,,,5.05,2290.6396,CMOS,nikon
3683,5f3ba61e3fd5b671b22006d5,39,cammarkt.com,ep1,1,/,050332169821,olympuspenep1,,,12.1,12.1,,6.985,,349.27 ,Live MOS,olympus
3684,5f3ba61e3fd5b671b22006de,40,cammarkt.com,d750,750,/,,nikond750,,,,,,,,0.0,,nikon
3685,5f3ba61e3fd5b671b22006df,41,cammarkt.com,645d,645,/,,pentax645d,,,,,,,,1587.572,CCD,pentax
3686,5f3ba61e3fd5b671b22006eb,42,cammarkt.com,d3200,3200,/,018208925063,nikond3200,,,,,,,,0.0,,nikon
3687,5f3ba61e3fd5b671b22006ef,43,cammarkt.com,d7100,7100,/,018208015139,nikond7100,,,5.3,13.462,,10.668000000000001,,766.57048,,nikon
3688,5f3ba61e3fd5b671b22006f0,44,cammarkt.com,d40x,40,/,018208094219,nikond40x,,80.0,4.96,12.5984,,9.398000000000001,,498.95120000000003,CCD,nikon
3689,5f3ba61e3fd5b671b2200712,45,cammarkt.com,kx,,/,846840008963,pentaxkx,,3.0,4.8,12.192,,9.144,,589.6696,,pentax
3690,5f3ba61e3fd5b671b2200716,46,cammarkt.com,"rebel xt\,rebelxt",,/,013803049626,canonrebelxt,,,12.6,12.6,,9.4,,680.3879999999999,CMOS,canon
3691,5f3ba61e3fd5b671b220071e,47,cammarkt.com,k5,5-2,/,27075176676,pentaxk5,,3.0,13.2,13.2,,9.7,,739.3549599999999,CMOS,pentax
3692,5f3ba61e3fd5b671b220072d,48,cammarkt.com,k30,30,/,,pentaxk30,,,13.0,13,,9.7,,635.0287999999999,CMOS,pentax
3693,5f3ba61e3fd5b671b220073f,49,cammarkt.com,istdl,,/,0027075115736,pentaxistdl,,,12.4,12.4,,9.144,,471.73568,CCD,pentax
3694,5f3ba61e3fd5b671b2200749,50,cammarkt.com,k30,30,/,,pentaxk30,,,,,,,2.0,907.184,CMOS,pentax
3695,5f3ba61e3fd5b671b220074b,51,cammarkt.com,d5100,5100,/,18208919758,nikond5100,,3.0,12.7,12.7,,9.7,,8,CMOS,nikon
3696,5f3ba61e3fd5b671b2200751,52,cammarkt.com,d3000,3000,/,0018208916566,nikond3000,,,4.96,12.5984,,9.7,,485.34344,CCD,nikon
3697,5f3ba61e3fd5b671b2200755,53,cammarkt.com,60d,60,/,13803129113,canoneos60d,,,,,,,1.49,675.85208,CMOS,canon
5444,5f3ba61e3fd5b671b220069f,54,cammarkt.com,"rebel xti\,rebelxti",,/,013803066104,canonrebelxti,,,4.98,12.6492,,9.4,,508.02 ,CMOS,canon
5445,5f3ba61e3fd5b671b22006ab,55,cammarkt.com,dmcgh3k,3,/,"5025232701612\nhigher-end cameras may allow you to separate the camera body from the lens\,allowing you to interchange lenses for different types of photography.",panasoniclumixdmcgh3k,,,,,,,1.3,589.6696,MOS,panasonic
5446,5f3ba61e3fd5b671b22006be,56,cammarkt.com,v2,2,/,18208276028,nikon1v2,,,,,,,,335.66 ,CCD,nikon
5447,5f3ba61e3fd5b671b22006cd,57,cammarkt.com,d3300,3300,/,018208015337,nikond3300,,3.0,,,,,,0.0,,nikon
5448,5f3ba61e3fd5b671b22006d7,58,cammarkt.com,60da,60,/,8714574584652,canoneos60da,,,10.6,10.6,3.09,7.848599999999999,,675.85 ,,canon
5449,5f3ba61e3fd5b671b22006e6,59,cammarkt.com,k30,30,/,,pentaxk30,,,,,,,1.3,589.6696,CMOS,pentax
5450,5f3ba61e3fd5b671b22006fa,60,cammarkt.com,kr,,/,27075175563,pentaxkr,,,,,,,1.2,544.3104,CMOS,pentax
5451,5f3ba61e3fd5b671b220070d,61,cammarkt.com,7d,7,/,8714574542577,canoneos7d,,,5.8,14.732,,11.2,,821 ,CMOS,canon
5452,5f3ba61e3fd5b671b2200710,62,cammarkt.com,d5200,5200,/,,nikond5200,,,,,,,,360.78 ,CMOS,nikon
5453,5f3ba61e3fd5b671b220071a,63,cammarkt.com,k5,5-2,/,27075176676,pentaxk5,,3.0,5.2,13.208,,9.7,,0.0,CMOS,pentax
5454,5f3ba61e3fd5b671b2200726,64,cammarkt.com,60d,60,/,,canoneos60d,,11.0,5.69,14.4526,,10.6,,680.3879999999999,CMOS,canon
5455,5f3ba61e3fd5b671b2200727,65,cammarkt.com,k30,30,/,,pentaxk30,,,,,,,,589.6696,CMOS,pentax
5456,5f3ba61e3fd5b671b220072f,66,cammarkt.com,k30,30,/,,pentaxk30,,,13.0,13,,9.7,,635.0287999999999,CMOS,pentax
5457,5f3ba61e3fd5b671b2200741,67,cammarkt.com,7d,7,/,8714574542638,canoneos7d,,,,,,,,816.4656,CMOS,canon
5458,5f3ba61e3fd5b671b2200747,68,cammarkt.com,7d,7,/,8714574542690,canoneos7d,,,5.8,14.732,,11.176000000000002,,821.00152,CMOS,canon
5459,5f3ba61e3fd5b671b220075d,69,cammarkt.com,t3,3,/,,canoneosrebelt3,,3.0,,,,,494.42,494.42 ,CMOS,canon
7155,5f3ba61e3fd5b671b22006aa,70,cammarkt.com,60d,60,/,845251021325.0,canoneos60d,,7.5,5.69,14.4526,,10.5918,,1315.4168,CMOS,canon
7156,5f3ba61e3fd5b671b22006ad,71,cammarkt.com,30d,30,/,13803083958.0,canoneos30d,,,14.5,14.5,,10.668000000000001,,698.5316799999999,CMOS,canon
7157,5f3ba61e3fd5b671b22006b1,72,cammarkt.com,kx,,/,,pentaxkx,,,,,,,,589.6696,,pentax
7158,5f3ba61e3fd5b671b22006c3,73,cammarkt.com,d40x,40,/,18208853533.0,nikond40x,,,12.6,12.6,,9.398000000000001,,494.41528,CCD,nikon
7159,5f3ba61e3fd5b671b22006ca,74,cammarkt.com,e5,5,/,4545350032401.0,olympuse5,,,14.2,14.2,,11.7,,893.58 ,MOS,olympus
7160,5f3ba61e3fd5b671b22006d6,75,cammarkt.com,k5,5,/,27075176546.0,pentaxk5,,,5.2,13.208,,9.7,,662.24 ,CMOS,pentax
7161,5f3ba61e3fd5b671b22006db,76,cammarkt.com,t4i,4,/,,canoneosrebelt4i,,,,,,,5.0,2267.96,CMOS,canon
7162,5f3ba61e3fd5b671b22006f4,77,cammarkt.com,k7,7,/,27075150270.0,pentaxk7,,,13.0,,,9.7,,226.796,CMOS,pentax
7163,5f3ba61e3fd5b671b22006fd,78,cammarkt.com,d5200,5200,/,,nikond5200,,,,,,,,1564.8924,CMOS,nikon
7164,5f3ba61e3fd5b671b2200709,79,cammarkt.com,a3000,3000,/,27242870789.0,sonya3000,4,3.0,,,,,2.33,1056.86936,,sony
7165,5f3ba61e3fd5b671b220070a,80,cammarkt.com,d3100,3100,/,18208097982.0,nikond3100,,,12.4,,,9.7,,453.592,CCD,nikon
7166,5f3ba61e3fd5b671b220070f,81,cammarkt.com,"rebel xti\,rebelxti",,/,660685001770.0,canonrebelxti,,5.0,4.98,12.6492,,9.4234,,2413.10944,,canon
7167,5f3ba61e3fd5b671b2200718,82,cammarkt.com,k30,30,/,,pentaxk30,,,13.0,13,,9.652,,635.0287999999999,CMOS,pentax
7168,5f3ba61e3fd5b671b2200729,83,cammarkt.com,k30,30,/,,pentaxk30,,,13.0,13,,9.652,,635.0287999999999,CMOS,pentax
7169,5f3ba61e3fd5b671b220072b,84,cammarkt.com,d610,610,/,,nikond610,,3.5,5.6,14.223999999999998,,11.176000000000002,,3175.144,,nikon
7170,5f3ba61e3fd5b671b220072c,85,cammarkt.com,d3100,3100,/,18208097982,nikond3100,,,12.4,,,9.7,,453.59 ,CCD,nikon
7171,5f3ba61e3fd5b671b2200730,86,cammarkt.com,t5i,5,/,,canoneosrebelt5i,,,,,,,1.16,526.1667199999999,CMOS,canon
7172,5f3ba61e3fd5b671b2200758,87,cammarkt.com,e500,500,/,050332156555,olympusevolte500,,,12.7,12.7,,6.6,,435.45 ,CCD,olympus
7173,5f3ba61e3fd5b671b220075c,88,cammarkt.com,kr,,/,27075175709,pentaxkr,,,4.9,12.446000000000002,,9.652,,544.3104,CMOS,pentax
8887,5f3ba61e3fd5b671b22006a0,89,cammarkt.com,d7100,7100,/,018208929740,nikond7100,,,5.3,13.462,,10.668000000000001,,766.57048,,nikon
8888,5f3ba61e3fd5b671b22006ae,90,cammarkt.com,t5i,5,/,,canoneosrebelt5i,,,,,,,1.28,580.59776,CMOS,canon
8889,5f3ba61e3fd5b671b22006b7,91,cammarkt.com,x5,5,/,689466595680,pentax12761pentax12761x5,2,,4.7,11.938,,8.636,,1360.7759999999998,,pentax
8890,5f3ba61e3fd5b671b22006bf,92,cammarkt.com,5d,5-3,/,8714574583242,canoneos5d,2,,6.0,15.24,,11.684,,858.98985,,canon
8891,5f3ba61e3fd5b671b22006c9,93,cammarkt.com,k20d,20,/,27075130814,pentaxk20d,,,14.1,14.1,,10.1,,716.67536,CMOS,pentax
8892,5f3ba61e3fd5b671b22006e4,94,cammarkt.com,k30,30,/,,pentaxk30,,,5.1,12.953999999999999,,9.7,,635.0287999999999,CMOS,pentax
8893,5f3ba61e3fd5b671b22006e5,95,cammarkt.com,20d,20,/,13803044454,canoneos20d,,,14.5,14.5,,10.7,,684.92392,CMOS,canon
8894,5f3ba61e3fd5b671b22006f8,96,cammarkt.com,v2,2,/,,nikon1v2,,,10.7,,,8.1,,276.69112,CMOS,nikon
8895,5f3ba61e3fd5b671b2200719,97,cammarkt.com,e500,500,/,050332156555,olympusevolte500,,,5.0,12.7,,6.6,,435.44831999999997,CCD,olympus
8896,5f3ba61e3fd5b671b2200720,98,cammarkt.com,550d,550,/,833779830024,canoneos550d,,,5.1,12.953999999999999,,9.652,,476.2716,,canon
8897,5f3ba61e3fd5b671b220073b,99,cammarkt.com,a77vm,77,/,,sonya77vm,,,,,,,1.0,453.592,CMOS,sony
8898,5f3ba61e3fd5b671b220075b,100,cammarkt.com,d5200,5200,/,,nikond5200,,,,,,,,1360.7759999999998,CMOS,nikon
10642,5f3ba61e3fd5b671b22006b2,101,cammarkt.com,50d,50,/,915436789750,canoneos50d,,,5.7,14.478000000000002,4.2,10.668000000000001,,728.58215,,canon
10643,5f3ba61e3fd5b671b22006ba,102,cammarkt.com,k5,5-2,/,27075176546,pentaxk5,,,13.2,,,9.7,,662.24432,CMOS,pentax
10644,5f3ba61e3fd5b671b22006bc,103,cammarkt.com,t3,3,/,8714574570051,canoneosrebelt3,,3.0,,,,,1.09,494.41528,CMOS,canon
10645,5f3ba61e3fd5b671b22006c5,104,cammarkt.com,5d,5-3,/,8714574583273,canoneos5d,2,,6.0,15.24,,11.684,,1900.55048,,canon
10646,5f3ba61e3fd5b671b22006cb,105,cammarkt.com,q,,/,027075207967,pentaxq,,,3.9,9.906,,5.842,,907.184,,pentax
10647,5f3ba61e3fd5b671b22006ed,106,cammarkt.com,d2xs,2,/,0018208911806,nikond2xs,,,6.2,15.748000000000001,,14.986,,1088.6208,CMOS,nikon
10648,5f3ba61e3fd5b671b220070e,107,cammarkt.com,40d,40,/,681066659496,canoneos40d,,,14.5,14.5,,10.668000000000001,,739.3549599999999,CMOS,canon
10649,5f3ba61e3fd5b671b2200717,108,cammarkt.com,d200,200,/,410000215760,nikond200,,,5.8,14.732,,11.176000000000002,,821 ,CCD,nikon
10650,5f3ba61e3fd5b671b220071c,109,cammarkt.com,k5,5-2,/,27075176546,pentaxk5,,,5.2,13.208,,9.7,,662.24432,CMOS,pentax
10651,5f3ba61e3fd5b671b2200721,110,cammarkt.com,t3i,3,/,845251029512,canoneosrebelt3i,,,,,,,,517.09488,CMOS,canon
10652,5f3ba61e3fd5b671b2200725,111,cammarkt.com,k30,30,/,,pentaxk30,,,,,,,1.3,589.6696,CMOS,pentax
10653,5f3ba61e3fd5b671b2200735,112,cammarkt.com,slta99v,99,/,27242847569,sonyalphaslta99v,4,,,,,,,453.592,CMOS,sony
10654,5f3ba61e3fd5b671b220073c,113,cammarkt.com,slta57k,57,/,27242847545,sonyalphaslta57k,,3.0,,,,,4.9,2222.6008,CMOS,sony
10655,5f3ba61e3fd5b671b220074a,114,cammarkt.com,v2,2,/,,nikon1v2,,80.0,,,,,2.15,975.2227999999999,CMOS,nikon
10656,5f3ba61e3fd5b671b2200757,115,cammarkt.com,e420,420,/,4545350015978,olympusevolte420,,,5.1,12.953999999999999,,9.0932,,381.02 ,Live MOS,olympus
10657,5f3ba61e3fd5b671b2200759,116,cammarkt.com,a55,55,/,4905524686357,sonya55,,3.0,12.4,12.4,,9.1948,,439.98424,CMOS,sony
12415,5f3ba61e3fd5b671b22006a2,117,cammarkt.com,kr,,/,,pentaxkr,,3.0,4.9,12.446000000000002,,9.7028,,598.74144,CMOS,pentax
12416,5f3ba61e3fd5b671b22006ac,118,cammarkt.com,d40x,40,/,018208094219,nikond40x,,80.0,4.96,12.5984,,9.398000000000001,,498.95120000000003,CCD,nikon
12417,5f3ba61e3fd5b671b22006ce,119,cammarkt.com,kr,,/,27075175709,pentaxkr,,,4.9,12.446000000000002,,9.7,,544.3104,CMOS,pentax
12418,5f3ba61e3fd5b671b22006d9,120,cammarkt.com,sd15,15,/,85126927165,sigmasd15,,,5.7,14.478000000000002,,10.668000000000001,,680.3879999999999,CMOS,sigma
12419,5f3ba61e3fd5b671b22006e3,121,cammarkt.com,"high definition telephoto\,highdefinitiontelephoto",,/,0084438999457,optekahighdefinition,,,,,,,,0.0,,opteka
12420,5f3ba61e3fd5b671b22006ec,122,cammarkt.com,ep1,1,/,050332169869,olympuspenep1,,3.0,12.1,12.1,,7,,349.26583999999997,Live MOS,olympus
12421,5f3ba61e3fd5b671b2200707,123,cammarkt.com,j3,3,/,,nikon1j3,,10.0,,,,,,539.7744799999999,CMOS,nikon
12422,5f3ba61e3fd5b671b2200713,124,cammarkt.com,m,,/,,canoneosm,,,,,,,,263.08335999999997,CMOS,canon
12423,5f3ba61e3fd5b671b2200723,125,cammarkt.com,sl1,1,/,8714574602660,canoneosrebelsl1,,,3.58,9.0932,,6.9088,,371.94543999999996,CMOS,canon
12424,5f3ba61e3fd5b671b220074f,126,cammarkt.com,kx,,/,27075158412,pentaxkx,,,4.8,12.192,,9.144,,517.09 ,CMOS,pentax
12425,5f3ba61e3fd5b671b220075a,127,cammarkt.com,k5,5-2,/,27075176546,pentaxk5,,,13.2,,,9.7,,662.24432,CMOS,pentax
14197,5f3ba61e3fd5b671b220069c,128,cammarkt.com,dmcg1,1,/,037988988341,panasoniclumixdmcg1,4,,4.88,12.395199999999999,,8.4,,9.07184,Live MOS,panasonic
14198,5f3ba61e3fd5b671b220069d,129,cammarkt.com,d610,610,/,,nikond610,,,,,,,,800.02289,,nikon
14199,5f3ba61e3fd5b671b22006bd,130,cammarkt.com,k3,3,/,,pentaxk3,,,5.2,13.208,,9.906,,714.4073999999999,,pentax
14200,5f3ba61e3fd5b671b22006d1,131,cammarkt.com,m,,/,,canoneosm,,,4.28,10.8712,2.62,6.654800000000001,,0.0,,canon
14201,5f3ba61e3fd5b671b22006d8,132,cammarkt.com,k30,30,/,,pentaxk30,,,5.1,12.953999999999999,,9.7,,635.0287999999999,"[""CMOS",pentax
14202,5f3ba61e3fd5b671b22006e0,133,cammarkt.com,"rebel xt\,rebelxt",,/,013803049541,canonrebelxt,,,4.98,12.6492,,9.4,,680.3879999999999,CMOS,canon
14203,5f3ba61e3fd5b671b22006fe,134,cammarkt.com,v2,2,/,18208276028,nikon1v2,,,,,,,,335.66 ,CCD,nikon
14204,5f3ba61e3fd5b671b2200700,135,cammarkt.com,d3100,3100,/,18208097982,nikond3100,,,4.9,12.446000000000002,,9.652,,453.592,CCD,nikon
14205,5f3ba61e3fd5b671b2200705,136,cammarkt.com,a65vm,65,/,"""27242846159""",sonya65vm,,,,,,,1.2,544.3104,"[""CMOS",sony
14206,5f3ba61e3fd5b671b220070c,137,cammarkt.com,k50,50,/,027075234352,pentaxk50,,,5.1,12.953999999999999,,9.652,,2018.4844,,pentax
14207,5f3ba61e3fd5b671b2200715,138,cammarkt.com,d5200,5200,/,018208015016,nikond5200,,,,,,,,0.0,,nikon
14208,5f3ba61e3fd5b671b2200724,139,cammarkt.com,k30,30,/,,pentaxk30,,,,,,,1.4,635.0287999999999,CMOS,pentax
14209,5f3ba61e3fd5b671b2200732,140,cammarkt.com,20d,20,/,750845820713,canoneos20d,,,14.5,,,10.668000000000001,,698.5316799999999,CMOS,canon
14210,5f3ba61e3fd5b671b2200733,141,cammarkt.com,d40,40,/,0018208254200,nikond40,,3.1,5.0,12.7,,9.398000000000001,,734.81904,,nikon
14211,5f3ba61e3fd5b671b2200745,142,cammarkt.com,d7100,7100,/,,nikond7100,,,13.5,,,10.668000000000001,,766.57 ,CMOS,nikon
15923,5f3ba61e3fd5b671b220069b,143,cammarkt.com,digilux3,3.0,/,,leicadigilux3,4,,5.74,14.579600000000001,,8.6868,,530.1356499999999,,leica
15924,5f3ba61e3fd5b671b22006a7,144,cammarkt.com,d30,30.0,/,082966162046,canoneosd30,,,5.88,14.9352,,10.642600000000002,,780.17824,,canon
15925,5f3ba61e3fd5b671b22006d2,145,cammarkt.com,dmcgh1k,1.0,/,5025232526444,panasonicdmcgh1k,4,,12.4,12.4,,8.4,,385.5532,Live MOS,panasonic
15926,5f3ba61e3fd5b671b22006d4,146,cammarkt.com,k500,500.0,/,027075261266,pentaxk500,,,,,,,,1918.6941600000002,,pentax
15927,5f3ba61e3fd5b671b22006e7,147,cammarkt.com,t2i,2.0,/,689466262469,canoneosrebelt2i,,,13.0,13,,9.7,,530.70264,CMOS,canon
15928,5f3ba61e3fd5b671b22006f1,148,cammarkt.com,t3,3.0,/,847413009776,eosrebelt3,,,,,,,,167.82904,,eos
15929,5f3ba61e3fd5b671b2200702,149,cammarkt.com,t2i,2.0,/,689466262469,canoneosrebelt2i,,,5.1,12.953999999999999,,9.652,,530.7 ,CMOS,canon
15930,5f3ba61e3fd5b671b220070b,150,cammarkt.com,d40,40.0,/,410100251750,nikond40,,3.0,12.7,12.7,,9.4,,734.81904,CCD,nikon
15931,5f3ba61e3fd5b671b220072a,151,cammarkt.com,kx,,/,27075158412,pentaxkx,,,12.2,12.2,,9.1,,589.6696,CMOS,pentax
15932,5f3ba61e3fd5b671b220073d,152,cammarkt.com,"rebel xs\,rebelxs",,/,8714574546759,canonrebelxs,,,4.96,12.5984,,9.7536,,449.06 ,CMOS,canon
15933,5f3ba61e3fd5b671b220073e,153,cammarkt.com,k20d,20.0,/,027075130814,pentaxk20d,,,5.57,14.1478,,10.1092,,725.7472,,pentax
15934,5f3ba61e3fd5b671b2200753,154,cammarkt.com,e520,520.0,/,4545350016173,olympusevolte520,,,5.35,13.588999999999999,,9.1,,476.2716,Live MOS,olympus
17661,5f3ba61e3fd5b671b220069e,155,cammarkt.com,20d,20,/,13803044430.0,canoneos20d,,,14.5,14.5,,10.668000000000001,,453.592,CMOS,canon
17662,5f3ba61e3fd5b671b22006a3,156,cammarkt.com,k01,01,/,,pentaxk01,,,,,,,,480.81 ,CMOS,pentax
17663,5f3ba61e3fd5b671b22006a5,157,cammarkt.com,t3i,3,/,8714574569567.0,canoneosrebelt3i,,7.5,5.2,13.208,,9.9,,517.09488,CMOS,canon
17664,5f3ba61e3fd5b671b22006b0,158,cammarkt.com,d5200,5200,/,018208927197,nikond5200,,,,,,,,0.0,,nikon
17665,5f3ba61e3fd5b671b22006b3,159,cammarkt.com,"rebel xsi\,rebelxsi",,/,8714574519708,canonrebelxsi,,,5.1,12.953999999999999,,9.652,,476.2716,CMOS,canon
17666,5f3ba61e3fd5b671b22006c1,160,cammarkt.com,d3100,3100,/,,nikond3100,,80.0,,,,,1.12,508.02304000000004,CMOS,nikon
17667,5f3ba61e3fd5b671b22006c4,161,cammarkt.com,d800e,800,/,18208254989,nikond800e,,80.0,,,,,2.0,907.184,CMOS,nikon
17668,5f3ba61e3fd5b671b22006cc,162,cammarkt.com,eos1d,1,/,,canoneos1d,,,,,,,7.55,3424.6196,CMOS,canon
17669,5f3ba61e3fd5b671b22006dc,163,cammarkt.com,"pocket cinema\,pocketcinema",,/,9338716001938,blackmagicpocketcinema,,,,,,,,771.1064,,magic
17670,5f3ba61e3fd5b671b22006e1,164,cammarkt.com,t3i,3,/,846840012212,canoneosrebelt3i,,,5.2,13.208,,9.906,,517.09 ,CMOS,canon
17671,5f3ba61e3fd5b671b22006ea,165,cammarkt.com,e420,420,/,050332163935,olympusevolte420,,,13.0,13,,9.144,,381.01727999999997,Live MOS,olympus
17672,5f3ba61e3fd5b671b22006ee,166,cammarkt.com,k5,5-2,/,,pentaxk5,,,,,,,0.0,0.0,CMOS,pentax
17673,5f3ba61e3fd5b671b22006f5,167,cammarkt.com,k5,5-2,/,27075176676,pentaxk5,,3.0,5.2,13.208,,9.652,,739.35 ,CMOS,pentax
17674,5f3ba61e3fd5b671b22006fb,168,cammarkt.com,d5200,5200,/,,nikond5200,,,,,,,,360.78 ,CMOS,nikon
17675,5f3ba61e3fd5b671b22006fc,169,cammarkt.com,d3000,3000,/,689466142754,nikond3000,,20.0,,,,,485.34,485.34 ,CCD,nikon
17676,5f3ba61e3fd5b671b22006ff,170,cammarkt.com,v2,2,/,18208276028,nikon1v2,,,,,,,,793.786,CCD,nikon
17677,5f3ba61e3fd5b671b2200706,171,cammarkt.com,e500,500,/,050332156555,olympusevolte500,,,5.0,12.7,,6.6,,2857.6295999999998,CCD,olympus
