key,row_key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba61e3fd5b671b22001c3,35,www.garricks.com.au,700d,700,/,/,canoneos700d,/,/,/,/,575,CMOS,canon
5f3ba61e3fd5b671b22001d4,36,www.garricks.com.au,epl5,5,/,/,olympuspenepl5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220015a,37,www.garricks.com.au,100d,100,/,/,canoneos100d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b220016e,38,www.garricks.com.au,d5200,5200,/,/,nikond5200,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b220016f,39,www.garricks.com.au,dscwx300,300,/,/,sonycybershotdscwx300,/,/,/,/,165,CMOS,sony
5f3ba61e3fd5b671b2200175,40,www.garricks.com.au,s3600,3600,/,/,nikoncoolpixs3600,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001b5,41,www.garricks.com.au,d7100,7100,/,/,nikond7100,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001bd,42,www.garricks.com.au,s9700,9700,/,/,nikoncoolpixs9700,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001c0,43,www.garricks.com.au,7d,7,/,/,canoneos7d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b22001c9,44,www.garricks.com.au,600d,600,/,/,canoneos600d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b22001d9,45,www.garricks.com.au,dscrx1r,1,/,/,sonycybershotdscrx1r,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b2200168,46,www.garricks.com.au,a77,77,/,/,sonya77,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b2200182,47,www.garricks.com.au,em5,5,/,/,olympusomdem5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b2200183,48,www.garricks.com.au,sp100,100,/,/,olympusstylussp100,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b2200190,49,www.garricks.com.au,7d,7,/,/,canoneos7d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b2200196,50,www.garricks.com.au,d5200,5200,/,/,nikond5200,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001a7,51,www.garricks.com.au,sz16,16,/,/,olympussz16,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001a9,52,www.garricks.com.au,5d,5-3,/,/,canoneos5d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b22001bf,53,www.garricks.com.au,epm2,2,/,/,olympuspenepm2,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001cc,54,www.garricks.com.au,d3200,3200,/,/,nikond3200,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001cd,55,www.garricks.com.au,700d,700,/,/,canoneos700d,/,/,/,/,575,CMOS,canon
5f3ba61e3fd5b671b2200163,56,www.garricks.com.au,xz10,10,/,/,olympusxz10,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b2200199,57,www.garricks.com.au,a3000,3000,/,/,sonyilcea3000,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b220019f,58,www.garricks.com.au,em5,5,/,/,olympusomdem5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001a1,59,www.garricks.com.au,tg830,830,/,/,olympustg830,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001b8,60,www.garricks.com.au,dschx300,300,/,/,sonydschx300,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b220015e,61,www.garricks.com.au,7d,7,/,/,canoneos7d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b220017d,62,www.garricks.com.au,dmcfz200,200,/,/,panasoniclumixdmcfz200,/,/,/,/,,CMOS,panasonic
5f3ba61e3fd5b671b220017e,63,www.garricks.com.au,tg835,835,/,/,olympustg835,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220018b,64,www.garricks.com.au,6d,6,/,/,canoneos6d,/,/,/,/,690,CMOS,canon
5f3ba61e3fd5b671b220018f,65,www.garricks.com.au,sh50,50,/,/,olympussh50,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001a3,66,www.garricks.com.au,d800e,800,/,/,nikond800e,/,/,/,/,900,CMOS,nikon
5f3ba61e3fd5b671b22001ac,67,www.garricks.com.au,df,,/,/,nikondfdslr,/,/,/,/,900,CMOS,nikon
5f3ba61e3fd5b671b22001ae,68,www.garricks.com.au,em1,1,/,/,olympusomdem1,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001b3,69,www.garricks.com.au,em5,5,/,/,olympusomdem5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001c8,70,www.garricks.com.au,700d,700,/,/,canoneos700d,/,/,/,/,575,CMOS,canon
5f3ba61e3fd5b671b22001ce,71,www.garricks.com.au,d3300,3300,/,/,nikond3300,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b220016a,72,www.garricks.com.au,tg850,850,/,/,olympustg850,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b2200187,73,www.garricks.com.au,d7100,7100,/,/,nikond7100,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b220018a,74,www.garricks.com.au,p340,340,/,/,nikoncoolpixp340,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200191,75,www.garricks.com.au,em10,10,/,/,olympusomdem10,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220019e,76,www.garricks.com.au,coolpix,,/,/,nikoncoolpixa,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001b9,77,www.garricks.com.au,ft25,25,/,/,panasonicft25,/,/,/,/,,CCD,panasonic
5f3ba61e3fd5b671b22001c5,78,www.garricks.com.au,aw1,1,/,/,nikon1aw1,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001d5,79,www.garricks.com.au,v2,2,/,/,nikonv2,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200159,80,www.garricks.com.au,70d,70,/,/,canoneos70d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b220015d,81,www.garricks.com.au,d5200,5200,/,/,nikond5200,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200164,82,www.garricks.com.au,100d,100,/,/,canoneos100d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b2200165,83,www.garricks.com.au,d5200,5200,/,/,nikond5200,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b220018c,84,www.garricks.com.au,em1,1,/,/,olympusomdem1,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b2200192,85,www.garricks.com.au,d5200,5200,/,/,nikond5200,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200195,86,www.garricks.com.au,em1,1,/,/,olympusomdem1,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220019b,87,www.garricks.com.au,epm2,2,/,/,olympuspenepm2,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220019c,88,www.garricks.com.au,d3300,3300,/,/,nikond3300,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b220019d,89,www.garricks.com.au,a6000,6000,/,/,sonyalphaa6000,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b22001ab,90,www.garricks.com.au,ep5,5,/,/,olympuspenep5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001bb,91,www.garricks.com.au,em10,10,/,/,olympusomdem10,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001d2,92,www.garricks.com.au,em5,5,/,/,olympusomdem5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001d8,93,www.garricks.com.au,em5,5,/,/,olympusomdem5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b2200158,94,www.garricks.com.au,5d,5-3,/,/,canoneos5d,/,/,/,/,860,CMOS,canon
5f3ba61e3fd5b671b2200177,95,www.garricks.com.au,1dx,1,/,/,canoneos1dx,/,/,/,/,1530,CMOS,canon
5f3ba61e3fd5b671b2200178,96,www.garricks.com.au,600d,600,/,/,canoneos600d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b2200181,97,www.garricks.com.au,ixus255,255,/,/,canonixus255,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b2200184,98,www.garricks.com.au,a7,7,/,/,sonyalphaa7,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b2200186,99,www.garricks.com.au,em10,10,/,/,olympusomdem10,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b2200188,100,www.garricks.com.au,p600,600,/,/,nikoncoolpixp600,/,/,/,/,565,CMOS,nikon
5f3ba61e3fd5b671b2200197,101,www.garricks.com.au,ep5,5,/,/,olympuspenep5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b22001a2,102,www.garricks.com.au,sx510,510,/,/,canonpowershotsx510,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b22001b2,103,www.garricks.com.au,d810,810,/,/,nikond810,/,/,/,/,900,CMOS,nikon
5f3ba61e3fd5b671b22001b4,104,www.garricks.com.au,d5300,5300,/,/,nikond5300,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001be,105,www.garricks.com.au,70d,70,/,/,canoneos70d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b22001c4,106,www.garricks.com.au,d4s,4,/,/,nikond4s,/,/,/,/,1180,CMOS,nikon
5f3ba61e3fd5b671b22001c7,107,www.garricks.com.au,dscrx100,100-2,/,/,sonycybershotdscrx100,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b22001d0,108,www.garricks.com.au,a99,99,/,/,sonya99,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b22001d3,109,www.garricks.com.au,d3300,3300,/,/,nikond3300,/,/,/,/,460,CMOS,nikon
5f3ba61e3fd5b671b22001d6,110,www.garricks.com.au,d610,610,/,/,nikond610,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200160,111,www.garricks.com.au,700d,700,/,/,canoneos700d,/,/,/,/,575,CMOS,canon
5f3ba61e3fd5b671b2200166,112,www.garricks.com.au,em10,10,/,/,olympusomdem10,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b2200167,113,www.garricks.com.au,100d,100,/,/,canoneos100d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b2200170,114,www.garricks.com.au,s2800,2800,/,/,nikoncoolpixs2800,/,/,/,/,,CCD,nikon
5f3ba61e3fd5b671b22001b0,115,www.garricks.com.au,s6800,6800,/,/,nikoncoolpixs6800,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001b6,116,www.garricks.com.au,6d,6,/,/,canoneos6d,/,/,/,/,690,CMOS,canon
5f3ba61e3fd5b671b22001bc,117,www.garricks.com.au,8g,8,/,/,nikondfdslrwithafsf18g,/,/,/,/,900,CMOS,nikon
5f3ba61e3fd5b671b22001cb,118,www.garricks.com.au,d5300,5300,/,/,nikond5300,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001cf,119,www.garricks.com.au,70d,70,/,/,canoneos70d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b2200169,120,www.garricks.com.au,p530,530,/,/,nikoncoolpixp530,/,/,/,/,494,CMOS,nikon
5f3ba61e3fd5b671b2200172,121,www.garricks.com.au,a99,99,/,/,sonya99,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b2200176,122,www.garricks.com.au,a58,58,/,/,sonya58,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b220017f,123,www.garricks.com.au,a99,99,/,/,sonya99,/,/,/,/,,CMOS,sony
5f3ba61e3fd5b671b2200180,124,www.garricks.com.au,sx50,50,/,/,canonpowershotsx50,/,/,/,/,,12.1mp,canon
5f3ba61e3fd5b671b2200189,125,www.garricks.com.au,ep5,5,/,/,olympuspenep5,/,/,/,/,,CMOS,olympus
5f3ba61e3fd5b671b220018d,126,www.garricks.com.au,hfg25,25,/,/,canonhfg25,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b220018e,127,www.garricks.com.au,d3200,3200,/,/,nikond3200,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b2200193,128,www.garricks.com.au,d3200,3200,/,/,nikond3200,/,/,/,/,,CMOS,nikon
5f3ba61e3fd5b671b22001b1,129,www.garricks.com.au,70d,70,/,/,canoneos70d,/,/,/,/,,CMOS,canon
5f3ba61e3fd5b671b22001c6,130,www.garricks.com.au,a58,58,/,/,sonya58,/,/,/,/,,CMOS,sony
