key,row_key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba61e3fd5b671b22000e0,93,www.wexphotographic.com,wb350f,350,/,/,samsungwb350f,/,21.0,11.4,6.5,276.0,CMOS,samsung
5f3ba61e3fd5b671b22000e9,94,www.wexphotographic.com,stylus1,1,/,/,olympusstylus1,/,10.7,11.62,8.7,402.0,BSI CMOS,olympus
5f3ba61e3fd5b671b22000fc,95,www.wexphotographic.com,rx1,1,/,/,sonycybershotrx1,/,0.0,11.3,6.5,482.0,CMOS,sony
5f3ba61e3fd5b671b2200107,96,www.wexphotographic.com,dmclx100,100,/,/,panasoniclumixdmclx100,/,3.1,11.6,7.4,553.0,CMOS,panasonic
5f3ba61e3fd5b671b2200113,97,www.wexphotographic.com,d30,30,/,/,canonpowershotd30,/,5.0,10.94,6.8,218.0,CMOS,canon
5f3ba61e3fd5b671b220013a,98,www.wexphotographic.com,sh60,60,/,/,olympusstylussh60,/,24.0,0.0,0.0,269.0,CMOS,olympus
5f3ba61e3fd5b671b22000cc,99,www.wexphotographic.com,aw120,120,/,/,nikoncoolpixaw120,/,5.0,11.0,6.6,213.0,CMOS,nikon
5f3ba61e3fd5b671b22000d3,100,www.wexphotographic.com,x100t,100,/,/,fujix100t,/,0.0,12.65,7.44,400.0,CMOS,fuji
5f3ba61e3fd5b671b22000ef,101,www.wexphotographic.com,hx50,50,/,/,sonycybershothx50,/,30.0,10.8,6.4,272.0,CMOS,sony
5f3ba61e3fd5b671b22000f1,102,www.wexphotographic.com,dmcsz8,8,/,/,panasoniclumixdmcsz8,/,12.0,9.98,6.04,144.0,CCD,panasonic
5f3ba61e3fd5b671b22000f3,103,www.wexphotographic.com,wg4,4,/,/,ricohwg4,/,4.0,12.5,6.45,209.0,CMOS,ricoh
5f3ba61e3fd5b671b22000f5,104,www.wexphotographic.com,w830,830,/,/,sonycybershotw830,/,8.0,9.31,5.25,,CCD,sony
5f3ba61e3fd5b671b22000f6,105,www.wexphotographic.com,wb350f,350,/,/,samsungwb350f,/,21.0,11.4,6.5,276.0,CMOS,samsung
5f3ba61e3fd5b671b220010d,106,www.wexphotographic.com,p7800,7800,/,/,nikoncoolpixp7800,/,7.0,0.0,0.0,399.0,CMOS,nikon
5f3ba61e3fd5b671b220011a,107,www.wexphotographic.com,wg4,4,/,/,ricohwg4,/,4.0,12.5,6.45,209.0,CMOS,ricoh
5f3ba61e3fd5b671b2200126,108,www.wexphotographic.com,ixus150,150,/,/,canonixus150,/,8.0,9.5,5.4,130.0,CCD,canon
5f3ba61e3fd5b671b2200130,109,www.wexphotographic.com,dmclx7,7,/,/,panasoniclumixdmclx7,/,3.8,11.1,6.8,269.0,CMOS,panasonic
5f3ba61e3fd5b671b220014c,110,www.wexphotographic.com,qx10,10,/,/,sonycybershotqx10,/,10.0,6.24,6.18,105.0,CMOS,sony
5f3ba61e3fd5b671b2200155,111,www.wexphotographic.com,hx300,300,/,/,sonycybershothx300,/,50.0,13.0,9.3,623.0,CMOS,sony
5f3ba61e3fd5b671b22000e3,112,www.wexphotographic.com,s32,32,/,/,nikoncoolpixs32,/,3.0,10.76,6.61,175.0,CMOS,nikon
5f3ba61e3fd5b671b22000fa,113,www.wexphotographic.com,wx350,350,/,/,sonycybershotwx350,/,20.0,9.6,5.49,164.0,CMOS,sony
5f3ba61e3fd5b671b2200105,114,www.wexphotographic.com,dmcft5,5,/,/,panasoniclumixdmcft5,/,4.6,10.9,6.7,214.0,High Sensitivity MOS,panasonic
5f3ba61e3fd5b671b220013c,115,www.wexphotographic.com,rx10,10,/,/,sonycybershotrx10,/,8.3,12.9,8.8,813.0,BSI-CMOS,sony
5f3ba61e3fd5b671b220013d,116,www.wexphotographic.com,hz15,15,/,/,ricohhz15,/,15.0,10.85,6.0,203.0,CCD,ricoh
5f3ba61e3fd5b671b2200143,117,www.wexphotographic.com,s6700,6700,/,/,nikoncoolpixs6700,/,10.0,9.5,5.8,137.0,CCD,nikon
5f3ba61e3fd5b671b2200154,118,www.wexphotographic.com,sh60,60,/,/,olympusstylussh60,/,24.0,0.0,0.0,269.0,CMOS,olympus
5f3ba61e3fd5b671b22000cb,119,www.wexphotographic.com,wx220,220,/,/,sonycybershotwx220,/,0.0,0.0,0.0,,CMOS,sony
5f3ba61e3fd5b671b22000d7,120,www.wexphotographic.com,rx100,100-2,/,/,sonycybershotrx100,/,3.6,10.16,5.81,254.0,CMOS,sony
5f3ba61e3fd5b671b22000e1,121,www.wexphotographic.com,sx600,600,/,/,canonpowershotsx600,/,18.0,10.38,6.1,188.0,CMOS,canon
5f3ba61e3fd5b671b22000e2,122,www.wexphotographic.com,tg3,3,/,/,olympusstylustoughtg3,/,4.0,11.1,6.6,247.0,BSI CMOS,olympus
5f3ba61e3fd5b671b22000ea,123,www.wexphotographic.com,z2300,2300,/,/,polaroidz2300,/,0.0,0.0,0.0,,,polaroid
5f3ba61e3fd5b671b22000f0,124,www.wexphotographic.com,s120,120,/,/,canonpowershots120,/,5.0,10.02,5.9,217.0,CMOS,canon
5f3ba61e3fd5b671b2200108,125,www.wexphotographic.com,sh1,1,/,/,olympusstylussh1,/,24.0,10.9,6.3,271.0,BSI CMOS,olympus
5f3ba61e3fd5b671b2200109,126,www.wexphotographic.com,aw120,120,/,/,nikoncoolpixaw120,/,5.0,11.0,6.6,213.0,CMOS,nikon
5f3ba61e3fd5b671b22000c8,127,www.wexphotographic.com,2,2,/,/,samsunggalaxycamera2,/,21.0,13.25,7.12,283.0,BSI CMOS,samsung
5f3ba61e3fd5b671b22000cf,128,www.wexphotographic.com,sx700,700,/,/,canonpowershotsx700,/,30.0,11.27,6.58,269.0,CMOS,canon
5f3ba61e3fd5b671b22000e4,129,www.wexphotographic.com,s5300,5300,/,/,nikoncoolpixs5300,/,8.0,9.7,5.8,138.0,CMOS,nikon
5f3ba61e3fd5b671b22000f4,130,www.wexphotographic.com,xq1,1,/,/,fujifinepixxq1,/,4.0,10.0,5.85,206.0,CMOS,fuji
5f3ba61e3fd5b671b2200116,131,www.wexphotographic.com,xg1,1,/,/,pentaxxg1,/,52.0,11.9,8.9,539.0,CMOS,pentax
5f3ba61e3fd5b671b220011d,132,www.wexphotographic.com,sp100ee,100,/,/,olympusstylussp100ee,/,50.0,12.1,9.1,589.0,CMOS,olympus
5f3ba61e3fd5b671b220012f,133,www.wexphotographic.com,wb35f,35,/,/,samsungwb35f,/,12.0,10.1,6.1,142.0,CCD,samsung
5f3ba61e3fd5b671b2200132,134,www.wexphotographic.com,s9200,9200,/,/,fujifinepixs9200,/,50.0,0.0,0.0,670.0,CMOS,fuji
5f3ba61e3fd5b671b2200137,135,www.wexphotographic.com,ixus265,265,/,/,canonixus265,/,12.0,9.97,5.76,147.0,CMOS,canon
5f3ba61e3fd5b671b220013e,136,www.wexphotographic.com,wb50f,50,/,/,samsungwb50f,/,12.0,10.1,6.8,157.0,CCD,samsung
5f3ba61e3fd5b671b22000c5,137,www.wexphotographic.com,s3600,3600,/,/,nikoncoolpixs3600,/,8.0,9.7,5.8,125.0,CCD,nikon
5f3ba61e3fd5b671b22000de,138,www.wexphotographic.com,x30,30,/,/,fujix30,/,4.0,11.87,7.16,383.0,CMOS,fuji
5f3ba61e3fd5b671b22000df,139,www.wexphotographic.com,w830,830,/,/,sonycybershotw830,/,8.0,9.31,5.25,,CCD,sony
5f3ba61e3fd5b671b22000fd,140,www.wexphotographic.com,w830,830,/,/,sonycybershotw830,/,8.0,9.31,5.25,,CCD,sony
5f3ba61e3fd5b671b22000fe,141,www.wexphotographic.com,2,2,/,/,samsunggalaxycamera2,/,21.0,13.25,7.12,283.0,BSI CMOS,samsung
5f3ba61e3fd5b671b22000ff,142,www.wexphotographic.com,xp70,70,/,/,fujifinepixxp70,/,5.0,10.4,6.7,179.0,CMOS,fuji
5f3ba61e3fd5b671b220010c,143,www.wexphotographic.com,theta,,/,/,ricohthetaspherical,/,0.0,4.2,12.9,95.0,,ricoh
5f3ba61e3fd5b671b2200111,144,www.wexphotographic.com,s8600,8600,/,/,fujifinepixs8600,/,36.0,12.1,8.1,450.0,CCD,fuji
5f3ba61e3fd5b671b2200112,145,www.wexphotographic.com,sx60,60,/,/,canonpowershotsx60,/,65.0,12.76,9.26,607.0,CMOS,canon
5f3ba61e3fd5b671b2200138,146,www.wexphotographic.com,g1,1-2,/,/,canonpowershotg1,/,5.0,11.63,7.4,558.0,CMOS,canon
5f3ba61e3fd5b671b220013f,147,www.wexphotographic.com,ixus150,150,/,/,canonixus150,/,8.0,9.5,5.4,130.0,CCD,canon
