,key,row_key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_weight,famer_sensor,famer_brand_list
26,5f3ba61f3fd5b671b22016ce,27,www.ebay.com,"sd780 ixus100\,sd780ixus100\,sd780",780,3590b001,8714574533865,canonpowershotdigitalelphsd780,/,/,,,,,,canon
27,5f3ba61f3fd5b671b22016d6,28,www.ebay.com,100ee,100,,,olympusstylussp100ee,/,/,,,,,,olympus
28,5f3ba61f3fd5b671b22016d7,29,www.ebay.com,v5118,5118,vivitarv5118black,681066531211,vivitarvivicam51185digitalcamerav5118,/,/,,,,,,vivitar
29,5f3ba61f3fd5b671b22016e1,30,www.ebay.com,w620,620,,027242843615,sonycybershotcameraw620,/,/,,,,,,sony
30,5f3ba61f3fd5b671b22016f9,31,www.ebay.com,nightvision,,,,mininightvisionsecurity,/,/,,,,,,mini
31,5f3ba61f3fd5b671b2201705,32,www.ebay.com,"t3i 600d\,t3i600d\,t3i",3,5169b003,,canoneosrebelt3i,/,/,,,,,,canon
32,5f3ba61f3fd5b671b2201710,33,www.ebay.com,z1285,1285,z1285,718122208623,kodakeasysharez1285,/,/,,,,,,kodak
33,5f3ba61f3fd5b671b2201717,34,www.ebay.com,s8200,8200,26287,662425804757,nikoncoolpixs8200,/,/,,,,,,nikon
34,5f3ba61f3fd5b671b2201721,35,www.ebay.com,t1i,1,,,canoneosrebelt1i,/,/,,,,,,canon
35,5f3ba61f3fd5b671b2201725,36,www.ebay.com,fz10,10,dmc-fz10k (black),037988977529,panasoniclumixjapandmcfz10,/,/,,,,,,panasonic
36,5f3ba61f3fd5b671b2201733,37,www.ebay.com,"sd500 ixus700\,sd500ixus700\,sd500",500,pssd500,,canonsd500,/,/,,,,,,canon
37,5f3ba61f3fd5b671b220174c,38,www.ebay.com,s1,1,27631,018208276318,nikon1s1,/,/,,,,,,nikon
38,5f3ba61f3fd5b671b220174d,39,www.ebay.com,w830,830,dsc-w830/s,,sonycybershotdscdscw830,/,/,,,,,,sony
39,5f3ba61f3fd5b671b2201760,40,www.ebay.com,"315\,c8452a",315,,,photosmartdigitalcamerahp315,/,/,,,,,,hp
40,5f3ba61f3fd5b671b220176d,41,www.ebay.com,ep1,1,,,olympuspenep1,/,/,,,,,,olympus
41,5f3ba61f3fd5b671b220176e,42,www.ebay.com,d800,800,25480,018208254804,lightlyusedamazingnikond800,/,/,,,,,,nikon
42,5f3ba61f3fd5b671b220178c,43,www.ebay.com,"t2i 550d\,t2i550d\,t2i",2,4463b088aa,,canoneosrebelt2i,/,/,,,,,,canon
43,5f3ba61f3fd5b671b2201791,44,www.ebay.com,fz200,200,dmc-fz200k,885170087804,panasoniclumixdmcfz200,/,/,12.52,8.66,,,,panasonic
44,5f3ba61f3fd5b671b220179a,45,www.ebay.com,300w,300,does not apply,793276011084,alpinespr68300w,/,/,,,,,,alpine
45,5f3ba61f3fd5b671b22017a3,46,www.ebay.com,z85,85,,,casioexilimzoomexz85,/,/,,,,,,casio
46,5f3ba61f3fd5b671b22017c0,47,www.ebay.com,"4\,lux4",4,18191,4022243181915,leica18191,/,/,,,,590,CMOS,leica
47,5f3ba61f3fd5b671b22017c1,48,www.ebay.com,g5,5,dmc-g5kk,885170098879,panasoniclumixdmcg5,/,/,,,,,,panasonic
48,5f3ba61f3fd5b671b22017c5,49,www.ebay.com,s8200,8200,12848,4547410233605,fujifilmfinepixs8200,/,/,,,,,,fujifilm
49,5f3ba61f3fd5b671b22017e3,50,www.ebay.com,lx5,5,dmc-lx5k,0885170016194,panasoniclumixdmclx5,/,/,,,,,,panasonic
50,5f3ba61f3fd5b671b22017e8,51,www.ebay.com,a520,520,9715a043,"013803047837\,013803047844",canonpowershota520,/,/,,,,180.01932499999998,CCD,canon
51,5f3ba61f3fd5b671b22017ee,52,www.ebay.com,d5100,5100,25476,,nikond5100,/,/,12.7,7.37,,,,nikon
52,5f3ba61f3fd5b671b22017fb,53,www.ebay.com,e1600tp,1600,vpc-e1600tpbl,086483079801,sanyoe1600tp,/,/,,,,,,sanyo
53,5f3ba61f3fd5b671b220180c,54,www.ebay.com,350d,350,0209b007,8714574952468,3441canoneoskissdigitalneos350d,/,/,,,,,,canon
54,5f3ba61f3fd5b671b220180f,55,www.ebay.com,s3,3,1101b001,,canonpowershots3,/,/,,,,411.06775,CCD,canon
55,5f3ba61f3fd5b671b2201818,56,www.ebay.com,d610,610,,,nikond610,/,/,14.1,11.3,,,,nikon
56,5f3ba61f3fd5b671b220181d,57,www.ebay.com,d800,800,25480,018208254804,nikond800,/,/,,,,,,nikon
57,5f3ba61f3fd5b671b2201820,58,www.ebay.com,s31,31,s31,018208264070,nikoncoolpixs31,/,/,,,,,,nikon
58,5f3ba61f3fd5b671b2201828,59,www.ebay.com,7d,7,3814b004,013803117493,usacanoneos7d,/,/,,,,,,canon
59,5f3ba61f3fd5b671b2201831,60,www.ebay.com,m380,380,m380 rd,,kodakeasysharem380,/,/,,,,,,kodak
60,5f3ba61f3fd5b671b2201841,61,www.ebay.com,dc1400,1400,sl724,077068417248,sealifedc1400,/,/,,,,,,sealife
61,5f3ba61f3fd5b671b2201842,62,www.ebay.com,s9400w,9400,,,fujifilmfinepixs9400w,/,/,,,,,,fujifilm
62,5f3ba61f3fd5b671b220185c,63,www.ebay.com,d300,300,,,nikond300,/,/,,,,,,nikon
63,5f3ba61f3fd5b671b2201881,64,www.ebay.com,"g5\,g5kk",5,dmc-g5kk,885170098879,panasonicdmcg5kk,/,/,,,,,,panasonic
64,5f3ba61f3fd5b671b2201883,65,www.ebay.com,"t1i 500d\,t1i500d\,t1i",1,3820b072,8714574550701,canoneosrebelt1i,/,/,,,,,,canon
65,5f3ba61f3fd5b671b2201894,66,www.ebay.com,w220,220,dscw220/l,,sonycybershotdscw220,/,/,,,,,,sony
66,5f3ba61f3fd5b671b220189d,67,www.ebay.com,d5200,5200,vba351ae,018208927265,nikond5200,/,/,12.9,9.8,,,,nikon
67,5f3ba61f3fd5b671b22018a4,68,www.ebay.com,l110,110,26195dgc9673,018208097494,nikoncoolpixl110,/,/,,,,,,nikon
68,5f3ba61f3fd5b671b22018b3,69,www.ebay.com,t3,3,,608938441638,canoneosrebelt3,/,/,,,,,,canon
69,5f3ba61f3fd5b671b22018b6,70,www.ebay.com,s950,950,dscs950,27242749207,sonycybershotdscs950,/,/,,,,,,sony
70,5f3ba61f3fd5b671b22018bf,71,www.ebay.com,5d,5-3,5260b009,013803142457,canoneos5d,/,/,15.24,11.68,,,,canon
71,5f3ba61f3fd5b671b22018c8,72,www.ebay.com,m1033,1033,,,kodakm1033,/,/,,,,,,kodak
72,5f3ba61f3fd5b671b22018c9,73,www.ebay.com,"290\,dc290",290,127-3598,0041778240496,kodakdc290,/,/,,,,,,kodak
73,5f3ba61f3fd5b671b22018e9,74,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,689466386103,canoneosrebelt3,/,/,,,,201,,canon
74,5f3ba61f3fd5b671b22018ea,75,www.ebay.com,g2,2,7099a001,,canonpowershotg2,/,/,,,,,,canon
75,5f3ba61f3fd5b671b22018fb,76,www.ebay.com,s1415,1415,vpc-s1415p,086483079771,sanyos1415,/,/,,,,,,sanyo
76,5f3ba61f3fd5b671b220190e,77,www.ebay.com,sx50,50,6352b001,,canonpowershotsx50,/,/,,,,,,canon
77,5f3ba61f3fd5b671b2201926,78,www.ebay.com,7d,7,,,10187canoneos7d,/,/,,,,,,canon
78,5f3ba61f3fd5b671b2201929,79,www.ebay.com,cybershot7,7,,,sonycybershot7,/,/,,,,,,sony
79,5f3ba61f3fd5b671b220192c,80,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,689466386103,canoneosrebelt3,/,/,,,,201,,canon
80,5f3ba61f3fd5b671b220192f,81,www.ebay.com,sl300,300,fpsl300,837654978443,fujifilmfinepixsl300,/,/,,,,,,fujifilm
81,5f3ba61f3fd5b671b2201948,82,www.ebay.com,fe46,46,227106,,olympusfe46,/,/,,,,,,olympus
82,5f3ba61f3fd5b671b220195b,83,www.ebay.com,a100,100,dslra100,,sonyalphadslra100,/,/,,,,,,sony
83,5f3ba61f3fd5b671b220195c,84,www.ebay.com,60d,60,4460b003,013803129052,canoneos60d,/,/,14.4,10.16,,,,canon
84,5f3ba61f3fd5b671b220197c,85,www.ebay.com,d5200,5200,13216,018208995288,nikond5200,/,/,12.9,9.8,555.0,,,nikon
85,5f3ba61f3fd5b671b220197e,86,www.ebay.com,"sd1000 ixus70\,sd1000ixus70\,sd1000",1000,1863b005aa,,canonpowershotdigitalelphsd1000,/,/,,,,,,canon
86,5f3ba61f3fd5b671b2201992,87,www.ebay.com,"s9000 s9500\,s9000s9500\,s9000",9000,15579850,,fujifilmfinepixs9000,/,/,,,,,,fujifilm
87,5f3ba61f3fd5b671b2201997,88,www.ebay.com,"t5i 700d\,t5i700d\,t5i",5,8595b003,,canoneosrebelt5i,/,/,13.208000000000002,9.906,,,,canon
88,5f3ba61f3fd5b671b22019a1,89,www.ebay.com,s203,203,b002nu3oz8,018208919710,nikoncoolpixs203,/,/,,,,,,nikon
89,5f3ba61f3fd5b671b22019b2,90,www.ebay.com,d3100,3100,k-54421-06,,nikond3100,/,/,12.4,9.7,,,,nikon
90,5f3ba61f3fd5b671b22019c1,91,www.ebay.com,"v700\,ship737839004021",700,v700p,737839004021,vistaquestdigitalcameradownloadpicturestowatchfreeship737839004021,/,/,,,,,,vistaquest
91,5f3ba61f3fd5b671b22019c5,92,www.ebay.com,d3100,3100,25472,,nikond3100,/,/,12.4,9.7,,,,nikon
92,5f3ba61f3fd5b671b22019d9,93,www.ebay.com,g1,1,dmc-g1k,5025232492985,panasoniclumixdmcg1,/,/,,,,,,panasonic
93,5f3ba61f3fd5b671b22019e0,94,www.ebay.com,l27,27,26399,018208263998,nikoncoolpixl27,/,/,9.54,5.98,,161,CCD,nikon
94,5f3ba61f3fd5b671b22019e6,95,www.ebay.com,"e p1\,ep1\,p1",1,262814,,olympuspenep1,/,/,,,,,,olympus
95,5f3ba61f3fd5b671b22019f3,96,www.ebay.com,w290,290,dscw290s,027242749122,sonycybershotcameradscw290,/,/,,,,,,sony
96,5f3ba61f3fd5b671b22019f6,97,www.ebay.com,a300,300,dslr-a300k,4905524458794,sonyalphadslra300,/,/,,,,,,sony
97,5f3ba61f3fd5b671b2201a06,98,www.ebay.com,"elph100 ixus115\,elph100ixus115\,powershot12",100,4925b001aa,013803132021,canonpowershot12,/,/,,,,,,canon
98,5f3ba61f3fd5b671b2201a07,99,www.ebay.com,fd7,7,mvc-fd7,4901780460687,sonymavicamvcfd7,/,/,,,,,,sony
99,5f3ba61f3fd5b671b2201a0a,100,www.ebay.com,sx500,500,,,cannonpowershotsx500,/,/,,,,,,canon
100,5f3ba61f3fd5b671b2201a1e,101,www.ebay.com,"nx mini\,nxmini\,nx",,,,samsungnxmini,/,/,11.04,1.25,,,,samsung
101,5f3ba61f3fd5b671b2201a24,102,www.ebay.com,sx500,500,,,canonpowershotsx500,/,/,,,,,,canon
102,5f3ba61f3fd5b671b2201a2a,103,www.ebay.com,d90,90,25446kl,,nikond90,/,/,132.0,103.0,,,,nikon
103,5f3ba61f3fd5b671b2201a58,104,www.ebay.com,d800,800,25480,018208254804,nikond800,/,/,,,,,,nikon
104,5f3ba61f3fd5b671b2201a62,105,www.ebay.com,s3300,3300,26309,018208131235,nikoncoolpixs3300,/,/,,,,,,nikon
105,5f3ba61f3fd5b671b2201a68,106,www.ebay.com,elph500,500,,,canonelph500,/,/,,,,,,canon
106,5f3ba61f3fd5b671b2201a78,107,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,013803136340,canont3,/,/,,,,,,canon
107,5f3ba61f3fd5b671b2201a86,108,www.ebay.com,d5300,5300,1519,018208015191,nikond5300,/,/,12.5,9.8,,,,nikon
108,5f3ba61f3fd5b671b2201a8c,109,www.ebay.com,"3n\,nex3",3,nex-3nl/b,639767680318,sonyalphanex3,/,/,,,,,,sony
109,5f3ba61f3fd5b671b2201a8e,110,www.ebay.com,"3579\,i634",3579,,,polaroiddigitalcamerai634,/,/,,,,,,polaroid
110,5f3ba61f3fd5b671b2201a90,111,www.ebay.com,"wb350fbpuus\,wb350f",350,,887276960418,samsungwb350f,/,/,,,,,,samsung
111,5f3ba61f3fd5b671b2201a91,112,www.ebay.com,10d,10,8363a002aa,,canoneos10d,/,/,,,,,,canon
112,5f3ba61f3fd5b671b2201a96,113,www.ebay.com,mid0010912,0010912,,021331895394,hellokittymid0010912,/,/,,,,,,hello kitty
113,5f3ba61f3fd5b671b2201a9d,114,www.ebay.com,1000d,1000,2766b106,,canoneosrebelxs1000d,/,/,,,,,,canon
114,5f3ba61f3fd5b671b2201ab4,115,www.ebay.com,l820,820,26402,,nikoncoolpixl820,/,/,,,,,,nikon
115,5f3ba61f3fd5b671b2201ab6,116,www.ebay.com,full,,,,toshibafullhd,/,/,,,,,,toshiba
116,5f3ba61f3fd5b671b2201acd,117,www.ebay.com,d3200,3200,25492,639767695138,nikond3200,/,/,,,,,,nikon
117,5f3ba61f3fd5b671b2201add,118,www.ebay.com,az361,361,,,kodakaz361,/,/,,,,,,kodak
118,5f3ba61f3fd5b671b2201aed,119,www.ebay.com,d5200,5200,1503,018208927234,nikond5200,/,/,12.9,9.8,,,,nikon
119,5f3ba61f3fd5b671b2201af5,120,www.ebay.com,tx20,20,,,sonycybershotdsctx20,/,/,,,,,,sony
120,5f3ba61f3fd5b671b2201af6,121,www.ebay.com,1d,1-3,,,canoneos1d,/,/,15.748,16.256,,,,canon
121,5f3ba61f3fd5b671b2201afc,122,www.ebay.com,a50,50,f92-1026,,canonpowershota50,/,/,,,,,,canon
122,5f3ba61f3fd5b671b2201b01,123,www.ebay.com,"sd780\,sd780is",780,,,canonpowershotsd780is,/,/,,,,,,canon
123,5f3ba61f3fd5b671b2201b07,124,www.ebay.com,underwater,,,,svpunderwatermax,/,/,,,,,,svp
124,5f3ba61f3fd5b671b2201b28,125,www.ebay.com,z33wp,33,f-fxz33wp-us-cd,,fujifilmfinepixz33wp,/,/,,,,,,fujifilm
125,5f3ba61f3fd5b671b2201b2f,126,www.ebay.com,"5700\,coolpix5700",5700,vaa118ea,,nikoncoolpix5700,/,/,,,,,,nikon
126,5f3ba61f3fd5b671b2201b37,127,www.ebay.com,"2\,gc200",2,,,samsunggc200,/,/,,,,,,samsung
127,5f3ba61f3fd5b671b2201b3b,128,www.ebay.com,p1,1,,,nikoncoolpixp1,/,/,,,,,,nikon
128,5f3ba61f3fd5b671b2201b5f,129,www.ebay.com,j2,2,27574,018208275748,nikon1j2,/,/,,,,,,nikon
129,5f3ba61f3fd5b671b2201b63,130,www.ebay.com,p4,4,25540b,,nikoncoolpixp4,/,/,,,,,,nikon
130,5f3ba61f3fd5b671b2201b6d,131,www.ebay.com,s2,2,,,fujifilmdigatalprofessionalcameras2,/,/,,,,,,fujifilm
131,5f3ba61f3fd5b671b2201b95,132,www.ebay.com,s550,550,26108-bn1,,nikoncoolpixs550,/,/,,,,,,nikon
132,5f3ba61f3fd5b671b2201b96,133,www.ebay.com,d3000,3000,25462,,nikond3000,/,/,,,,,,nikon
133,5f3ba61f3fd5b671b2201bb4,134,www.ebay.com,"x e1\,xe1\,e1",1,16272356,074101017052,fujifilmxe1,/,/,,,,,,fujifilm
134,5f3ba61f3fd5b671b2201bb5,135,www.ebay.com,s6400,6400,,,nikoncoolpixs6400,/,/,,,,,,nikon
135,5f3ba61f3fd5b671b2201bbb,136,www.ebay.com,sl1000,1000,16304630,074101020205,fujifilmfinepixsl1000,/,/,,,,,,fujifilm
136,5f3ba61f3fd5b671b2201bbe,137,www.ebay.com,ds126071,126071,,,canonrebelxtmodelds126071,/,/,,,,,,canon
137,5f3ba61f3fd5b671b2201bc0,138,www.ebay.com,6d,6,8035b009,,warrantycanoneos6d,/,/,,,,,,canon
138,5f3ba61f3fd5b671b2201be4,139,www.ebay.com,w830,830,dsc-w830/b,,sonycybershotdscw830,/,/,9.3,5.2,,,,sony
139,5f3ba61f3fd5b671b2201bf7,140,www.ebay.com,s110,110,,,canonpowershots110,/,/,,,,,,canon
140,5f3ba61f3fd5b671b2201c0d,141,www.ebay.com,s220,220,,,nikoncoolpixs220,/,/,,,,,,nikon
141,5f3ba61f3fd5b671b2201c15,142,www.ebay.com,w530,530,,,sonydscw530,/,/,,,,,,sony
142,5f3ba61f3fd5b671b2201c1d,143,www.ebay.com,"mpegmovievx\,cybershot",,,,sonycybershot,/,/,,,,,,sony
143,5f3ba61f3fd5b671b2201c29,144,www.ebay.com,d5200,5200,1503,,nikond5200,/,/,12.9,9.8,,,,nikon
144,5f3ba61f3fd5b671b2201c2f,145,www.ebay.com,wx300,300,dsc-wx300/b,4905524939729,sonycybershotdscwx300,/,/,,,,,,sony
145,5f3ba61f3fd5b671b2201c32,146,www.ebay.com,d5100,5100,vba310k004,,nikond5100,/,/,12.7,7.37,,,,nikon
146,5f3ba61f3fd5b671b2201c38,147,www.ebay.com,d3s,3,25008,,nikond3s,/,/,,,,,,nikon
147,5f3ba61f3fd5b671b2201c4d,148,www.ebay.com,p90,90,26171,,nikoncoolpixp90,/,/,,,,,,nikon
148,5f3ba61f3fd5b671b2201c58,149,www.ebay.com,ts1,1,dmc-ts1,,lumixpanasonicavchdlitedmcts1,/,/,,,,,,panasonic
149,5f3ba61f3fd5b671b2201c59,150,www.ebay.com,t5,5,ds126491,,canoneosrebelt5,/,/,12.96,9.97,,,,canon
150,5f3ba61f3fd5b671b2201c5e,151,www.ebay.com,g3,3,8120a013,,canonpowershotg3,/,/,,,,419.5726,CCD,canon
151,5f3ba61f3fd5b671b2201c5f,152,www.ebay.com,"l610\,l610b",610,,,nikonl610b,/,/,,,,,,nik
152,5f3ba61f3fd5b671b2201c66,153,www.ebay.com,"g1 x\,g1x\,g1",1,5249b001,,excellentconditioncanonpowershotg1,/,/,,,,,,canon
153,5f3ba61f3fd5b671b2201c6e,154,www.ebay.com,sz15,15,,,olympusstylussz15,/,/,,,,,,olympus
154,5f3ba61f3fd5b671b2201c79,155,www.ebay.com,nex7,7,nex-7k/b,,sonyaalphanex7,/,/,,,,,,sony
155,5f3ba61f3fd5b671b2201c97,156,www.ebay.com,"t4i 650d\,t4i650d\,t4i",4,6558b003,013803150605,canoneost4i,/,/,,,,,,canon
156,5f3ba61f3fd5b671b2201c99,157,www.ebay.com,pc1588,1588,,,canondigitalcamerapc1588,/,/,,,,,,canon
157,5f3ba61f3fd5b671b2201ca0,158,www.ebay.com,t2i,2,,,canoneosrebelt2i,/,/,,,,,,canon
158,5f3ba61f3fd5b671b2201ca8,159,www.ebay.com,"5600\,coolpix5600",5600,coolpix 5600,018208255252,nikoncoolpix5600,/,/,,,,,,nikon
159,5f3ba61f3fd5b671b2201cd4,160,www.ebay.com,d810,810,,,nikond810,/,/,14.47,12.19,,,,nikon
160,5f3ba61f3fd5b671b2201cdf,161,www.ebay.com,dc310,310,,,sealifecamerasetdc310,/,/,,,,,,sealife
161,5f3ba61f3fd5b671b2201cf0,162,www.ebay.com,gh3,3,dmc-gh3kbody,885170103887,panasoniclumixgh3,/,/,,,,,,panasonic
162,5f3ba61f3fd5b671b2201d00,163,www.ebay.com,"4\,lux4",4,dlux4 black,,leicadlux4,/,/,,,,,,leica
163,5f3ba61f3fd5b671b2201d09,164,www.ebay.com,lx5,5,dmc-lx5k,0885170016194,panasoniclumixdmclx5,/,/,,,,,,panasonic
164,5f3ba61f3fd5b671b2201d18,165,www.ebay.com,s8200,8200,12848,4547410233605,fujifilmfinepixsseriess8200,/,/,,,,,,fujifilm
165,5f3ba61f3fd5b671b2201d22,166,www.ebay.com,w290,290,dscw290s,027242749122,sonycybershotdscw290,/,/,,,,,,sony
166,5f3ba61f3fd5b671b2201d26,167,www.ebay.com,h90,90,dsc-h90/b,027242272996,sonycybershotcameradsch90,/,/,,,,,,sony
167,5f3ba61f3fd5b671b2201d30,168,www.ebay.com,g6,6,9685a001aa,,canonpowershotg6,/,/,,,,,,canon
168,5f3ba61f3fd5b671b2201d38,169,www.ebay.com,d90,90,vba230kc01,18208854462,nikond90,/,/,132.0,103.0,,,,nikon
169,5f3ba61f3fd5b671b2201d39,170,www.ebay.com,d7000,7000,25468,084684027270,nikond7000,/,/,,,,,,nikon
170,5f3ba61f3fd5b671b2201d3c,171,www.ebay.com,d700,700,25444,018208254446,nikond700,/,/,,,,,,nikon
171,5f3ba61f3fd5b671b2201d58,172,www.ebay.com,z710,710,z710,,kodakeasysharez710,/,/,,,,,,kodak
172,5f3ba61f3fd5b671b2201d76,173,www.ebay.com,d800,800,25480,018208254804,nikond800,/,/,,,,,,nikon
173,5f3ba61f3fd5b671b2201d92,174,www.ebay.com,"rx100\,rx100m3",100,dsc-rx100m3/b,,sonydscrx100m3,/,/,,,,,,sony
174,5f3ba61f3fd5b671b2201d93,175,www.ebay.com,l3,3,,,nikoncoolpixl3,/,/,,,,,,nikon
175,5f3ba61f3fd5b671b2201d95,176,www.ebay.com,d3100,3100,33851,018208919543,nikond3100,/,/,12.4,9.7,,,,nikon
176,5f3ba61f3fd5b671b2201dae,177,www.ebay.com,"sxi70\,xis5",70,,,canonzoomlense16xis5,/,/,,,,,,canon
177,5f3ba61f3fd5b671b2201daf,178,www.ebay.com,"3100\,coolpix3100",3100,s2647772,,nikoncoolpix3100,/,/,,,,150.25234999999998,CCD,nikon
178,5f3ba61f3fd5b671b2201db2,179,www.ebay.com,x550,550,red white,,gepowerprox550,/,/,,,,,,ge general imaging
179,5f3ba61f3fd5b671b2201dd8,180,www.ebay.com,a580,580,dslr-a580,027242816527,sonyalphadslra580,/,/,,,,,,sony
180,5f3ba61f3fd5b671b2201ddc,181,www.ebay.com,nx300,300,,887276855820,samsungnx300,/,/,,,,,,samsung
181,5f3ba61f3fd5b671b2201de0,182,www.ebay.com,50d,50,,,canoneos50d,/,/,,,,,,canon
182,5f3ba61f3fd5b671b2201de7,183,www.ebay.com,l27,27,,,nikoncoolpixl27,/,/,9.54,5.98,,,,nikon
183,5f3ba61f3fd5b671b2201de8,184,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,013803136340,canon12eosrebelt3,/,/,,,,,,canon
184,5f3ba61f3fd5b671b2201ded,185,www.ebay.com,"sd1200 ixus95\,sd1200ixus95\,sd1200",1200,3449b001,,canonpowershotdigitalelphsd1200,/,/,,,,,,canon
185,5f3ba61f3fd5b671b2201e04,186,www.ebay.com,d2x,2,nz24025k,018208902415,nikond2x,/,/,,,,,,nikon
186,5f3ba61f3fd5b671b2201e1d,187,www.ebay.com,s0027075079830,0027075079830,,,pentaxdigitalcameras0027075079830,/,/,,,,,,pentax
187,5f3ba61f3fd5b671b2201e3b,188,www.ebay.com,w710,710,,,sonycybershotdscw710,/,/,,,,,,sony
188,5f3ba61f3fd5b671b2201e43,189,www.ebay.com,d800,800,25480,018208254804,nikond800,/,/,,,,,,nikon
189,5f3ba61f3fd5b671b2201e4a,190,www.ebay.com,"t3i 600d\,t3i600d\,t3i",3,5169b003,721405368723,canoneosrebelt3i,/,/,,,,,,canon
190,5f3ba61f3fd5b671b2201e4c,191,www.ebay.com,l19,19,l19 silver,,nikoncoolpixl19,/,/,,,,,,nikon
191,5f3ba61f3fd5b671b2201e57,192,www.ebay.com,s50,50,,,canonpowershots50,/,/,,,,,,canon
192,5f3ba61f3fd5b671b2201e59,193,www.ebay.com,w530,530,dsc-w530l_us,027242808591,sonycybershotcameraw530,/,/,,,,,,sony
193,5f3ba61f3fd5b671b2201e81,194,www.ebay.com,gh2,2,dmc-gh2-k,885170024298,panasoniclumixdmcgh2,/,/,,,,,,panasonic
194,5f3ba61f3fd5b671b2201e8e,195,www.ebay.com,"2\,s2",2,10801,837654710401,leicas2,/,/,,,,,,leica
