key,row_key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba6213fd5b671b2204f9e,18,www.eglobalcentral.co.uk,em1,1,/,/,olympusomdem1,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b2204fd0,19,www.eglobalcentral.co.uk,d610,610,/,/,nikond610,,,14.1,11.3,,,nikon
5f3ba6213fd5b671b2204ffb,20,www.eglobalcentral.co.uk,d7100,7100,/,/,nikond7100,,,13.55,10.65,,,nikon
5f3ba6213fd5b671b220502b,21,www.eglobalcentral.co.uk,dscrx100,100-2,/,/,sonycybershotdscrx100,,3.6,10.2,5.8,,,sony
5f3ba6213fd5b671b2205043,22,www.eglobalcentral.co.uk,60d,60,/,/,canoneos60d,,,14.45,10.58,,,canon
5f3ba6213fd5b671b220505c,23,www.eglobalcentral.co.uk,7d,7,/,/,canoneos7d,,,14.819999999999999,11.07,,,canon
5f3ba6213fd5b671b220509b,24,www.eglobalcentral.co.uk,d5100,5100,/,/,nikond5100,,,12.8,9.7,,,nikon
5f3ba6213fd5b671b22050a1,25,www.eglobalcentral.co.uk,hdras100vr,100,/,/,sonyhdras100vr,,,0.0,0.0,,,sony
5f3ba6213fd5b671b22050e5,26,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b220514e,27,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b220515a,28,www.eglobalcentral.co.uk,mini25,25,/,/,fujifilminstaxmini25,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b220517a,29,www.eglobalcentral.co.uk,a7,7,/,/,sonyalphaa7,4.0,,12.7,9.4,,,sony
5f3ba6213fd5b671b22051ac,30,www.eglobalcentral.co.uk,s120,120,/,/,canonpowershots120,,5.0,10.02,5.9,,,canon
5f3ba6213fd5b671b22051c6,31,www.eglobalcentral.co.uk,xm1,1,/,/,fuijifilmxm1,,,11.7,6.7,,,fuijifilm
5f3ba6213fd5b671b2204fb9,32,www.eglobalcentral.co.uk,1200d,1200,/,/,canoneos1200d,,,13.0,10.0,,CMOS,canon
5f3ba6213fd5b671b2204fcf,33,www.eglobalcentral.co.uk,5d,5-3,/,/,canoneos5d,,,15.2,11.64,,,canon
5f3ba6213fd5b671b2204fef,34,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205033,35,www.eglobalcentral.co.uk,p600,600,/,/,nikoncoolpixp600,,,0.0,0.0,,,nikon
5f3ba6213fd5b671b2205057,36,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205077,37,www.eglobalcentral.co.uk,gm1,1,/,/,panasoniclumixdmcgm1,,,9.9,5.5,,,panasonic
5f3ba6213fd5b671b22050ac,38,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050f0,39,www.eglobalcentral.co.uk,d7000,7000,/,/,nikond7000,,,13.2,10.5,,,nikon
5f3ba6213fd5b671b2205106,40,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220511f,41,www.eglobalcentral.co.uk,sh1,1,/,/,olympusstylussh1,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b220514b,42,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2205178,43,www.eglobalcentral.co.uk,aw120,120,/,/,nikoncoolpixaw120,4.0,5.0,11.0,6.6,,,nikon
5f3ba6213fd5b671b2205184,44,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b2204fdf,45,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205044,46,www.eglobalcentral.co.uk,70d,70,/,/,canoneos70d,,,13.9,10.43,,,canon
5f3ba6213fd5b671b220504c,47,www.eglobalcentral.co.uk,eos1d,1,/,/,canoneos1d,,,15.8,16.36,,,canon
5f3ba6213fd5b671b2205053,48,www.eglobalcentral.co.uk,xe2,2,/,/,fujifilmxe2,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b2205056,49,www.eglobalcentral.co.uk,wb350f,350,/,/,samsungwb350f,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b220506b,50,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.309999999999999,9.95,,,canon
5f3ba6213fd5b671b2205085,51,www.eglobalcentral.co.uk,qx1,1,/,/,sonyqx1,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205095,52,www.eglobalcentral.co.uk,8g,8,/,/,nikondfkitwithf18g,,,14.4,11.0,,,nikon
5f3ba6213fd5b671b220511e,53,www.eglobalcentral.co.uk,a6000,6000,/,/,sonyalphaa6000,2.0,,12.0,6.7,,,sony
5f3ba6213fd5b671b220514c,54,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205189,55,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22051a0,56,www.eglobalcentral.co.uk,xm1,1,/,/,fuijifilmxm1,,,11.7,6.7,,,fuijifilm
5f3ba6213fd5b671b22051af,57,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b2204fbe,58,www.eglobalcentral.co.uk,sh1,1,/,/,olympusstylussh1,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b2204fcc,59,www.eglobalcentral.co.uk,xe2,2,/,/,fujifilmxe2,,,12.9,7.5,,,fujifilm
5f3ba6213fd5b671b2204ffd,60,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205004,61,www.eglobalcentral.co.uk,7d,7,/,/,canoneos7d,,,14.819999999999999,11.07,,,canon
5f3ba6213fd5b671b2205029,62,www.eglobalcentral.co.uk,6d,6,/,/,canoneos6d,,,14.5,11.1,,,canon
5f3ba6213fd5b671b2205049,63,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220509a,64,www.eglobalcentral.co.uk,aw120,120,/,/,nikoncoolpixaw120,4.0,5.0,11.0,6.6,,,nikon
5f3ba6213fd5b671b22050af,65,www.eglobalcentral.co.uk,100d,100,/,/,canoneos100d,,,11.68,9.07,,,canon
5f3ba6213fd5b671b22050ca,66,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050f9,67,www.eglobalcentral.co.uk,a6000,6000,/,/,sonyalphaa6000,2.0,,12.0,6.7,,,sony
5f3ba6213fd5b671b2205153,68,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b22051c4,69,www.eglobalcentral.co.uk,a58,58,/,/,sonyalphaa58,,,12.9,9.5,,,sony
5f3ba6213fd5b671b2204fc8,70,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b2205006,71,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2205019,72,www.eglobalcentral.co.uk,100d,100,/,/,canoneos100d,,,11.68,9.07,,,canon
5f3ba6213fd5b671b22050a0,73,www.eglobalcentral.co.uk,a6000,6000,/,/,sonyalphaa6000,2.0,,12.0,6.7,,,sony
5f3ba6213fd5b671b22050b8,74,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220510c,75,www.eglobalcentral.co.uk,sx50,50,/,/,canonpowershotsx50,4.0,,0.0,0.0,,,canon
5f3ba6213fd5b671b220511c,76,www.eglobalcentral.co.uk,wb350f,350,/,/,samsungwb350f,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b2205121,77,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205123,78,www.eglobalcentral.co.uk,6d,6,/,/,canoneos6d,,,14.5,11.1,,,canon
5f3ba6213fd5b671b220515b,79,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.309999999999999,9.95,,,canon
5f3ba6213fd5b671b2205166,80,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.309999999999999,9.95,,,canon
5f3ba6213fd5b671b2205181,81,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220519f,82,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2204fed,83,www.eglobalcentral.co.uk,8g,8,/,/,nikondfkitwithf18g,,,14.4,11.0,,,nikon
5f3ba6213fd5b671b2204fee,84,www.eglobalcentral.co.uk,a3,3,/,/,isawa3,,,0.0,0.0,,,isaw
5f3ba6213fd5b671b2205027,85,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205037,86,www.eglobalcentral.co.uk,instax210,210,/,/,fujifilminstax210,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b220504f,87,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205065,88,www.eglobalcentral.co.uk,xe2,2,/,/,fujifilmxe2,,,12.9,7.5,,,fujifilm
5f3ba6213fd5b671b2205098,89,www.eglobalcentral.co.uk,x100s,100,/,/,fujifilmfinepixx100s,,1.0,12.7,7.4,,,fujifilm
5f3ba6213fd5b671b22050c9,90,www.eglobalcentral.co.uk,s110,110,/,/,canonpowershots110,,5.0,9.9,5.9,,,canon
5f3ba6213fd5b671b22050dd,91,www.eglobalcentral.co.uk,d7000,7000,/,/,nikond7000,,,13.2,10.5,,,nikon
5f3ba6213fd5b671b22050e2,92,www.eglobalcentral.co.uk,d4,4,/,/,nikond4,,,16.0,15.65,,,nikon
5f3ba6213fd5b671b22050f1,93,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220510f,94,www.eglobalcentral.co.uk,xq1,1,/,/,fujifilmxq1,,4.0,10.0,5.9,,,fujifilm
5f3ba6213fd5b671b220511b,95,www.eglobalcentral.co.uk,a5000,5000,/,/,sonyalphaa5000,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205148,96,www.eglobalcentral.co.uk,wx350,350,/,/,sonydscwx350,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205175,97,www.eglobalcentral.co.uk,xe2,2,/,/,fujifilmxe2,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b220518c,98,www.eglobalcentral.co.uk,1200d,1200,/,/,canoneos1200d,,,13.0,10.0,,CMOS,canon
5f3ba6213fd5b671b2204fa6,99,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2204fae,100,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2204ffe,101,www.eglobalcentral.co.uk,dscrx100,100-3,/,/,sonycybershotdscrx100,,,0.0,0.0,,,sony
5f3ba6213fd5b671b220500e,102,www.eglobalcentral.co.uk,a5000,5000,/,/,sonyalphaa5000,,,0.0,0.0,,,sony
5f3ba6213fd5b671b220502a,103,www.eglobalcentral.co.uk,60d,60,/,/,canoneos60d,,,14.45,10.58,,,canon
5f3ba6213fd5b671b220504d,104,www.eglobalcentral.co.uk,a7s,7,/,/,sonyalphaa7s,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205072,105,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b22050bc,106,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050f8,107,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205100,108,www.eglobalcentral.co.uk,sx510,510,/,/,canonpowershotsx510,,30.0,10.4,7.0,,,canon
5f3ba6213fd5b671b220513c,109,www.eglobalcentral.co.uk,70d,70,/,/,canoneos70d,,,13.9,10.43,,,canon
5f3ba6213fd5b671b22051ad,110,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2204f98,111,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2204ff2,112,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2204ff7,113,www.eglobalcentral.co.uk,a77,77-2,/,/,sonyalphaa77,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205024,114,www.eglobalcentral.co.uk,ft5,5,/,/,panasoniclumixdmcft5,4.6,4.6,11.0,6.7,,,panasonic
5f3ba6213fd5b671b2205041,115,www.eglobalcentral.co.uk,1200d,1200,/,/,canoneos1200d,,,13.0,10.0,,CMOS,canon
5f3ba6213fd5b671b2205058,116,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2205078,117,www.eglobalcentral.co.uk,em1,1,/,/,olympusomdem1,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b2205099,118,www.eglobalcentral.co.uk,gm1,1,/,/,panasoniclumixdmcgm1,,,9.9,5.5,,,panasonic
5f3ba6213fd5b671b22050ba,119,www.eglobalcentral.co.uk,d610,610,/,/,nikond610,,,14.1,11.3,,,nikon
5f3ba6213fd5b671b22050d9,120,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050ef,121,www.eglobalcentral.co.uk,d3100,3100,/,/,nikond3100,,,12.4,9.6,,,nikon
5f3ba6213fd5b671b22050fa,122,www.eglobalcentral.co.uk,em10,10,/,/,olympusomdem10,,,11.9,8.2,,,olympus
5f3ba6213fd5b671b22050fe,123,www.eglobalcentral.co.uk,5d,5-3,/,/,canoneos5d,,,15.2,11.64,,,canon
5f3ba6213fd5b671b2205113,124,www.eglobalcentral.co.uk,dmcgh4,4,/,/,panasoniclumixdmcgh4,,,0.0,0.0,,,panasonic
5f3ba6213fd5b671b2205118,125,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b220511d,126,www.eglobalcentral.co.uk,xq1,1,/,/,fujifilmxq1,,4.0,10.0,5.9,,,fujifilm
5f3ba6213fd5b671b220512c,127,www.eglobalcentral.co.uk,g16,16,/,/,canonpowershotg16,,5.0,10.879999999999999,7.590000000000001,,,canon
5f3ba6213fd5b671b2205150,128,www.eglobalcentral.co.uk,df,,/,/,nikondfbody,,,14.4,11.0,,,nikon
5f3ba6213fd5b671b2204fd9,129,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2205031,130,www.eglobalcentral.co.uk,aw120,120,/,/,nikoncoolpixaw120,4.0,5.0,11.0,6.6,,,nikon
5f3ba6213fd5b671b220506c,131,www.eglobalcentral.co.uk,sx60,60,/,/,canonpowershotsx60,,,0.0,0.0,,,canon
5f3ba6213fd5b671b220507c,132,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b22050a2,133,www.eglobalcentral.co.uk,tg850,850,/,/,olympusstylustoughtg850,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b22050a7,134,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.309999999999999,9.95,,,canon
5f3ba6213fd5b671b22050b7,135,www.eglobalcentral.co.uk,s120,120,/,/,canonpowershots120,,5.0,10.02,5.9,,,canon
5f3ba6213fd5b671b22050ea,136,www.eglobalcentral.co.uk,em10,10,/,/,olympusomdem10,,,11.9,8.2,,,olympus
5f3ba6213fd5b671b220513e,137,www.eglobalcentral.co.uk,a7,7,/,/,sonyalphaa7,4.0,,12.7,9.4,,,sony
5f3ba6213fd5b671b2205146,138,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2205169,139,www.eglobalcentral.co.uk,dscrx100,100,/,/,sonycybershotdscrx100,,3.6,10.2,5.8,,,sony
5f3ba6213fd5b671b2205172,140,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b220518d,141,www.eglobalcentral.co.uk,g1x,1-2,/,/,canonpowershotg1x,,,0.0,0.0,,,canon
5f3ba6213fd5b671b22051c5,142,www.eglobalcentral.co.uk,aw120,120,/,/,nikoncoolpixaw120,4.0,5.0,11.0,6.6,,,nikon
5f3ba6213fd5b671b2204f9a,143,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2204fa5,144,www.eglobalcentral.co.uk,xt1,1,/,/,fujifilmxt1,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b2204fab,145,www.eglobalcentral.co.uk,df,,/,/,nikondfbody,,,14.4,11.0,,,nikon
5f3ba6213fd5b671b2204fc4,146,www.eglobalcentral.co.uk,hs35,35,/,/,fujifilmfinepixhs35,,30.0,13.1,9.7,,,fujifilm
5f3ba6213fd5b671b2204fd7,147,www.eglobalcentral.co.uk,wx350,350,/,/,sonydscwx350,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2204fdb,148,www.eglobalcentral.co.uk,7d,7,/,/,canoneos7d,,,14.819999999999999,11.07,,,canon
5f3ba6213fd5b671b2204fea,149,www.eglobalcentral.co.uk,700d,700,/,/,canoneos700d,,,13.3,10.0,,,canon
5f3ba6213fd5b671b2205001,150,www.eglobalcentral.co.uk,dscrx10,10,/,/,sonycybershotdscrx10,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205008,151,www.eglobalcentral.co.uk,60d,60,/,/,canoneos60d,,,14.45,10.58,,,canon
5f3ba6213fd5b671b220504e,152,www.eglobalcentral.co.uk,tg3,3,/,/,olympusstylustoughtg3,4.0,4.0,11.2,6.6,,,olympus
5f3ba6213fd5b671b2205081,153,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b220509f,154,www.eglobalcentral.co.uk,wx350,350,/,/,sonydscwx350,,,0.0,0.0,,,sony
5f3ba6213fd5b671b22050dc,155,www.eglobalcentral.co.uk,d7100,7100,/,/,nikond7100,,,13.55,10.65,,,nikon
5f3ba6213fd5b671b22050e0,156,www.eglobalcentral.co.uk,tg850,850,/,/,olympusstylustoughtg850,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b22050e8,157,www.eglobalcentral.co.uk,dschx400v,400,/,/,sonycybershotdschx400v,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205105,158,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205110,159,www.eglobalcentral.co.uk,dmclf1,1,/,/,panasoniclumixdmclf1,4.0,7.1,10.3,6.2,,,panasonic
5f3ba6213fd5b671b2205114,160,www.eglobalcentral.co.uk,7d,7,/,/,canoneos7d,,,14.819999999999999,11.07,,,canon
5f3ba6213fd5b671b2205125,161,www.eglobalcentral.co.uk,700d,700,/,/,canoneos700d,,,13.3,10.0,,,canon
5f3ba6213fd5b671b2205149,162,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b220516b,163,www.eglobalcentral.co.uk,60d,60,/,/,canoneos60d,,,14.45,10.58,,,canon
5f3ba6213fd5b671b220519b,164,www.eglobalcentral.co.uk,tg850,850,/,/,olympusstylustoughtg850,,,0.0,0.0,,,olympus
5f3ba6213fd5b671b22051a6,165,www.eglobalcentral.co.uk,d610,610,/,/,nikond610,,,14.1,11.3,,,nikon
5f3ba6213fd5b671b22051b8,166,www.eglobalcentral.co.uk,d800e,800,/,/,nikond800e,,,14.6,12.3,,,nikon
5f3ba6213fd5b671b22051c0,167,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2204f94,168,www.eglobalcentral.co.uk,6d,6,/,/,canoneos6d,,,14.5,11.1,,,canon
5f3ba6213fd5b671b2204fa0,169,www.eglobalcentral.co.uk,d810,810,/,/,nikond810,,,0.0,0.0,,,nikon
5f3ba6213fd5b671b2204fa3,170,www.eglobalcentral.co.uk,hcmdh2,2,/,/,panasonichcmdh2,601500.0,21.0,0.0,0.0,,,panasonic
5f3ba6213fd5b671b2204fa8,171,www.eglobalcentral.co.uk,d3200,3200,/,/,nikond3200,,,12.5,9.6,,,nikon
5f3ba6213fd5b671b2204fc9,172,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b2204fd4,173,www.eglobalcentral.co.uk,nx,,/,/,samsungnxmini,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b2205002,174,www.eglobalcentral.co.uk,d3300,3300,/,/,nikond3300,,,12.4,9.8,,,nikon
5f3ba6213fd5b671b220501d,175,www.eglobalcentral.co.uk,d4s,4,/,/,nikond4s,,,0.0,0.0,,,nikon
5f3ba6213fd5b671b220502f,176,www.eglobalcentral.co.uk,600d,600,/,/,canoneos600d,,,13.309999999999999,9.95,,,canon
5f3ba6213fd5b671b2205034,177,www.eglobalcentral.co.uk,wb350f,350,/,/,samsungwb350f,,,0.0,0.0,,,samsung
5f3ba6213fd5b671b220504b,178,www.eglobalcentral.co.uk,d5300,5300,/,/,nikond5300,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b2205060,179,www.eglobalcentral.co.uk,700d,700,/,/,canoneos700d,,,13.3,10.0,,,canon
5f3ba6213fd5b671b2205068,180,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b22050a6,181,www.eglobalcentral.co.uk,a58,58,/,/,sonyalphaa58,,,12.9,9.5,,,sony
5f3ba6213fd5b671b22050ad,182,www.eglobalcentral.co.uk,stylus1,1,/,/,olympusstylus1,,10.7,11.6,8.7,,,olympus
5f3ba6213fd5b671b22050d5,183,www.eglobalcentral.co.uk,d5200,5200,/,/,nikond5200,,,12.5,9.8,,,nikon
5f3ba6213fd5b671b22050ee,184,www.eglobalcentral.co.uk,a99,99,/,/,sonyalphaa99,,,14.7,11.120000000000001,,,sony
5f3ba6213fd5b671b22050f7,185,www.eglobalcentral.co.uk,em10,10,/,/,olympusomdem10,,,11.9,8.2,,,olympus
5f3ba6213fd5b671b2205111,186,www.eglobalcentral.co.uk,a5000,5000,/,/,sonyalphaa5000,,,0.0,0.0,,,sony
5f3ba6213fd5b671b2205132,187,www.eglobalcentral.co.uk,x100s,100,/,/,fujifilmfinepixx100s,,1.0,12.7,7.4,,,fujifilm
5f3ba6213fd5b671b2205141,188,www.eglobalcentral.co.uk,mini8,8,/,/,fujifilminstaxmini8,,,0.0,0.0,,,fujifilm
5f3ba6213fd5b671b22051a5,189,www.eglobalcentral.co.uk,a7r,7,/,/,sonyalphaa7r,4.0,,12.7,9.4,,,sony
5f3ba6213fd5b671b22051b3,190,www.eglobalcentral.co.uk,70d,70,/,/,canoneos70d,,,13.9,10.43,,,canon
