,key,row_key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
11,5f3ba61e3fd5b671b22005e6,12,www.price-hunt.com,s3,3,/,/,panasoniclumixdmcs3,4,4,9.88,5.88,117.0,CCD,panasonic
12,5f3ba61e3fd5b671b22005e7,13,www.price-hunt.com,ax650,650,/,/,fujifilmfinepixax650,7.2,5,9.3,6.02,168.0,CCD,fujifilm
13,5f3ba61e3fd5b671b22005e9,14,www.price-hunt.com,tz18,18,/,/,panasoniclumixdmctz18,4,16,10.49,5.76,210.0,Mos,panasonic
14,5f3ba61e3fd5b671b22005eb,15,www.price-hunt.com,w810,810,/,/,sonycybershotdscw810,,6,9.31,5.25,120.0,Super had CCD,sony
15,5f3ba61e3fd5b671b22005f8,16,www.price-hunt.com,a4000,4000,/,/,canonpowershota4000,4,8,9.53,5.63,145.0,CCD,canon
16,5f3ba61e3fd5b671b22005fa,17,www.price-hunt.com,d35,35,/,/,benqd35,10,,4.57,6.76,233.0,CMOS,benq
17,5f3ba61e3fd5b671b2200602,18,www.price-hunt.com,s01,01,/,/,nikoncoolpixs01,4,3,7.7,5.12,96.0,CCD,nikon
18,5f3ba61e3fd5b671b2200615,19,www.price-hunt.com,a57,57,/,/,sonyslta57,4,,13.21,9.75,539.0,HD CMOS,sony
19,5f3ba61e3fd5b671b2200623,20,www.price-hunt.com,j40,40,/,/,fujifilmfinepixj40,5.7,3,9.2,5.59,113.0,CCD,fujifilm
20,5f3ba61e3fd5b671b2200636,21,www.price-hunt.com,wg20,20,/,/,ricohwg20,6.7,5,11.55,5.85,164.0,CCD,ricoh
21,5f3ba61e3fd5b671b2200647,22,www.price-hunt.com,es80,80,/,/,samsunges80,1.0,5,9.7,5.8,124.0,CCD,samsung
22,5f3ba61e3fd5b671b2200648,23,www.price-hunt.com,d700,700,/,/,nikond700,,,14.7,12.3,995.0,CMOS,nikon
23,5f3ba61e3fd5b671b2200654,24,www.price-hunt.com,s3300,3300,/,/,fujifilmfinepixs3300,6.7,26,11.8,8.09,540.0,CCD,fujifilm
24,5f3ba61e3fd5b671b2200655,25,www.price-hunt.com,m1,1,/,/,olympusomdem1,,,13.04,9.35,497.0,Mos,olympus
25,5f3ba61e3fd5b671b2200655,25,www.price-hunt.com,m1,1,/,/,olympusomdem1,,,13.04,9.35,497.0,Mos,olympus
26,5f3ba61e3fd5b671b2200657,26,www.price-hunt.com,a77v,77,/,/,sonyalphaslta77v,,,14.26,10.4,,Exmor aps HD CMOS,sony
27,5f3ba61e3fd5b671b220065e,27,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal
28,5f3ba61e3fd5b671b220065e,27,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal
29,5f3ba61e3fd5b671b220065e,27,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal
30,5f3ba61e3fd5b671b220065e,27,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal
31,5f3ba61e3fd5b671b220065e,27,www.price-hunt.com,sj4000,4000,/,/,yourdealsj4000,4,,0.0,0.0,100.0,CMOS,yourdeal
32,5f3ba61e3fd5b671b220065f,28,www.price-hunt.com,6l,6,/,/,sonynex6l,,,11.99,6.69,345.0,Exmor aps HD CMOS,sony
33,5f3ba61e3fd5b671b2200662,29,www.price-hunt.com,a58m,58,/,/,sonyalphaslta58m,,,12.86,9.55,573.0,HD CMOS,sony
34,5f3ba61e3fd5b671b2200667,30,www.price-hunt.com,dv540,540,/,/,wesprodv540,4,,0.0,0.0,,CMOS,wespro
35,5f3ba61e3fd5b671b2200670,31,www.price-hunt.com,m531,531,/,/,kodakeasysharem531,5,3,9.37,5.67,130.0,CCD,kodak
36,5f3ba61e3fd5b671b2200671,32,www.price-hunt.com,5tl,5,/,/,sonynex5tl,4,,0.0,0.0,218.0,Exmor aps HD CMOS Sensor,sony
37,5f3ba61e3fd5b671b2200671,32,www.price-hunt.com,5tl,5,/,/,sonynex5tl,4,,0.0,0.0,276.0,Exmor aps HD CMOS Sensor,sony
38,5f3ba61e3fd5b671b2200688,33,www.price-hunt.com,l830,830,/,/,nikoncoolpixl830,4,34,11.1,7.58,508.0,Bsi CMOS,nikon
39,5f3ba61e3fd5b671b2200693,34,www.price-hunt.com,pl3,3,/,/,olympuspenliteepl3,,,10.95,6.37,,High Speed Live mos,olympus
40,5f3ba61e3fd5b671b2200555,35,www.price-hunt.com,x20,20,/,/,fujifilmfinepixx20,2,4,11.7,6.96,353.0,X-Trans CMOS ii,fujifilm
41,5f3ba61e3fd5b671b220056e,36,www.price-hunt.com,jz300,300,/,/,fujifilmfinepixjz300,6,10,9.7,5.7,168.0,CCD,fujifilm
42,5f3ba61e3fd5b671b2200577,37,www.price-hunt.com,a2500,2500,/,/,canonpowershota2500,4,5,9.77,5.6,125.0,CCD,canon
43,5f3ba61e3fd5b671b220057c,38,www.price-hunt.com,x10,10,/,/,fujifilmxseriesx10,2,4,0.0,0.0,,,fujifilm
44,5f3ba61e3fd5b671b220059b,39,www.price-hunt.com,1,1,/,/,aiptek1,5,5,8.4,4.8,800.0,CMOS,aiptek
45,5f3ba61e3fd5b671b22005a3,40,www.price-hunt.com,d5300,5300,/,/,nikond5300,,,12.5,9.8,530.0,CMOS,nikon
46,5f3ba61e3fd5b671b22005ab,41,www.price-hunt.com,xz1,1,/,/,olympusxz1,16,4,11.06,6.48,275.0,CCD,olympus
47,5f3ba61e3fd5b671b22005ad,42,www.price-hunt.com,a35k,35,/,/,sonyslta35k,,,12.44,9.2,433.0,Exmor aps HD CMOS,sony
48,5f3ba61e3fd5b671b22005b3,43,www.price-hunt.com,v100,100,/,/,panasonichcv100,,34,5.15,5.95,181.0,CMOS,panasonic
49,5f3ba61e3fd5b671b22005b7,44,www.price-hunt.com,7k,7,/,/,sonyilce7k,2,,12.69,9.44,474.0,Exmor CMOS,sony
50,5f3ba61e3fd5b671b22005b8,45,www.price-hunt.com,s15,15,/,/,panasonicsdrs15,10,10,4.3,5.9,165.0,CCD,panasonic
51,5f3ba61e3fd5b671b22005d6,46,www.price-hunt.com,wg4,4,/,/,ricohwg4,7.2,4,12.5,6.45,236.0,CMOS,ricoh
52,5f3ba61e3fd5b671b22005d6,46,www.price-hunt.com,wg4,4,/,/,ricohwg4,7.2,4,12.5,6.45,229.0,CMOS,ricoh
53,5f3ba61e3fd5b671b22005fc,47,www.price-hunt.com,cx240eb,240,/,/,sonyhdrcx240eb,320,27,0.0,0.0,190.0,CMOS,sony
54,5f3ba61e3fd5b671b2200601,48,www.price-hunt.com,s110,110,/,/,canonpowershots110,4,5,9.88,5.9,198.0,CMOS,canon
55,5f3ba61e3fd5b671b220060b,49,www.price-hunt.com,qx100,100,/,/,sonydscqx100,,3.6,0.0,0.0,179.0,Exr CMOS,sony
56,5f3ba61e3fd5b671b220061b,50,www.price-hunt.com,dc2,2,/,/,panasonichxdc2,120,5,8.62,12.08,180.0,Mos,panasonic
57,5f3ba61e3fd5b671b2200633,51,www.price-hunt.com,sh1,1,/,/,olympussh1,96,24,0.0,0.0,271.0,CMOS,olympus
58,5f3ba61e3fd5b671b220063c,52,www.price-hunt.com,3500j,3500,/,/,sonyilce3500j,,,12.8,9.09,411.0,Exmor aps HD CMOS,sony
59,5f3ba61e3fd5b671b220066c,53,www.price-hunt.com,pl5,5,/,/,olympusepl5,,,11.05,6.37,325.0,Mos,olympus
60,5f3ba61e3fd5b671b2200674,54,www.price-hunt.com,c25,25,/,/,fujifilmfinepixc25,6.3,3,9.13,5.9,,CCD,fujifilm
61,5f3ba61e3fd5b671b220067c,55,www.price-hunt.com,v250,250,/,/,panasonichcv250,150,50,5.3,5.9,216.0,Bsi mos,panasonic
62,5f3ba61e3fd5b671b220067e,56,www.price-hunt.com,"virb hd\,virbhd",,/,/,garminvirbhd,,,5.3,3.2,177.0,CMOS,garmin
63,5f3ba61e3fd5b671b2200686,57,www.price-hunt.com,ixus150,150,/,/,canonixus150,4,8,9.52,5.43,130.0,CCD,canon
64,5f3ba61e3fd5b671b2200556,58,www.price-hunt.com,ixus135,135,/,/,canonixus135,4,8,9.29,5.24,134.0,CCD,canon
65,5f3ba61e3fd5b671b2200558,59,www.price-hunt.com,dv4500,4500,/,/,aiptekdv4500,,,21.59,17.27,900.0,CMOS,aiptek
66,5f3ba61e3fd5b671b2200563,60,www.price-hunt.com,ixus155,155,/,/,canonixus155,,10,0.0,0.0,142.0,CCD,canon
67,5f3ba61e3fd5b671b220056d,61,www.price-hunt.com,100ee,100,/,/,olympussp100ee,200,50,0.0,0.0,589.0,CMOS,olympus
68,5f3ba61e3fd5b671b2200575,62,www.price-hunt.com,stylus1,1,/,/,olympusstylus1,,10.7,11.62,8.7,402.0,CMOS,olympus
69,5f3ba61e3fd5b671b220059c,63,www.price-hunt.com,vg170,170,/,/,olympusvg170,4,5,10.37,6.25,147.0,CCD,olympus
70,5f3ba61e3fd5b671b22005b2,64,www.price-hunt.com,p600,600,/,/,nikoncoolpixp600,4,60,12.5,8.5,565.0,CMOS,nikon
71,5f3ba61e3fd5b671b22005d9,65,www.price-hunt.com,mv800,800,/,/,samsungmv800,1,5,9.2,5.62,130.0,CCD,samsung
72,5f3ba61e3fd5b671b22005de,66,www.price-hunt.com,w570,570,/,/,sonycybershotdscw570,10,5,0.0,0.0,100.0,CCD,sony
73,5f3ba61e3fd5b671b22005e2,67,www.price-hunt.com,ixus510,510,/,/,canonixus510,4,12,8.58,5.35,163.0,CMOS,canon
74,5f3ba61e3fd5b671b22005e8,68,www.price-hunt.com,j1,1,/,/,nikon1j1,,,10.6,6.1,277.0,CMOS,nikon
75,5f3ba61e3fd5b671b22005ee,69,www.price-hunt.com,fx78,78,/,/,panasoniclumixfx78,4,5,9.97,5.52,142.0,CCD,panasonic
76,5f3ba61e3fd5b671b22005f0,70,www.price-hunt.com,a58y,58,/,/,sonyalphaslta58y,,,12.86,9.55,492.0,CCD,sony
77,5f3ba61e3fd5b671b22005f0,70,www.price-hunt.com,a58y,58,/,/,sonyalphaslta58y,,,12.86,9.55,492.0,CCD,sony
78,5f3ba61e3fd5b671b22005f1,71,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
79,5f3ba61e3fd5b671b22005f1,71,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
80,5f3ba61e3fd5b671b22005f1,71,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
81,5f3ba61e3fd5b671b22005f1,71,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
82,5f3ba61e3fd5b671b22005f1,71,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
83,5f3ba61e3fd5b671b22005f1,71,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
84,5f3ba61e3fd5b671b22005f7,72,www.price-hunt.com,1200d,1200,/,/,canoneos1200d,,,0.51,0.31,480.0,CMOS,canon
85,5f3ba61e3fd5b671b22005f7,72,www.price-hunt.com,1200d,1200,/,/,canoneos1200d,,,0.51,0.31,480.0,CMOS,canon
86,5f3ba61e3fd5b671b22005f7,72,www.price-hunt.com,1200d,1200,/,/,canoneos1200d,,,0.51,0.31,480.0,CMOS,canon
87,5f3ba61e3fd5b671b22005f7,72,www.price-hunt.com,1200d,1200,/,/,canoneos1200d,,,0.51,0.31,480.0,CMOS,canon
88,5f3ba61e3fd5b671b2200600,73,www.price-hunt.com,p340,340,/,/,nikoncoolpixp340,4,5,10.3,5.83,194.0,CMOS,nikon
89,5f3ba61e3fd5b671b220062b,74,www.price-hunt.com,hs28exr,28,/,/,fujifilmfinepixhs28exr,2,30,13.06,9.07,730.0,Exr CMOS,fujifilm
90,5f3ba61e3fd5b671b2200634,75,www.price-hunt.com,a2600,2600,/,/,canonpowershota2600,4,5,9.77,5.6,135.0,CCD,canon
91,5f3ba61e3fd5b671b220065b,76,www.price-hunt.com,ilce7,7,/,/,sonyilce7,2,,12.69,9.44,474.0,Exmor CMOS,sony
92,5f3ba61e3fd5b671b2200661,77,www.price-hunt.com,wg10,10,/,/,pentaxwg10,6.7,5,11.43,5.84,167.0,CCD,pentax
93,5f3ba61e3fd5b671b220066f,78,www.price-hunt.com,pj340e,340,/,/,sonyhdrpj340e,350,30,0.0,0.0,215.0,CMOS,sony
94,5f3ba61e3fd5b671b220066f,78,www.price-hunt.com,pj340e,340,/,/,sonyhdrpj340e,350,30,0.0,0.0,215.0,CMOS,sony
95,5f3ba61e3fd5b671b2200678,79,www.price-hunt.com,sx240,240,/,/,canonpowershotsx240,4,20,10.63,6.1,224.0,CMOS,canon
96,5f3ba61e3fd5b671b220067d,80,www.price-hunt.com,5000y,5000,/,/,sonyilce5000y,4,,10.96,6.28,269.0,Exmor aps HD CMOS,sony
97,5f3ba61e3fd5b671b220067d,80,www.price-hunt.com,5000y,5000,/,/,sonyilce5000y,4,,10.96,6.28,269.0,Exmor aps HD CMOS,sony
98,5f3ba61e3fd5b671b2200680,81,www.price-hunt.com,d3s,3,/,/,nikond3s,,,15.95,15.7,1240.0,CMOS,nikon
99,5f3ba61e3fd5b671b2200682,82,www.price-hunt.com,a99v,99,/,/,sonyalphaslta99v,,,14.7,11.12,,Exmor CMOS,sony
100,5f3ba61e3fd5b671b220068a,83,www.price-hunt.com,a77vm,77,/,/,sonyalphaslta77vm,,,14.26,10.4,,Exmor aps HD CMOS,sony
101,5f3ba61e3fd5b671b220068f,84,www.price-hunt.com,fx68,68,/,/,panasoniclumixdmcfx68,4,5,9.7,5.41,145.0,CCD,panasonic
102,5f3ba61e3fd5b671b2200697,85,www.price-hunt.com,l320,320,/,/,nikoncoolpixl320,4,26,11.11,7.63,430.0,CCD,nikon
103,5f3ba61e3fd5b671b2200565,86,www.price-hunt.com,1dx,1,/,/,canoneos1dx,,,15.8,16.36,1340.0,CMOS,canon
104,5f3ba61e3fd5b671b220057f,87,www.price-hunt.com,1200d,1200,/,/,canoneos1200d,,,0.51,0.31,480.0,CMOS,canon
105,5f3ba61e3fd5b671b220057f,87,www.price-hunt.com,1200d,1200,/,/,canoneos1200d,,,0.51,0.31,480.0,CMOS,canon
106,5f3ba61e3fd5b671b220057f,87,www.price-hunt.com,1200d,1200,/,/,canoneos1200d,,,0.51,0.31,480.0,CMOS,canon
107,5f3ba61e3fd5b671b220057f,87,www.price-hunt.com,1200d,1200,/,/,canoneos1200d,,,0.51,0.31,480.0,CMOS,canon
108,5f3ba61e3fd5b671b220059e,88,www.price-hunt.com,d7100,7100,/,/,nikond7100,,,13.55,10.65,765.0,CMOS,nikon
109,5f3ba61e3fd5b671b22005b0,89,www.price-hunt.com,w630,630,/,/,sonydscw630,20,5,9.1,5.22,116.0,Super had CCD,sony
110,5f3ba61e3fd5b671b22005b1,90,www.price-hunt.com,620uz,620,/,/,olympussp620uz,4,21,10.97,7.43,435.0,CCD,olympus
111,5f3ba61e3fd5b671b22005b4,91,www.price-hunt.com,hx7v,7,/,/,sonycybershotdschx7v,40,10,10.16,5.76,208.0,Exr CMOS,sony
112,5f3ba61e3fd5b671b22005bd,92,www.price-hunt.com,ixus255,255,/,/,canonixus255,4,10,9.72,5.64,,CMOS,canon
113,5f3ba61e3fd5b671b22005bf,93,www.price-hunt.com,l30,30,/,/,nikoncoolpixl30,4,5,9.54,6.03,164.0,CCD,nikon
114,5f3ba61e3fd5b671b22005c1,94,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
115,5f3ba61e3fd5b671b22005c1,94,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
116,5f3ba61e3fd5b671b22005c1,94,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
117,5f3ba61e3fd5b671b22005c1,94,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
118,5f3ba61e3fd5b671b22005c1,94,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
119,5f3ba61e3fd5b671b22005c1,94,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
120,5f3ba61e3fd5b671b22005c9,95,www.price-hunt.com,s8100,8100,/,/,nikoncoolpixs8100,4,10,10.4,5.92,184.0,Bsi CMOS,nikon
121,5f3ba61e3fd5b671b22005d0,96,www.price-hunt.com,wb600,600,/,/,samsungwb600,1.0,15,10.66,6.05,210.0,CCD,samsung
122,5f3ba61e3fd5b671b22005d1,97,www.price-hunt.com,p100,100,/,/,nikoncoolpixp100,4,26,11.44,8.27,481.0,CMOS,nikon
123,5f3ba61e3fd5b671b22005ff,98,www.price-hunt.com,a57k,57,/,/,sonyalphaa57k,4,,13.21,9.75,539.0,HD CMOS,sony
124,5f3ba61e3fd5b671b2200605,99,www.price-hunt.com,st30,30,/,/,samsungst30,1.0,,8.2,5.19,86.0,CCD,samsung
125,5f3ba61e3fd5b671b2200608,100,www.price-hunt.com,l330,330,/,/,nikoncoolpixl330,4,26,11.11,7.63,430.0,CCD,nikon
126,5f3ba61e3fd5b671b220060e,101,www.price-hunt.com,efina,,/,/,pentaxefinapoint,5,5,8.7,5.4,108.0,CCD,pentax
127,5f3ba61e3fd5b671b220060e,101,www.price-hunt.com,efina,,/,/,pentaxefinapoint,5,5,8.7,5.4,108.0,CCD,pentax
128,5f3ba61e3fd5b671b2200627,102,www.price-hunt.com,tx1,1,/,/,sonycybershotdsctx1,8,4,0.0,0.0,130.0,CCD,sony
129,5f3ba61e3fd5b671b2200635,103,www.price-hunt.com,spz1,1,/,/,kodakpixprospz1,6,3,5.66,11.06,,CMOS,kodak
130,5f3ba61e3fd5b671b220064a,104,www.price-hunt.com,w380,380,/,/,sonycybershotdscw380,10,5,0.0,0.0,108.0,CCD,sony
131,5f3ba61e3fd5b671b220064e,105,www.price-hunt.com,rx100m3,100,/,/,sonydscrx100m3,44,2.9,10.16,5.81,290.0,Exmor r CMOS,sony
132,5f3ba61e3fd5b671b220064e,105,www.price-hunt.com,rx100m3,100,/,/,sonydscrx100m3,44,2.9,10.16,5.81,290.0,Exmor r CMOS,sony
133,5f3ba61e3fd5b671b2200660,106,www.price-hunt.com,x5,5,/,/,pentaxx5,7.2,26,11.94,8.64,598.0,CMOS,pentax
134,5f3ba61e3fd5b671b2200673,107,www.price-hunt.com,az361,361,/,/,kodakpixproaz361,4,36,0.0,0.0,416.0,CCD,kodak
135,5f3ba61e3fd5b671b2200676,108,www.price-hunt.com,h101,101,/,/,panasonicsdrh101,100,70,5.51,6.4,273.0,CCD,panasonic
136,5f3ba61e3fd5b671b2200679,109,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
137,5f3ba61e3fd5b671b2200679,109,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
138,5f3ba61e3fd5b671b2200679,109,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
139,5f3ba61e3fd5b671b2200679,109,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
140,5f3ba61e3fd5b671b2200679,109,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
141,5f3ba61e3fd5b671b2200679,109,www.price-hunt.com,pj240e,240,/,/,sonyhdrpj240e,320,27,0.0,0.0,210.0,CMOS,sony
142,5f3ba61e3fd5b671b220068d,110,www.price-hunt.com,s4800,4800,/,/,fujifilmfinepixs4800,7.2,30,12.2,9.3,518.0,CCD,fujifilm
143,5f3ba61e3fd5b671b2200690,111,www.price-hunt.com,f5,5,/,/,panasoniclumixdmcf5,4,5,9.74,5.8,121.0,CCD,panasonic
144,5f3ba61e3fd5b671b2200557,112,www.price-hunt.com,f3,3,/,/,panasoniclumixdmcf3,4,4,9.59,5.39,110.0,,panasonic
145,5f3ba61e3fd5b671b2200559,113,www.price-hunt.com,as30v,30,/,/,sonyhdras30v,,,2.45,4.7,90.0,Exr CMOS,sony
146,5f3ba61e3fd5b671b2200559,113,www.price-hunt.com,as30v,30,/,/,sonyhdras30v,,,2.45,4.7,90.0,Exr CMOS,sony
147,5f3ba61e3fd5b671b220055f,114,www.price-hunt.com,pj380e,380,/,/,sonyhdrpj380e,350,30,5.75,5.7,210.0,Exr CMOS,sony
148,5f3ba61e3fd5b671b2200561,115,www.price-hunt.com,pj540e,540,/,/,sonyhdrpj540e,350,30,0.0,0.0,325.0,CMOS,sony
149,5f3ba61e3fd5b671b2200561,115,www.price-hunt.com,pj540e,540,/,/,sonyhdrpj540e,350,30,0.0,0.0,325.0,CMOS,sony
150,5f3ba61e3fd5b671b220058c,116,www.price-hunt.com,5000y,5000,/,/,sonyilce5000y,4,,10.96,6.28,269.0,Exmor aps HD CMOS,sony
151,5f3ba61e3fd5b671b220058c,116,www.price-hunt.com,5000y,5000,/,/,sonyilce5000y,4,,10.96,6.28,269.0,Exmor aps HD CMOS,sony
152,5f3ba61e3fd5b671b220058e,117,www.price-hunt.com,ixus510,510,/,/,canondigitalixus510,4,12,8.58,5.35,163.0,CMOS,canon
153,5f3ba61e3fd5b671b2200599,118,www.price-hunt.com,vr320,320,/,/,olympusvr320,,,0.0,0.0,,,olympus
154,5f3ba61e3fd5b671b22005a1,119,www.price-hunt.com,ixus125,125,/,/,canonixus125,4,5,9.32,5.7,135.0,CMOS,canon
155,5f3ba61e3fd5b671b22005a5,120,www.price-hunt.com,k30,30,/,/,pentaxk30,,,12.95,9.65,650.0,CMOS,pentax
156,5f3ba61e3fd5b671b22005a5,120,www.price-hunt.com,k30,30,/,/,pentaxk30,,,12.95,9.65,649.0,CMOS,pentax
157,5f3ba61e3fd5b671b22005a5,120,www.price-hunt.com,k30,30,/,/,pentaxk30,,,12.95,9.65,650.0,CMOS,pentax
158,5f3ba61e3fd5b671b22005a5,120,www.price-hunt.com,k30,30,/,/,pentaxk30,,,12.95,9.65,590.0,CMOS,pentax
159,5f3ba61e3fd5b671b22005ae,121,www.price-hunt.com,s02,02,/,/,nikoncoolpixs02,4,3,7.71,5.13,100.0,CMOS,nikon
160,5f3ba61e3fd5b671b22005b6,122,www.price-hunt.com,tz25,25,/,/,panasoniclumixdmctz25,4,16,10.49,5.76,208.0,Mos,panasonic
161,5f3ba61e3fd5b671b22005c2,123,www.price-hunt.com,jz100,100,/,/,fujifilmfinepixjz100,6.7,8,10.03,5.59,129.0,CCD,fujifilm
162,5f3ba61e3fd5b671b22005c6,124,www.price-hunt.com,jz700,700,/,/,fujifilmfinepixjz700,2,8,9.94,5.7,134.0,CMOS,fujifilm
163,5f3ba61e3fd5b671b22005e5,125,www.price-hunt.com,s71,71,/,/,panasonicsdrs71,100,70,5.49,6.4,212.0,CCD,panasonic
164,5f3ba61e3fd5b671b22005ec,126,www.price-hunt.com,vg180,180,/,/,olympusstylusvg180,4,5,9.54,5.82,122.0,CCD,olympus
165,5f3ba61e3fd5b671b220060d,127,www.price-hunt.com,sx45e,45,/,/,sonydcrsx45e,2000,60,5.25,5.7,230.0,Advanced had CCD,sony
166,5f3ba61e3fd5b671b220060f,128,www.price-hunt.com,pl120,120,/,/,samsungpl120,1.0,5,9.4,5.45,110.0,CCD,samsung
167,5f3ba61e3fd5b671b2200611,129,www.price-hunt.com,550d,550,/,/,canoneos550d,1.5,,12.88,9.75,475.0,CMOS,canon
168,5f3ba61e3fd5b671b220061a,130,www.price-hunt.com,zr3,3,/,/,panasoniclumixdmczr3,4,8,9.78,5.48,159.0,CCD,panasonic
169,5f3ba61e3fd5b671b2200624,131,www.price-hunt.com,tg3,3,/,/,olympustg3,16,4,0.0,0.0,247.0,CMOS,olympus
170,5f3ba61e3fd5b671b2200669,132,www.price-hunt.com,s3500,3500,/,/,nikoncoolpixs3500,4,7,9.68,5.78,129.0,CCD,nikon
171,5f3ba61e3fd5b671b220066b,133,www.price-hunt.com,pj540e,540,/,/,sonyhdrpj540e,350,30,0.0,0.0,325.0,CMOS,sony
172,5f3ba61e3fd5b671b220066b,133,www.price-hunt.com,pj540e,540,/,/,sonyhdrpj540e,350,30,0.0,0.0,325.0,CMOS,sony
173,5f3ba61e3fd5b671b2200681,134,www.price-hunt.com,s30,30,/,/,nikoncoolpixs30,4,3,10.19,6.48,214.0,CCD,nikon
174,5f3ba61e3fd5b671b2200684,135,www.price-hunt.com,d600,600,/,/,nikond600,,,14.1,11.3,850.0,CMOS,nikon
175,5f3ba61e3fd5b671b2200692,136,www.price-hunt.com,zs5,5,/,/,casioexilimexzs5,4,5,9.58,5.69,141.0,CCD,casio
176,5f3ba61e3fd5b671b2200694,137,www.price-hunt.com,hx60v,60,/,/,sonycybershotdschx60v,324,30,10.81,6.36,272.0,Exmor r CMOS,sony
177,5f3ba61e3fd5b671b2200562,138,www.price-hunt.com,vr350,350,/,/,olympusvr350,4,10,9.6,5.65,125.0,CCD,olympus
178,5f3ba61e3fd5b671b2200566,139,www.price-hunt.com,a3400,3400,/,/,canonpowershota3400,4,5,9.44,5.63,141.0,CCD,canon
