,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52
12,www.garricks.com.au_www.eglobalcentral.co.uk.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.26,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.84,0.66,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
13,www.price-hunt.com_www.pcconnection.com.csv,8,100.0,100.0,0.0,0.0,95.65,95.65,88.04,88.04,88.04,7.61,99999.0,99999.0,0.26,0.0,1.0,0.33,0.0,0.0,0.0,0.0,99999.0,99999.0,0.67,0.28,1.0,0.83,0.0,0.0,0.56,0.54,99999.0,99999.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,99999.0,99999.0,0.64,0.0,1.0,1.0,0.0,0.0,0.69,0.5
14,www.gosale.com_www.eglobalcentral.co.uk.csv,3,100.0,100.0,0.0,0.0,100.0,93.04,100.0,100.0,100.0,100.0,99999.0,99999.0,0.23,0.0,99999.0,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.71,0.35,99999.0,0.04,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,0.42,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.77,0.14,99999.0,0.0,99999.0,99999.0,99999.0,99999.0
15,www.garricks.com.au_www.pcconnection.com.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,95.16,3.23,99999.0,99999.0,0.27,0.0,99999.0,99999.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,0.71,0.52,99999.0,99999.0,99999.0,99999.0,0.24,0.5,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.71,1.0,99999.0,99999.0,0.68,0.39,99999.0,99999.0,99999.0,99999.0,0.0,0.33
16,www.camerafarm.com.au_www.pcconnection.com.csv,6,100.0,100.0,0.0,0.0,100.0,100.0,68.57,68.57,94.29,68.57,99999.0,99999.0,0.31,0.0,99999.0,99999.0,0.0,0.0,0.87,0.18,99999.0,99999.0,0.67,0.49,99999.0,99999.0,0.0,0.0,0.9,0.75,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.0,0.0,0.93,1.0,99999.0,99999.0,0.64,0.4,99999.0,99999.0,0.0,0.0,0.9,1.0
17,www.garricks.com.au_www.henrys.com.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,90.0,5.0,99999.0,99999.0,0.32,0.0,99999.0,99999.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,0.68,0.5,99999.0,99999.0,99999.0,99999.0,0.5,0.78,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.64,0.33,99999.0,99999.0,99999.0,99999.0,0.5,1.0
18,www.canon-europe.com_www.eglobalcentral.co.uk.csv,6,100.0,100.0,0.0,0.0,91.67,77.78,11.11,11.11,100.0,100.0,99999.0,99999.0,0.31,0.0,0.92,0.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.54,0.2,0.97,0.42,0.14,0.11,99999.0,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.38,0.0,1.0,0.17,0.0,0.0,99999.0,99999.0
19,www.canon-europe.com_www.shopbot.com.au.csv,6,100.0,100.0,0.0,0.0,100.0,76.83,20.73,20.73,81.71,100.0,99999.0,99999.0,0.26,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.61,0.35,99999.0,0.47,0.18,0.16,0.56,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,0.46,0.17,99999.0,0.0,0.0,0.0,1.0,99999.0
20,www.garricks.com.au_www.ilgs.net.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,80.77,23.08,99999.0,99999.0,0.34,0.0,99999.0,99999.0,99999.0,99999.0,0.0,1.0,99999.0,99999.0,0.73,0.54,99999.0,99999.0,99999.0,99999.0,0.29,1.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.97,1.0,99999.0,99999.0,0.71,0.5,99999.0,99999.0,99999.0,99999.0,0.0,1.0
21,buy.net_www.canon-europe.com.csv,7,100.0,100.0,0.0,0.0,52.24,29.85,4.48,4.48,49.25,100.0,99999.0,99999.0,0.26,0.0,0.28,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.56,0.22,0.89,0.36,0.0,0.03,0.0,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,0.0,0.93,0.0,99999.0,99999.0,99999.0,0.38,0.0,1.0,0.0,0.0,0.0,0.0,99999.0
22,www.ilgs.net_www.gosale.com.csv,6,22.86,5.71,0.0,0.0,100.0,91.43,100.0,100.0,79.05,100.0,0.0,0.0,0.27,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,0.0,0.0,0.64,0.25,99999.0,0.0,99999.0,99999.0,0.04,99999.0,0.0,0.0,1.0,1.0,99999.0,0.0,99999.0,99999.0,0.85,99999.0,0.0,0.0,0.64,0.12,99999.0,0.0,99999.0,99999.0,0.0,99999.0
23,www.priceme.co.nz_www.pcconnection.com.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.21,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.68,0.35,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.65,0.12,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
24,www.garricks.com.au_www.price-hunt.com.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,82.81,0.0,99999.0,99999.0,0.22,0.0,99999.0,99999.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,0.7,0.38,99999.0,99999.0,99999.0,99999.0,0.41,0.63,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.66,0.14,99999.0,99999.0,99999.0,99999.0,0.59,1.0
25,www.wexphotographic.com_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.24,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.73,0.42,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.77,0.25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
26,www.gosale.com_www.price-hunt.com.csv,4,100.0,100.0,0.0,0.0,100.0,83.93,100.0,100.0,76.18,100.0,99999.0,99999.0,0.21,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.67,0.18,99999.0,0.24,99999.0,99999.0,0.01,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.42,99999.0,99999.0,99999.0,0.71,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0
27,www.shopbot.com.au_cammarkt.com.csv,6,100.0,100.0,0.0,0.0,100.0,99.0,30.0,29.0,69.0,100.0,99999.0,99999.0,0.28,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.72,0.44,99999.0,0.0,0.16,0.14,0.32,99999.0,99999.0,99999.0,1.0,1.0,99999.0,0.0,1.0,1.0,0.97,99999.0,99999.0,99999.0,0.71,0.22,99999.0,0.0,0.0,0.0,0.21,99999.0
28,www.canon-europe.com_www.wexphotographic.com.csv,6,100.0,100.0,0.0,0.0,100.0,4.55,0.0,0.0,36.36,100.0,99999.0,99999.0,0.29,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.65,0.29,99999.0,0.19,0.39,0.33,0.34,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,0.82,0.14,99999.0,0.0,0.32,0.15,0.0,99999.0
29,www.gosale.com_www.pcconnection.com.csv,4,100.0,100.0,0.0,0.0,100.0,99.53,100.0,100.0,96.23,100.0,99999.0,99999.0,0.21,0.0,99999.0,0.44,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.66,0.29,99999.0,0.44,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,0.44,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.63,0.12,99999.0,0.44,99999.0,99999.0,0.0,99999.0
30,www.ilgs.net_www.eglobalcentral.co.uk.csv,6,100.0,100.0,0.0,0.0,100.0,87.18,17.95,17.95,100.0,97.44,99999.0,99999.0,0.32,0.0,99999.0,0.0,0.0,0.0,99999.0,1.0,99999.0,99999.0,0.7,0.49,99999.0,0.8,0.23,0.16,99999.0,1.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.72,0.33,99999.0,1.0,0.0,0.0,99999.0,1.0
31,buy.net_www.ilgs.net.csv,8,100.0,100.0,0.0,0.0,66.2,52.11,2.82,2.82,18.31,21.13,99999.0,99999.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.7,0.42,0.42,0.64,0.0,0.0,0.0,0.75,99999.0,99999.0,1.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,99999.0,99999.0,0.71,0.29,0.0,1.0,0.0,0.0,0.0,1.0
32,www.canon-europe.com_www.pcconnection.com.csv,7,100.0,100.0,0.0,0.0,64.52,67.74,19.35,29.03,64.52,100.0,99999.0,99999.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.49,0.16,1.0,0.48,0.0,0.0,0.28,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,0.0,0.0,0.98,99999.0,99999.0,99999.0,0.36,0.0,1.0,0.39,0.0,0.0,0.0,99999.0
33,www.shopbot.com.au_www.pcconnection.com.csv,6,100.0,100.0,0.0,0.0,100.0,99.46,88.65,88.65,98.38,100.0,99999.0,99999.0,0.22,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.71,0.37,99999.0,0.0,0.0,0.0,0.33,99999.0,99999.0,99999.0,1.0,1.0,99999.0,0.0,0.0,0.0,1.0,99999.0,99999.0,99999.0,0.7,0.14,99999.0,0.0,0.0,0.0,0.0,99999.0
34,buy.net_www.camerafarm.com.au.csv,6,100.0,100.0,0.0,0.0,100.0,100.0,9.43,9.43,90.57,81.13,99999.0,99999.0,0.28,0.0,99999.0,99999.0,0.0,0.0,0.0,0.25,99999.0,99999.0,0.69,0.55,99999.0,99999.0,0.0,0.0,0.0,0.88,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.0,0.0,0.0,1.0,99999.0,99999.0,0.62,0.5,99999.0,99999.0,0.0,0.0,0.0,1.0
35,www.camerafarm.com.au_www.price-hunt.com.csv,6,100.0,100.0,0.0,0.0,100.0,100.0,16.67,16.67,80.56,86.11,99999.0,99999.0,0.28,0.0,99999.0,99999.0,0.0,0.0,0.0,0.1,99999.0,99999.0,0.72,0.56,99999.0,99999.0,0.12,0.1,0.56,0.67,99999.0,99999.0,1.0,1.0,99999.0,99999.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.76,0.5,99999.0,99999.0,0.0,0.0,0.67,1.0
36,www.wexphotographic.com_www.pcconnection.com.csv,7,100.0,100.0,0.0,0.0,100.0,84.78,84.78,84.78,84.78,8.7,99999.0,99999.0,0.3,0.0,99999.0,0.33,0.0,0.0,0.0,0.0,99999.0,99999.0,0.75,0.5,99999.0,0.9,0.0,0.0,0.72,0.46,99999.0,99999.0,1.0,1.0,99999.0,1.0,0.0,0.0,1.0,1.0,99999.0,99999.0,0.8,0.5,99999.0,1.0,0.0,0.0,0.87,0.33
37,www.ilgs.net_www.shopbot.com.au.csv,6,100.0,100.0,0.0,0.0,100.0,93.33,47.78,47.78,86.67,100.0,99999.0,99999.0,0.32,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.69,0.39,99999.0,0.17,0.09,0.08,0.2,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,0.97,0.96,1.0,99999.0,99999.0,99999.0,0.75,0.25,99999.0,0.0,0.0,0.0,0.0,99999.0
38,www.camerafarm.com.au_www.garricks.com.au.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,92.86,75.0,99999.0,99999.0,0.32,0.0,99999.0,99999.0,99999.0,99999.0,1.0,0.25,99999.0,99999.0,0.79,0.61,99999.0,99999.0,99999.0,99999.0,1.0,0.68,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0
39,buy.net_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.21,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.73,0.39,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.77,0.17,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
40,www.shopbot.com.au_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.21,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.77,0.44,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.82,0.25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
41,www.buzzillions.com_www.garricks.com.au.csv,3,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,47.13,99999.0,99999.0,0.14,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.0,99999.0,99999.0,0.56,0.27,99999.0,99999.0,99999.0,99999.0,99999.0,0.86,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,99999.0,99999.0,0.55,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0
42,www.garricks.com.au_www.wexphotographic.com.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,85.19,0.0,99999.0,99999.0,0.33,0.0,99999.0,99999.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,0.74,0.55,99999.0,99999.0,99999.0,99999.0,0.25,0.83,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.83,0.5,99999.0,99999.0,99999.0,99999.0,0.0,1.0
43,www.camerafarm.com.au_www.gosale.com.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.28,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.6,0.38,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.5,0.21,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
44,www.ebay.com_www.shopbot.com.au.csv,6,100.0,100.0,0.0,0.48,100.0,87.73,95.65,95.65,99.1,100.0,99999.0,99999.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.63,0.18,99999.0,0.28,0.15,0.11,0.22,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,0.72,99999.0,99999.0,99999.0,0.67,0.0,99999.0,0.0,0.0,0.0,0.09,99999.0
45,www.buzzillions.com_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.17,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.14,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.65,0.36,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.67,0.2,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
46,www.ebay.com_www.gosale.com.csv,6,43.92,60.97,0.0,0.9,100.0,85.06,100.0,100.0,99.06,100.0,0.0,0.0,0.0,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,0.04,0.03,0.63,0.2,99999.0,0.36,99999.0,99999.0,0.03,99999.0,1.0,1.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.9,99999.0,0.0,0.0,0.69,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0
47,www.camerafarm.com.au_www.eglobalcentral.co.uk.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,25.0,25.0,100.0,100.0,99999.0,99999.0,0.3,0.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.71,0.63,99999.0,99999.0,0.06,0.06,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.71,0.83,99999.0,99999.0,0.0,0.0,99999.0,99999.0
48,www.ebay.com_www.pcconnection.com.csv,7,100.0,100.0,0.0,2.8,100.0,95.33,97.98,98.44,99.84,99.22,99999.0,99999.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.99,0.0,99999.0,99999.0,0.54,0.2,99999.0,0.51,0.0,0.0,0.99,0.31,99999.0,99999.0,1.0,1.0,99999.0,1.0,0.0,0.0,0.99,1.0,99999.0,99999.0,0.52,0.0,99999.0,0.72,0.0,0.0,0.99,0.1
49,www.garricks.com.au_www.gosale.com.csv,3,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,94.49,100.0,99999.0,99999.0,0.23,0.0,99999.0,99999.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.68,0.36,99999.0,99999.0,99999.0,99999.0,0.07,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.48,99999.0,99999.0,99999.0,0.62,0.14,99999.0,99999.0,99999.0,99999.0,0.0,99999.0
50,buy.net_www.shopbot.com.au.csv,6,100.0,100.0,0.0,0.0,100.0,92.65,10.88,10.88,78.24,100.0,99999.0,99999.0,0.22,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.76,0.41,99999.0,0.21,0.0,0.0,0.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,0.0,0.3,0.0,99999.0,99999.0,99999.0,0.77,0.14,99999.0,0.0,0.0,0.0,0.0,99999.0
51,www.gosale.com_cammarkt.com.csv,5,100.0,19.78,0.0,0.0,100.0,96.7,100.0,100.0,58.24,100.0,99999.0,0.0,0.22,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,99999.0,0.01,0.66,0.37,99999.0,0.34,99999.0,99999.0,0.07,99999.0,99999.0,1.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,1.0,99999.0,99999.0,0.0,0.59,0.17,99999.0,0.08,99999.0,99999.0,0.0,99999.0
52,www.shopbot.com.au_www.eglobalcentral.co.uk.csv,5,100.0,100.0,0.0,0.0,100.0,94.7,29.14,29.14,100.0,100.0,99999.0,99999.0,0.26,0.0,99999.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.76,0.4,99999.0,0.13,0.2,0.18,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.82,0.14,99999.0,0.0,0.0,0.0,99999.0,99999.0
53,www.garricks.com.au_cammarkt.com.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,80.0,22.86,99999.0,99999.0,0.27,0.0,99999.0,99999.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,0.69,0.4,99999.0,99999.0,99999.0,99999.0,0.39,0.78,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.97,1.0,99999.0,99999.0,0.67,0.0,99999.0,99999.0,99999.0,99999.0,0.14,1.0
